sample,SIG1,SIG2,SIG3,SIG4,SIG5,SIG6,NOISE1,NOISE2,NOISE3,NOISE4,NOISE5,NOISE6,NOISE7,NOISE8,NOISE9,NOISE10,NOISE11,NOISE12,NOISE13,NOISE14,NOISE15,NOISE16,NOISE17,NOISE18,NOISE19,NOISE20,NOISE21,NOISE22,NOISE23,NOISE24,label
S011,0.5748389325704065,1.7849736965513041,0.4432793681183396,0.9325362852749282,0.2949759955524399,0.18135160878092701,-0.4277232067802882,0.7820605489026846,-0.4997779992406365,1.0173444262585605,1.4370461943910415,0.7182905971823614,0.06551045638943959,0.8057247692538275,0.043086134398718834,1.2873063154102806,-1.479646894269992,0.016151821826485224,-1.6390528051788662,-1.1433016402820737,1.715621419759041,1.2469441719168173,-0.36772104333965894,-1.1507442660957654,-2.6127696478965197,-0.19173631798750312,2.772174202192534,0.7866434614087788,-0.20781309610435805,0.8168393994454377,0
S012,-1.2498415788228634,0.013793411473943917,0.41059424718731785,0.22501612235053084,1.10192289586166,0.6557620004076317,0.9794427922795763,-0.37725550805918007,1.2089321825821275,1.9400537217955707,-0.6590327454798333,-0.5765788815429804,1.6469011104918123,0.11977278747651907,1.7149381662381362,-0.13141893772060453,1.7661623504422908,0.44260259097703153,0.5693455974942745,1.8758347958414836,-0.05065370327259189,-0.630005321753379,-0.137447433856775,0.763450724814718,-1.254642298008935,0.9485876768227008,-0.22765454344616387,1.458929434905143,-2.083143530728892,-0.47544900093258935,0
S013,-1.6600558722096155,-0.7998171873394662,0.27407818013342955,-0.15281434642526848,-0.22696528992352852,-0.13277259235557437,0.22980051964442985,-0.9821237629186214,0.7332619199235372,0.6890782494099703,0.4114502166805874,0.5829457217757495,0.3228302798331459,2.0614855817555537,-0.060681892028023474,-0.28067093931009035,-0.7271153013328915,-1.0058503915533503,-1.2180595085765888,-0.8623850342064321,-0.04426810262758489,0.3607074075222009,0.0775543375766482,-0.7391229984052266,0.9265968430444497,0.7658249513254339,-0.13323602839753057,-0.6265038656402256,0.5748401998542859,0.21438586651059088,0
S014,-0.9972307766278344,0.3829162268028083,0.7129322948615942,-0.44879830370054064,0.6407398756246562,-1.003926002470576,1.7870825827993841,1.698846467846645,0.19837914848424842,0.8143508206262864,-1.9590254830126619,-0.7054511774781197,0.15711756263508336,-0.621236538639646,1.1652929654178719,2.448193013535207,-0.7257182366420888,-0.38656692129797954,0.6863448510971435,2.062012631286834,-0.77147782975269,0.6999326050941551,2.272195333600322,-1.2008626653920542,-0.8301727240586189,0.027289876326374918,-0.06969193006819785,1.2634977705408579,0.6925562026080512,-1.324065576854915,0
S015,0.7024141398016291,-0.3905351504548322,1.4614509538420573,-0.4405837995361014,-0.4496115462014174,0.7281353477053497,0.9499302192377549,0.6351031008370218,-1.49859358048399,0.7250381768290693,-0.8473043147735807,0.42227984848908173,-1.236730698498242,0.6333258844438819,-0.6195951674065543,-1.0956309133597035,0.9008238733832178,0.42864825857756955,-0.42697306449207884,1.6381825859218824,-0.2536486846689242,0.21911141087175293,0.4559171845794192,-0.4326621972277953,0.6581400303007476,-0.34644861026390616,-0.22463458531539096,1.5496463767041593,-0.8535823156116148,-2.225776594028672,0
S016,1.267220009858599,2.2056109674537074,-0.7489862506026271,-2.280555025773481,-0.654200961349239,-0.6299399349939645,-0.5336408261755523,-1.4571050270751436,0.2358441573231821,0.18079039013279086,-1.8381226049726018,0.35547974654159253,1.7089679967925957,-0.17175665271623544,-0.6810421472218013,-0.4857201995608166,0.27153978181526595,-2.0743885906605133,-0.17932628217599306,-0.7341809346161055,1.50410802780275,-0.5178897189582532,1.3241706259662245,-1.4474576829353025,0.24354218164949692,-0.024316721362066473,-1.2127642330180777,-0.16632087051635486,0.8688018516783051,-0.667508689439896,0
S017,-1.5444623355367637,0.12993748715555362,-0.7549227811595131,-0.19484062503088284,0.06591254394787856,-1.5581519023825177,-1.4681580256876785,0.6295671491585249,-0.37521838253668083,-2.4172440281875676,0.9323443502411346,0.4198700689072394,-0.5663745104034844,-1.169329897425242,0.9833082099473367,0.4968509361934291,2.530102596317073,0.567688912357937,0.5352034548950144,-0.019427616475565596,0.9642761808337905,0.7725855148811532,1.3992253221981945,-0.3738226050042852,-0.2879071593109628,-0.3316028572789806,0.9383020348119887,1.6458747539297316,-0.3113401795163011,-0.2772734141600917,0
S018,-0.0694758164618004,-0.6293145403445011,0.5685006128082903,-2.635330330950646,-1.2102580872484943,-1.1659693742930455,-2.7039090527177443,-1.3471914847004036,-1.2987091561775257,-0.58465769485043,0.729412851328664,-0.628613691522302,-1.4143667606027535,-0.4405075815451286,0.6656205811097498,-1.3595118564465045,-1.2941279242530481,0.17499591894262384,-0.6050891560624001,0.26393165037787475,-0.39719983212689636,0.31811060775796746,-1.4186311543722405,-0.395637691119867,-0.5942430546947564,-1.5994439644357303,-1.947030988200288,0.3021959949430622,-0.7345054225495777,-1.4058333219789292,0
S019,0.2552011835995768,1.4793989778722116,-1.929357724849014,-1.1452585693804174,-0.5715063213723586,1.812558987243238,0.6339671034422055,1.118697360984136,-0.7887807986033215,-0.7681557547476172,0.7991938372456194,0.40965445145835555,0.9001189393870356,0.16370912959445688,0.6295238469775359,0.5094992054280182,1.1291475096078343,1.1583884024673796,-1.2684918738688609,-1.8958884348179466,1.3531255181744162,1.5391052137848455,-0.6692428989904284,-1.5084552860227196,0.4504149415301099,1.2822183468734383,2.1489746429572234,0.86767769262436,-0.020336576062785938,-0.5417505010619537,0
S020,-0.008519072723846742,-0.31923506827975756,-1.0350382701233172,2.0287852864687856,1.76519803767763,1.1160783191609274,-0.9408207622036288,0.8350489599027776,0.6196560451034007,0.4225752598095518,1.229694902649276,0.6154007784667762,0.7200438719098343,0.6169359189777089,0.3208210436076047,-1.8035814941086845,0.06365071301605607,-0.5761623232436264,-1.2998113220345215,1.6618462549063229,1.7090249764912024,1.339250235901111,0.23524305246137345,1.3306547565581557,-0.007917183792675616,0.1828269125032782,-1.113441734856484,0.37702094010433884,0.04041556402991594,-1.3226224812289655,0
S021,-0.12514205723470112,-0.15367450927491272,1.7236162212265358,0.8202683830953053,-0.06249950632663821,0.17484236438297876,-0.029732567313906173,-0.27685893021365193,-1.1563721428063911,-0.2249968230250335,-0.8200432020706176,-1.3242604843412507,0.4372768691294304,0.31731971451513075,-1.8606524567861822,-0.19662958291323146,0.9217564404818193,0.9852787934782166,0.9518918974671344,-0.03503173851664443,-0.9189902733872554,-1.1576437727761648,0.2706599593322533,0.30533508894705874,1.2133861661869612,1.0260347049239793,-0.20617360194927634,-1.3181508242789737,-0.3930515424290021,0.14328624939242043,0
S022,-0.4744550631509806,-0.8502659258392324,-0.019487002791677643,-0.776329559172187,-0.9004379014869506,0.03908101654186302,-0.6743643978907814,-0.028267428783224413,0.0008322050905461564,-1.4118008188531512,-0.7536129416269888,1.1654051221548858,-1.4344513304958637,-2.3890262667321074,-2.134216971004088,-0.24326187118490733,-0.24145453972887762,-0.3899826731866975,0.941818011166925,-2.9452062508645143,0.12356205666924708,1.2890663840419967,-1.4001525826532906,-0.6521783295514716,-1.0252637349901974,-1.1667178638391054,-0.5986338227846165,1.155113465922928,1.5650148577259437,-0.6083110428017242,0
S023,2.394076749534082,0.524593012454237,2.2427075621706933,0.39571788581612033,0.6200743615157565,0.8544910081124466,3.6678702148371474,1.340302110314401,-0.2182479944818515,1.45801440574547,0.1271839983852706,-0.0007336474315970398,1.3976178953617233,0.5201021232407649,0.7675924499814182,0.5030017573349046,0.8255996620750468,0.9139824329057613,-1.4479503972358032,1.1555892040791456,-0.4930028843606885,-0.9532826000897991,0.43060529161092964,0.5729975387840663,-0.20448962910266866,1.3200483931375864,-0.8531586309012948,0.08207278669705315,-0.09585759946338857,0.44242926513027275,0
S024,0.21705249181971792,-1.0697047424510655,0.6624708846287073,0.0011905755071788676,-1.9537580461394313,-2.020403233224552,-0.0741310857568321,-0.28277911061387495,-0.16523190640215435,-0.08979424935773885,0.16374804668265985,0.8858378170207788,-1.172916693745079,-1.2337833857283156,-1.1551356507149033,0.22710487434118604,1.1831355858189248,-0.49315123106703135,-2.5635116369871755,-1.7658046554378963,-0.8948485156235324,-0.6195406803227357,-0.4702004200822473,-0.023230669846603796,-0.373558123649968,0.9875278177158864,-0.7378290985088896,-0.9241297523030638,0.41706374569294075,-1.59745386275364,0
S025,0.2183605764547593,-0.06877794513897605,-0.3187736187834103,1.4169449782840196,-0.7935385741599609,1.8889670416588356,-0.3967625780933422,-1.448347573835471,-0.1014115478704176,-1.247576329184011,-0.9230869766787432,0.22570217115024824,0.3842509597848819,-0.7934988291195011,0.8160740161811577,0.986176629155891,1.2649706276980481,0.3580822782604792,1.192097583220456,-2.0521295568393008,-0.4892376774937055,-1.038336385188669,-0.05210526773785082,-0.7427803480619802,-0.3374889708149753,1.7108437513388066,-0.3410509252856212,0.24246118832497102,-0.40360045878947814,-0.09561784090840923,0
S026,-0.1348367397592204,0.30747064577786765,1.0244541153518851,1.5065405774080376,0.168766661713875,0.4486934658403103,-1.2917179293808587,-0.22873016261091242,0.7994360446882971,0.7251152182218614,0.07075631259975837,0.7455405393726606,0.349913288798527,1.0594528380640298,0.14850573676181927,-0.4965517357663265,0.1949878367377318,-3.0714477960480675,0.24203231618975762,-3.7892662454100754,-1.8643168276007098,0.3109151807456923,0.3366759170715034,-1.3032822003352222,-0.8529554620742306,1.2296875684188402,-0.6248835517679681,2.1020668922076933,-0.142773273371638,0.26718275668597496,0
S027,1.8297980727199472,0.34395079041475907,-0.7894203064694617,0.1031962225270494,0.1773129380312486,-1.151817977980226,-0.042908397119483854,-0.5292684197760972,1.1372814314087736,0.24753554840659514,-0.06987207492623054,0.10674174359876325,0.43604569262750564,0.8297378739111193,-0.7867885544480419,-0.8286639583999323,1.3176028896238696,-0.19941319798339108,-1.2039184183755345,0.6567363836044442,0.6762934802540264,-1.3177915830353668,0.4424053896849458,0.9485067666497131,0.5873101259276026,0.8449051579827348,-1.1913454238694094,0.543963829217535,-0.08969608524910705,-0.2698664845033053,0
S028,1.016733235165358,1.6254521364198613,1.9405476803459902,1.4609854972515364,0.03644344411544766,0.49889778877197444,0.913000497529875,0.26735557504509333,0.27694181365717574,0.9699307576218134,0.08689497971969912,-0.5831093106280302,-0.2682954400902272,0.7800880034793737,0.14917091694558707,0.4863876026139692,0.8162568679478212,-0.22866383715197827,0.9024257893754374,0.5250202292040258,-1.0886354611658473,1.5884824169318756,-0.3545671180112848,-1.5089177174395525,-0.898866083840671,-0.8748675349326906,0.1983509444031648,-0.12767287980060585,-0.19065434189496153,0.7658795912281102,0
S029,0.5049684058310991,0.4811409152826816,0.574921501967088,0.7812277126406336,-1.9428602971390476,-0.19934520762606583,-2.0151170198510786,0.20115297143619076,0.16046007241405003,1.2106253194280756,1.3527274373595162,0.3678680928907627,-0.3352680327585045,0.6502541571841332,-0.36282459268591816,0.16370039319504645,1.1512293615991631,-0.3926783013510282,0.9707716838808963,0.8424944133306977,-0.7896987724924261,1.1389871728557963,0.8636593900099004,0.2670189320110528,-0.5972304133892569,-0.6941129739371746,-0.3725695322646271,0.7076875079303554,-0.7905321227630026,0.6026052932582653,0
S030,-1.0694271276752394,-0.03174018323569586,0.28197615577716173,2.61745854626207,-1.2049872543172142,1.6443429676932866,0.3221708151904331,0.5835003192191163,0.2906763145913576,0.6170552193983861,0.01864329684113536,1.6263785826606114,-0.2841427430215693,1.304562973382401,-0.4720387190098698,0.11207655480186615,-0.8996341510870661,0.627352121550673,1.617454358129687,0.09497222138229902,-0.024557297500756442,-0.9422885618647737,-0.056964252349155,-1.4204658585183745,-0.7405495855156742,0.3991144473122885,1.4913415989445493,2.981539262432656,-0.4142566838677476,1.6076285578485932,0
S031,1.1004115207498324,0.7054113936018087,1.2892534920743368,0.9185755240281437,0.9670547659604031,0.4483258775215153,-0.5414506194506662,-0.686966162173897,1.5099039236294116,0.5799589502624711,0.2605701406920179,0.8651646670713381,1.6515912932638122,1.0370229833745828,0.20060410370721715,2.082951995997134,2.4358445433298166,1.351215695671038,1.8303225516922748,2.0986190371619955,1.986758356752698,1.470758217460808,1.4550060874230675,1.3763196136946871,-0.24067863419885904,1.5573821972077702,-0.4991549307783695,0.0620595852231296,2.160224108156272,1.696879203042382,0
S032,1.3248322831320163,-0.4342403902411385,-1.3148148478306139,-0.40300320362418907,-0.060534709313272025,-0.08357729021383654,0.9711144722028554,-0.5238364315572918,0.189468465249078,-1.1511931559884523,0.28775127148996676,-0.1594574563682095,-0.9123793448383637,-0.3983953687286991,-0.34674175306906785,-0.4327211358909424,1.6087752357138374,-0.2610120088617259,-0.40646211673118393,-2.260016964163988,-1.0567733585333237,-0.4256394310101991,-0.848418682730489,1.2191415868239508,-0.32750378195006485,1.125878242764406,-0.10086137250347821,-0.1253381701322696,-0.2513624542663472,-0.1587697549323871,0
S033,1.5138979114212443,-2.524507818379833,-2.2064428360672936,-0.7480679226847288,-0.19036920969104607,0.48520733313539743,0.2681901063988602,-0.5891430045091851,0.8141466016131474,0.825298311524116,-0.020839260357049416,0.7577604808582263,0.06774817180351386,-0.7663801184114986,0.49291974737138977,-0.09428396904993723,-0.20355724487412802,1.2680564805609593,-2.6557692201687013,-1.6225812617881847,-1.3919675180029851,-0.5681577391974205,-0.4595052613946451,-1.7122227394016625,-1.1900551239394412,-1.0657387701521852,2.252527000447277,1.5968448561185316,-0.6166465093132643,-0.5684803819354138,0
S034,-1.4747130884874453,-2.233639504524418,-0.44238927770767517,-1.3233610745431768,-0.4103596229611609,-1.9257149403426286,-1.0874835496094089,-0.17688199599632026,0.04070050648478629,0.09196286744286342,-1.6459980754561885,0.5291766388364105,-1.1257207879010014,0.30734882330815533,-0.33614776791734424,-1.701896590377099,-0.6417067958803391,0.03985465076461647,0.2874562891754479,-0.4664969887435697,1.2062697993019016,0.6820016796874078,-0.582163207698904,0.4246127208377934,1.6082843938890357,1.6349755094838758,-1.5535089721216486,-1.2520422024563018,1.1594096954346997,-1.3837901421367884,0
S035,-1.0761493642614808,-0.2398023616688486,0.666618478504784,0.1439950624191019,-0.40417185137539385,-0.4278206926943107,-0.46594529538251045,-0.6331178596287443,2.52802464630626,0.5439028402157532,1.1331508234349368,-0.24268569908872545,0.06043509184414941,-0.4671622123401567,-2.4053165658890037,-1.131617507817668,-1.5642269109501965,-2.0033920089214092,-0.9489672052679046,1.571347448411829,0.20195560132584384,1.5369555313513723,0.6573743459310736,1.0289505947453574,-0.6545052262743769,0.770342723222869,0.9751060031045442,-0.33025552320349466,0.8059321396463646,0.8125795276050312,0
S036,-0.09796370404172616,-0.6711795151826383,-0.7325394148099156,0.5380944590098184,0.7785987858776715,-0.3409369133695578,0.4781742584144553,1.022125953226842,1.0697796317536574,2.003469037210845,1.7285697492864,-0.5497025156681874,2.135175126626379,-0.07938758746735808,1.4964617295427842,0.5195755431394455,0.039439538631389104,-1.356107942686576,0.28002440687200847,-1.1077943182172523,1.418888152931129,1.9683815742276047,-0.34532207220833355,0.7535596596076278,-0.2738026049196187,-0.17689581304843294,1.226083620953728,0.41305065524494416,2.1912369590193683,-0.03064356161456433,0
S037,0.9537573494125391,0.05183442989583195,0.7501990266822831,-0.49273664039189674,-0.09513782061353274,-0.16107786236088478,-0.8816360979077372,0.6165025515198026,0.6046700225164141,0.5479757118436166,1.4913866708556947,1.4037658181743535,-0.4205236729110854,0.3274733353722282,-0.6691796723201627,-0.022223666947394576,-0.6453284321808148,1.5744913260741011,0.3181191672810128,-0.26360811116637217,1.148039588794427,-2.2161943928573615,-2.0596815779272397,0.7502596721578239,0.014889465055418029,0.20486731719881063,-1.3719750863804987,-0.06881269391231623,1.957930427339392,0.7786206367339128,0
S038,-0.1663560456421991,-0.7751165008899489,-0.730635442654405,-2.465260479985029,-0.07842216986385064,0.5094205176968427,-1.9116819179556264,-0.9974794830918272,-1.4935272230184333,-1.3014137855937746,-0.282580963963111,-2.4204647457734856,0.27820784757205275,0.417792479148671,-0.5871651788219237,-2.816771100769553,-1.332481216787401,0.8968393433176853,-3.1140568715135837,-0.6835860029785304,-1.5160633692522703,0.46850771079982534,-1.0111765429284727,0.06789142995060032,0.22939782838408185,1.5001632489450087,-0.5390045344603814,0.039981778837600124,-1.8211180699124472,0.8543509725087328,0
S039,-1.0903013343478605,-0.8905466503642414,-0.35204028112570657,-1.8926768316163454,-0.10102245734755783,0.6376737866485149,-0.03685866277920424,-1.918690050455221,-0.4536017806061554,0.4122364167029948,-2.2077812522424036,-1.4045585000942098,0.5467511178050242,-0.05969705207920928,0.08217909585025801,1.5297023213468157,0.13876029222970676,0.3280955241566835,2.3809530409418302,-0.5435970443669865,-1.127675249894991,0.0980039119706369,0.10919854311239907,-0.856507878222704,-1.3621895058313434,1.9800519358135822,-0.0029490158884729056,-1.0620778676785716,0.5861378160031028,-0.43893763783783035,0
S040,0.0073556688120491875,0.8225099870443737,-1.0316451531018096,0.6128643190470529,2.1731919228616325,0.7264147773271912,-0.11597498865358402,-0.24686816529836153,-0.1501028582152289,0.006274437082099404,-0.11756941762839151,1.1765485562044473,-1.4729719880791028,1.1222371655420145,-0.11944941001268067,0.6371849008252527,-0.8667507950709833,1.5888681819793167,1.5058720753017534,1.219827640879954,-1.2545176606636588,1.0893581861959332,0.6650922027655893,-1.345034132002687,0.23593973135906496,0.624771604163143,0.8163123889530313,0.4374984820787362,0.5514685319772601,1.7338485073829761,0
S041,1.5233355783920568,-2.5697532853013665,-0.020136886356305117,0.13265064093742562,-1.4547969042455942,0.39148472671368906,1.5460594408918835,-0.7892661911092134,0.6337026071712493,-0.6185218088150608,-0.37461035519829994,1.774695302651412,-0.24525615163044806,0.7595141574920016,-1.5739164475796101,2.159619229876257,0.8999541147878758,0.11480182583111523,0.8728481784812716,-1.1125177604664334,1.4798324102340341,-0.026683107015053276,0.0932321534329422,-0.19435394648410753,-0.2833497342642078,0.9919722801097854,0.5532085185855997,0.9490498098844169,0.28850697899580546,0.8105014795585579,0
S042,-0.20158703660296035,2.4469935487316263,-1.3506687091084206,1.4781990308850623,1.5851691580430487,-0.6348970986435158,2.4465353178780513,1.2127519902673962,1.1884007141449895,0.2452838943479547,3.554910340156092e-05,0.007852880282469887,0.6077923036415952,1.618447982355974,0.3985759251834976,-0.6941819158152123,1.0416887697070578,1.1384124537168703,0.871921235769864,0.9627606138470606,-0.05366642283573009,-0.7117274598085015,-0.6509317233187017,-1.41820154113578,0.45421031886802776,0.1338129240954844,-0.22272599720763075,-2.738357117022992,-1.030055762372091,1.3381023587252447,0
S043,-0.9308298829786088,0.09438779474136366,-1.656889312890734,1.1725015994437533,-0.4102315429701542,0.023836513568057438,2.0595759089662073,1.250236217673926,-0.5727695042025356,-0.8594240677858369,-0.5917488944350096,0.2436943655610579,-0.3714280171663489,-0.6614480279189494,1.2009773677935645,-0.3804137746933146,2.0333852101218417,-0.17546131916330474,1.5191145113092497,0.09111553979514903,0.6967566903339701,-0.9908149344332022,-1.1199631055028896,0.19350207209950976,0.7223493595498374,-0.22594738091501487,-1.552597217999175,-1.6264622492048049,-1.693340285101719,-2.033825995854859,0
S044,0.20234988867377543,1.2179084509347131,0.07944874230187915,-2.1675502281111645,-0.0978959311078608,-0.06993446740591919,2.188863279452127,-1.3642733836928684,-0.2978130733725078,1.798717209771252,0.542842870573236,0.6561776027431125,0.20744896625056614,0.4228080678839525,0.8704740595052238,-0.7166217896660785,0.9709231081348877,-1.2801384876588513,0.42123250205822604,0.2716054925130151,-0.52342855896542,0.07017925390104118,-0.5296756234388651,-0.9788367976350565,-0.26075021238695645,-1.0111241061449736,0.41566199331993603,-1.0572209649256756,0.8048415522177392,-1.0886145387021322,0
S045,-0.519620591924715,-0.5779290845588877,1.37182105253113,0.3769642692728832,-0.16505947888810296,0.5453937647260146,-2.0605180236733966,0.0035407340153838437,2.044188501461054,0.17902083005896385,0.11458749282562679,0.5948027032984874,0.9422795669706369,-1.9507923692335685,-1.6356521581347356,0.25696561474243784,-0.6682022382412184,1.3586995858762054,-0.26850006622893263,-1.8878564120568266,-1.2213395931877058,-2.703001695974284,-0.18745121362662126,-0.14170980360809207,-0.3777883861256065,1.12555336268603,1.2451941601729848,-0.12371409969981992,-2.0880193438205645,0.6639559041485498,0
S046,0.6428356672001807,0.3968670088485502,1.068955187999721,-1.0773526577694348,2.096230824876744,-0.8719523144502628,0.8366983658924598,-1.5998722557217464,-0.8427892485784456,1.6038440854169413,-0.17342438430924473,0.9273980438244032,0.3244308274108513,-0.0174827173085675,1.4513257636242949,-0.14918338596029515,-1.6932626688718653,-0.7157646532600999,0.6386671673932993,0.4829845450541133,-1.479582811543833,-0.6368670807165959,-0.49424591051064143,-0.27799415542261985,-1.2884381499099462,-0.5408956694278735,-0.6411350465679222,0.8590086984535246,0.896596749681849,-0.05833501939721081,0
S047,-0.04346828469145553,0.48849582321838936,-0.46800359627629895,-0.7982605709881649,-0.5916496977464409,-0.2862416527921807,-0.8149022886129951,0.5106310702421507,1.0782871849629845,-1.2385267896189658,0.3737002223953093,0.1286357159129404,0.6900801967160789,0.3356327430756879,-1.1050277687523549,-0.9138177876778895,0.3779950867642487,1.3773524309247853,-1.865615859863727,0.6942980909808559,1.5381935164669192,0.19554563497306288,0.8987740072057168,-0.3544975697185262,0.22920531190239918,-1.2723420071288756,-1.9957717972395979,1.291337312404551,-0.6364234165451659,-0.10695633382415454,0
