# synthetic, for demo only — 593 CASE module (seed 593)
# 400 samples x 200 SNPs x 3 cell types; true eQTL: rs0030 (shared, 3 cell types), rs0150 (specific, cell types 1-2)
sample,CellType_1,CellType_2,CellType_3
S037,0.418837832170908,-0.218442947766859,0.948176624417091
S038,-0.489131010936769,-0.948846817494766,0.568301832050373
S039,0.0893751428290616,-0.328316373898228,1.24964843553286
S040,2.88406710155005,-0.0273732956788895,-0.757551963620714
S041,0.121096190033983,-0.404898397769921,-0.797734657166148
S042,-1.13054374590204,-0.070527032418623,-0.201818118923795
S043,-0.57682187754688,-1.13658846083955,1.64305261858907
S044,-1.19583999739758,0.461057986362172,2.13556341931403
S045,-0.233339972522692,-0.50432209711618,0.149171730408518
S046,1.86395358896291,-0.857270680822107,0.483681934900296
S047,0.814710540155509,0.804208447444478,-2.14778511179291
S048,-1.1011653162056,-1.99283339561656,0.270955309657479
S049,2.17652146030763,0.766216252124221,0.258315267857921
S050,-0.079795628798967,0.082405039923821,-0.411738393829196
S051,-1.08910863095315,-1.62340999605573,2.26115472749974
S052,0.159693566393217,-0.158938968379269,0.876834716353094
S053,2.03394925733161,-1.33244257749778,-0.457863900947737
S054,-1.1256584304927,-2.22375645131053,-2.54483929298447
S055,1.61227573801846,-1.30932694713148,-0.655002157495993
S056,1.76170159812887,0.589813046627453,0.960837698727327
S057,-0.942003717054662,1.0740552851329,-0.870995500324355
S058,-1.56040977602604,-0.39020351197141,-0.698088334712504
S059,0.0512363964405633,0.371108414461292,0.386036444390238
S060,-0.644524369834917,-1.62245571516392,0.49474132255561
S061,-1.10018767838824,-0.828207026841572,-1.27360698389622
S062,0.666522915396405,1.05473353488794,1.75875065466665
S063,0.148060318922774,-0.958868560542179,-0.545502099571409
S064,0.0798270607851286,-0.986487474642182,0.466174401940355
S065,0.309436512277633,0.408630406354984,0.662038669756172
S066,-0.57276859469523,-1.0170487226902,0.884095897673685
S067,0.036597397779178,-0.965819965829107,-0.0183842039353586
S068,0.0875673937315784,2.11222049275604,0.961608864338165
S069,1.6724166545216,-0.38624100497083,-0.561060716344113
S070,0.963201094042113,0.971272263193554,-1.11303674140529
S071,-0.974489505295625,1.51959895132205,0.223132022744979
S072,1.60052416771663,1.50305552727107,-0.407514796422795
S073,-0.215023136669615,0.289427843116635,0.62239234208732
S074,0.651592086999607,0.514176537759595,-1.53112601811874
S075,-1.51602317203291,-1.21898306644726,-1.3945391841928
S076,1.79463371400963,-0.503453598390353,-0.780866862693392
S077,-2.48546016050528,-1.1223025764651,-1.4072490603305
S078,-1.1146643967736,1.78310880045655,-1.20682860771779
S079,0.775572467809624,0.475924973312374,-2.35937738937279
S080,-0.134481390798126,0.0153295015461144,0.662478607964236
S081,-0.631392974433599,-0.458103990661488,0.51451433894065
S082,0.243816818634012,-1.86317087861737,0.437186665489004
S083,-0.0841497456215485,-2.99855479447448,0.829878848017835
S084,-0.0755946969462867,-0.866834412255123,0.580092695786897
S085,-1.98743345570243,0.790779160451546,0.486851955426127
S086,-1.68829456859199,0.0348003471665047,1.2985101437056
S087,-2.34069587215366,0.259035061454309,-2.41908731425364
S088,-0.259750414733161,0.425466912383111,-1.21740061343184
S089,1.72337437069565,-0.252494710714711,1.31359999255845
S090,1.82598780778725,1.2559778977131,-0.48156861005724
S091,-1.49823363143727,-0.713584564210723,-1.67419227283583
S092,0.257077927583172,2.1364213750415,0.447261888499922
S093,-2.44212701927615,1.27423625899336,-1.58551628101185
S094,-0.267246272035185,-0.563048932069213,1.98741794208129
S095,0.392855915053772,0.00503702121987967,-0.0142758461405412
S096,-1.07249900213457,-0.157145685443414,1.09735852057556
S097,-1.54155726858804,0.198852634920832,-0.244093195409282
S098,0.0875428480718595,1.20254195287318,0.230817834542073
S099,-0.02534526437724,0.118087633903955,-1.29002728647505
S100,-0.399441842789278,-1.33594140443948,-0.757085269591671
S101,-1.69021666588794,-2.37605945986532,-0.542637228139128
S102,1.14429277409746,-1.12243928092731,0.213841676259418
S103,-0.453284045591395,0.333714260263094,-0.258244609916086
S104,2.045703519856,0.416002176008918,0.121779354636966
S105,0.926334957190396,-1.75175774574977,0.914431904500481
S106,0.00569737624460256,2.56873975853194,-0.547081181950801
S107,1.04549826685134,-0.175967342589904,0.631682155555924
S108,-0.203242422351677,0.260268329752334,0.56846226100609
S109,0.322196894111123,0.852054449870746,-0.634852408496237
S110,-0.270760244648869,0.568373725126721,0.569339532905623
S111,-0.0230801500588716,0.517082434783722,-0.322001993397337
S112,-1.96516585030057,0.40510549790847,0.834316252360677
S113,0.145670012863465,1.21864672943581,1.35899919451805
S114,-0.0141099543964796,-0.119665961392984,1.48023973647329
S115,-0.0377452273537554,0.990276985052644,-0.604859959062619
S116,0.650088373434629,0.900373598118537,-0.316212826822979
S117,1.27774220867487,-0.184937982535151,-0.425032324779942
S118,-0.166411786428404,1.11899406080273,-0.780682367619124
S119,1.15989309502184,2.42842776588098,1.18547497117742
S120,1.89463756387547,2.13954504712946,0.534783009093228
S121,-0.205994295776054,-0.648305372359356,0.483057977322778
S122,0.725158167728267,-0.0505854718188142,1.38703777154153
S123,1.44273235282762,-1.19798746028113,-0.480955040655384
S124,-0.256964061349612,0.0754885289557642,-0.0321039727198586
S125,1.90770360855227,-0.202737635237191,0.330466757653463
S126,-1.48650353265444,-1.07553022582836,1.06249639804336
S127,-0.540091879382085,0.0290492293656353,0.932634519575269
S128,-1.22395082163779,0.183515030360102,1.29909483067457
S129,-2.32183931705145,-0.298381357101663,-0.88269114575728
S130,-2.12610675686095,-1.59186461426875,-0.91845024707139
S131,-0.476222162301759,1.51285129720737,0.99554962478521
S132,-0.254261069694527,-2.45451382815853,0.596629119129905
S133,-0.393457571915826,-1.56812446701436,-2.54992188836925
S134,-1.07927315341093,0.362218576179866,-0.606434420495411
S135,0.203235697104592,0.731668799383751,0.379735986311551
S136,-0.100791081664399,0.335946185021765,-0.608030055789
S137,0.193605772970001,-0.465281641904438,-1.34763993667614
S138,1.09059253820911,1.9420165926154,0.8094346153971
S139,0.928849324087101,1.51711285488842,-0.809831450400175
S140,-0.483252832297157,1.05905807148276,-1.39565761070171
S141,0.197634623836266,0.785378678414982,-0.109164332080456
S142,-0.341461262824608,0.0433225627493881,3.33717366854297
S143,-0.693947216711394,0.183216916917603,1.16118467442157
S144,-1.62826874461244,-1.89473824219724,0.125243628228832
S145,-1.29701004332167,0.467189900317738,0.568490356168709
S146,1.59451477683164,0.738274788622837,-0.60617564450525
S147,-1.309865141795,-1.3612388266757,0.540402055057774
S148,1.39517429766207,-1.95674682229572,0.9916433583317
S149,1.67533759343603,1.488904323774,-2.01829458646136
S150,-0.162087523784634,1.13353558924369,0.0205369134827776
S151,-0.313153166685773,-0.170826801581645,-1.30623277235256
S152,0.102286232858638,1.53065474206193,-1.55504236805865
S153,-0.568202418719153,-0.433516597367593,1.6694614262714
S154,0.425742471551335,-0.653532725185249,-0.261076142919247
S155,-0.561221914231054,0.183808629727352,-1.41934505101379
S156,1.3273253454002,-2.17706736244491,0.552943539477679
S157,-0.351543319480443,-0.267695833293878,1.0708861675884
S158,1.54657022297245,0.830194514734575,0.262540465738742
S159,0.0576081748270602,-0.848127309708211,-1.21169993658491
S160,0.825261674112557,-1.32117967898673,-0.50033915146799
S161,-1.58723760420058,-1.07470068403863,0.26665482129692
S162,-2.0213092281858,-1.65494848716637,-0.135968965089149
S163,-1.49654931706005,-0.481760091179847,0.762706585132767
S164,-2.11323550458696,-0.43026938775911,1.04419449791374
S165,-0.92285657454694,-1.06461646618902,-0.514831111714104
S166,0.205579667235278,1.09094651933062,1.04055832877408
S167,0.0438000881848149,-0.81556424262796,1.26200006120573
S168,-1.15266255116184,-0.0985836178932761,-1.09456766615858
S169,-0.705945110522087,-1.92037627894381,-0.484207225586325
S170,-0.652300368780762,0.723989236808971,2.43139627153272
S171,0.678859131996784,0.152910383488093,0.0484369681083371
S172,0.764666830261445,-0.576705196105549,1.39047069615906
S173,0.116151128273593,-0.123812988352884,0.565034386581698
S174,-0.579574276780126,2.13372289253447,0.375507802460357
S175,0.349668222785883,-1.08596827744348,-0.619762546306096
S176,-0.0989496906596243,0.429924805722796,0.712075106220338
S177,-0.964334464081855,-0.792987587996247,-1.1528656713984
S178,-0.754057008211062,0.986665188718685,0.334595182115279
S179,0.344826174521467,-0.0647056557031581,1.56137968374085
S180,0.658538515304968,-1.19749840458614,-0.272795826903244
S181,1.04289162033827,0.366217074656349,1.87496313702389
S182,-1.73779985544712,0.284350029252882,1.75318625090505
S183,-0.408705307884461,1.31926204863364,-1.17584579303945
S184,-0.032659574185763,2.26192103118675,0.91056563832875
S185,-1.40619152087281,-1.92015653628234,0.46843176077305
S186,1.44811745333519,-0.560315057536091,-1.17539640188407
S187,-0.257957000390638,-0.336012407843439,-0.160811705039462
S188,0.147489404558819,-0.402522806966068,0.264765387620921
S189,-1.46565261015085,-1.71730526537503,-0.45521174766722
S190,0.22490386214723,0.768783983320112,0.941156386573239
S191,-0.589894695216876,-0.273189899392279,0.170537772459366
S192,-0.675278253847997,1.4063721767299,2.06695050414468
S193,1.31371571634751,0.336850792166233,0.212550020800577
S194,0.726885504597358,-0.00957237414548551,0.877785672169306
S195,0.202084947316016,-1.34284757344666,0.890478858301024
S196,-1.58799035939194,-1.09123194073428,1.37045694062613
S197,-0.292639376695452,-1.26400021716219,-0.121888207158641
S198,0.116768646773031,1.08054083158676,0.0805483463695697
S199,-1.56684219922411,1.09336920207831,2.70779266082994
S200,-1.78243483852351,-0.407521735253396,-2.16537593980745
S201,1.04891566861,-0.876964076188265,-0.0230835428121782
S202,1.36319787009513,1.12549577875454,-0.319298920819661
S203,-0.67462274948097,-0.13271631123487,0.905200316441959
S204,0.456682558773536,0.491763902269824,-1.07117500455448
S205,-0.41136860080122,-1.35481361454096,0.220866934153007
S206,0.647393466476135,-0.427257453880304,0.843225227122299
S207,-1.62217148678322,1.50839520307118,-0.610728684543703
S208,0.315001466132743,0.50248901735376,-0.42713067432295
S209,0.449559603739398,-0.195107965328922,-0.848761730703535
S210,0.0951418350791586,0.401001323329463,-0.84399357009751
S211,0.237998678207733,1.4190357515553,-0.132948677349139
S212,-1.11737985319558,0.18491760501078,-0.742627838616957
S213,-0.616925827810921,0.2535877975967,0.552077348551485
S214,-0.250132835252025,-0.618496259758602,-1.61016697694841
S215,-1.50163044052611,-1.42345351757809,-0.637215387567498
S216,-0.227478337830155,-0.115478612361973,0.16151003139984
S217,0.301663179075906,0.488973572743392,-0.911742512795083
S218,0.642252805101609,0.222631611980066,-0.755391801509508
S219,-0.4678745515985,-0.669241856958149,1.48450557729489
S220,0.5282481664284,-0.650660233872744,-0.268696897261475
S221,1.42346720423211,0.956752666681154,1.70001991511111
S222,-0.476882130199631,0.196810300318151,-1.65701298351394
S223,0.561599094459453,0.841709816600447,0.570714861793267
S224,1.46246732313684,-0.274556084446484,-0.491356982128327
S225,0.554502754483092,-0.317678006761411,1.03807410538183
S226,0.19171843417337,1.54283434299687,0.601604049089119
S227,-0.927680518857607,0.336421011204353,0.130500005430071
S228,-1.93824443275557,0.183870096093541,0.376187740866115
S229,0.580029168036033,-3.57720049680078,0.231273508581378
S230,-1.22030735264798,0.0421411859581803,-1.95629790326694
S231,0.59016290383229,-0.427358431515199,0.854864208444284
S232,1.85728534869352,-1.00689941254992,1.05004380943975
S233,-1.16251245944761,0.179779211574306,-0.892204546135981
S234,-0.141154710263004,-0.225352020334603,-0.552815450025189
S235,0.23294810234761,0.506570066636322,-0.553083116176986
S236,-0.574077632375563,0.516633688208602,0.239393057856751
S237,0.396723840251744,0.993606338891301,-0.366204010880521
S238,-0.00884318068384815,1.79186538396305,-1.73477563665472
S239,0.408296809383298,0.0916932217090359,1.17827668687468
S240,-0.130892989019025,-0.213661562523456,-0.836765638924338
S241,1.20463851713553,0.514301166172988,0.237689334811883
S242,-1.73336269823833,0.59108045815532,-1.19428523805138
S243,-0.522871085205559,0.876919503497612,0.867031939052244
S244,1.12377546464093,-0.781524382355516,1.84923990661329
S245,-0.0992332637555914,0.172697919005145,1.16374354116577
S246,1.27449443675924,0.799738117303974,-1.53600267773557
S247,-0.240750943303872,-1.1326057993851,-0.011010513149408
S248,0.472014246591963,-1.27574322589666,2.11637960980939
S249,-0.216599310020937,-0.29942084846405,-0.286898984351485
S250,-0.209733582709431,0.0634513292718404,1.22742889107653
S251,0.123029212766791,-1.11820029434953,0.0770890401144252
S252,-0.218867545212195,0.6587181301522,0.495748342728934
S253,0.168655307059497,-0.0119015494578091,0.687800676622422
S254,-0.307868563641963,-0.548233419418155,1.56436159680452
S255,-1.6690926470252,-1.18115653847968,-1.7417916865238
S256,-1.88826819009636,-0.787662787609926,-0.998813338493554
S257,-0.961002552094681,-0.0194136693118512,0.301984649949373
S258,-1.75989535819859,0.898683871062986,0.679147398844369
S259,-0.509291077782045,-0.210426835313987,-0.654656013056221
S260,0.646669653094163,-0.082249500303717,-0.910675270030504
S261,-0.168796892267653,1.87885569872808,-0.0370247074802695
S262,1.53475991202142,-0.658388678680747,-1.41003616817541
S263,-0.862810240596775,0.122135685586551,-0.5377846126714
S264,-0.406755049313431,0.0334476702593112,-1.09933764641632
S265,-1.29713428127743,0.929049466226342,0.229649995776788
S266,0.608382806639211,0.672765922361604,0.217231221572638
S267,1.71585021847758,0.801943762702608,-0.841803002633327
S268,-0.571173527920602,-0.0769653125152996,-0.79092558125944
S269,-1.80407853252438,-1.12254410364059,-0.426881743669704
S270,-1.17809451829579,0.370338850303367,-0.105297797862467
S271,-0.707035453815042,-0.746739213432181,1.99239952897532
S272,0.668883103789094,0.937556348460901,-0.139361953906653
S273,0.361079938486264,0.226457799474227,0.837326396650825
S274,0.614380964053328,0.640632220074842,-0.395755341995122
S275,-0.708280145636389,-3.35212375435608,0.795103589458209
S276,1.03666558494345,-0.286125398627503,-0.474999961696707
S277,0.370367867329894,-2.26211771619362,0.619066342582553
S278,0.939572704484948,0.85762468514251,-0.510726365041487
S279,0.667918836475101,1.18540642931828,-0.878315673610633
S280,-1.04301386726188,-1.56006171792371,-1.4357913024773
S281,0.782036906133268,0.491025559961438,0.850114438316861
S282,0.0624248351930625,1.06607425656198,0.750033494250605
S283,1.09605717260872,1.15164345289373,-1.27400116380273
S284,0.870630341014726,0.671330640013202,0.144501595205367
S285,0.523841928898291,0.141221882923307,0.558465372154814
S286,-0.0710178630291449,2.46672449115256,-0.457327043549224
S287,2.51067680436479,0.594313849601497,-0.557751456608524
S288,1.63876281548196,-1.10729252043895,-0.752864516869066
S289,0.125286385331822,-1.54528859602533,0.481835642704057
S290,0.31388656034453,-0.0695929222943529,0.861238551360499
S291,-1.32165242154672,1.63947161996593,0.552396174173656
S292,1.10884171484926,-0.819507837198123,0.227575371229654
S293,0.229784113774007,-0.842173099418854,1.33207263580184
S294,-0.486555376673877,-0.264947500076917,-0.651125107749412
S295,-1.62607874581357,-1.0155525212314,-1.86649989272117
S296,1.85458517339903,0.181348312672474,-0.338146926199974
S297,0.861427835487684,-0.0713820673854351,1.18247996704143
S298,0.474274666835385,-0.310682646607588,-1.65307795932043
S299,-1.26834111695263,0.296976298397471,-0.35976513666949
S300,-0.0707645828196787,0.80172225617158,-0.620498006909729
S301,-0.000855945272315584,0.227415448540823,1.86936687744924
S302,1.94178181916769,1.22750625797797,0.327741925089017
S303,-0.699837297461176,-0.100700492991718,0.0417196600298777
S304,-0.234125362436503,-0.407135440691918,0.464666652091384
S305,-0.688378678936976,-2.21011372618155,0.318682586691534
S306,0.641606782379174,-1.16243101323747,-0.0840884222990738
S307,-0.796025467481535,0.381454968977595,-0.677290365477441
S308,0.84895862072518,0.809681546149807,0.32783619580803
S309,0.360646740194418,0.395491541340845,0.029439334870795
S310,0.493546400263952,0.564432496614219,-0.850208889671211
S311,0.782503145197244,-0.794047784217047,-0.890650801779313
S312,-2.42317252337698,0.628143357807218,0.807192206647327
S313,-0.480209259452945,-0.0221167063490315,1.29745322421539
S314,-0.0860947844228849,-1.20943657276413,1.85644746253351
S315,-0.893408481081248,0.602538181430155,0.836502118035231
S316,0.777127365179823,0.3862313597812,0.891405946451871
S317,-1.33307010156613,0.444626057577545,-1.08174388491409
S318,0.801220810297759,-0.50549651144654,-2.26373498260739
S319,1.04336469262992,-0.383599922816527,0.198104240328516
S320,-0.112897282751818,-0.347903884397042,0.210657860753149
S321,-0.328600881177265,-0.981818417203665,-0.513802087321116
S322,-1.87636989138299,-0.254309176220915,-0.247806531225026
S323,1.03989211211468,0.678920432307105,-1.04913245977135
S324,0.679119495019197,0.0168739490517109,0.347144439314628
S325,-1.08632958831843,-0.0984939868299329,0.514282126178813
S326,0.124088239466407,-0.093372603428273,-0.00624754619956749
S327,-0.245545575975321,0.730770888007285,0.00695697330042222
S328,1.69234516942908,-1.39178198844994,-1.62117217166482
S329,1.0757808983282,-1.71427968489962,-0.465460706694243
S330,0.160445841868669,-1.11870509274841,1.44003913511625
S331,-0.92997198505478,-1.66883774131916,0.600953608106034
S332,1.47955705212619,-0.566320300164346,0.760957802935766
S333,0.0570083989655015,0.105936292910887,0.0385478595086229
S334,-0.488987701938886,-0.538135286476394,-0.686977534401908
S335,-0.931360650526329,1.06561368320321,0.33719268182413
S336,0.245533728291987,0.385791023904434,-0.117573568985822
S337,-0.770471214911686,-0.0150908561858067,0.139976221532644
S338,-1.06898460210191,-2.24515373128978,0.368999214775192
S339,-1.42613616378325,-0.729672237751945,-0.464178856244938
S340,-0.910905992618693,-0.284127959825162,-0.137349855608321
S341,0.359321162268884,1.30317053702037,-0.110568892951832
S342,-1.66025621202486,0.576918111098442,0.371212552400559
S343,-0.19894162166608,1.00486731877712,2.20257379471733
S344,-0.993517347924432,2.25984852458271,-0.992347922216037
S345,0.0680036052365121,0.934838710904787,-0.152300862063161
S346,0.333308052969528,0.506618950505559,-0.964133343923907
S347,-0.748068910531699,0.400900636348257,0.141037168766304
S348,0.779387657606702,-2.26203504888771,0.160930137470344
S349,2.29937020935072,1.30332558230606,-0.123124346499118
S350,0.687146372675854,-0.486388506384979,1.76526981607671
S351,-0.499298508440675,-1.6022565096494,-0.0221609427966755
S352,-0.642557208538427,0.0303525746576006,0.538288678431728
S353,1.66615637991543,-2.25227430810802,-0.708921419687592
S354,1.4504581662636,-0.0258990560133686,-0.142536034709817
S355,-1.80005477792954,-0.76709336776845,0.578502908351628
S356,-0.392601699970937,1.82809683657315,-0.723801961035304
S357,-0.313701555231253,0.862849836041066,-1.97461101106946
S358,-0.178882648524952,0.257710302388061,0.313598077249819
S359,-0.410746861866176,0.307005608728128,-1.02867998236241
S360,-1.31734235599434,-2.15016234353158,0.848621745671607
S361,0.952991342069672,0.0906292364673033,0.145529698769592
S362,-1.07078980991352,0.272858987573654,1.34632256436218
S363,-0.271097231940053,0.820578349518631,-2.29392088243006
S364,0.863379718395042,0.284707980453154,-0.145487925347152
S365,0.979138052790337,-0.663397975464897,-0.387573902562973
S366,0.65465466138745,-1.01895232198642,-0.0419997084316454
S367,0.961043804992886,1.28069788803049,0.896305574116027
S368,-0.476064445894333,0.613089087245575,-0.843278599780454
S369,0.0141660239009792,-1.41626184664203,-0.840014478207531
S370,-0.402195483610343,0.398975521194926,0.815257139059368
S371,0.0167436002755442,2.27247536528483,2.04640645502817
S372,1.77841373119053,1.02804186112706,1.77375935110971
S373,-0.589286264199778,-0.441338034510848,-0.84405249160565
S374,1.61802208892109,0.192812781784684,-0.134686506834417
S375,0.450175055765159,1.20698871445897,1.73985876006393
S376,-0.888522066088168,-0.924799193010473,0.293065432154356
S377,0.807195256357313,-0.11562595786698,0.502031750712919
S378,-1.85985600763488,0.903494686464881,-0.00379412056252035
S379,1.0708963368441,0.310868087251648,-0.319655392026557
S380,-1.21124837713829,-0.183049804775339,0.296072442754888
S381,1.0044336156331,-0.699126478074248,-0.607263952396633
S382,-0.783296576708298,0.944767286279459,-0.0857050549487229
S383,-0.368519309598687,0.305285335364777,-0.129782461359425
S384,-0.351146241439457,-0.383491532700669,-0.90272122905391
S385,-0.010047525008498,-0.169085947661812,-0.187274283252455
S386,1.47284194805545,1.05435615365301,0.76949790545274
S387,1.82809254131389,1.2523848297343,0.903212651430893
S388,-0.768558506043129,1.33700578221603,0.754303977930223
S389,-1.19944025735635,-2.27468760208348,-0.846003031438774
S390,0.769640502672247,1.20171880800969,-0.609495570501925
S391,0.808682367403393,-2.67449664990733,-1.06519420272469
S392,0.96406520335858,0.623175708012125,-0.890331972980302
S393,-0.160627877632393,0.221457080914109,0.618457082107284
S394,0.956338595172302,0.980727553960854,0.387037165446434
S395,0.592003076705768,0.862968285411259,0.115060336839896
S396,-1.33442422886674,-0.110574633858734,-0.503375796027797
S397,-1.6372131726186,0.838356263806025,-0.370074076093062
S398,-1.04340555871774,0.477916605412819,-0.283727254759211
S399,-1.28284099813247,-1.74698095319389,0.819227299120805
S400,-0.781908436294237,-1.36487696526861,-0.117598859907606
