"SampleID","mRNA_01","mRNA_02","mRNA_03","mRNA_04","mRNA_05","mRNA_06","mRNA_07","mRNA_08","mRNA_09","mRNA_10","mRNA_11","mRNA_12","mRNA_13","mRNA_14","mRNA_15","mRNA_16","mRNA_17","mRNA_18","mRNA_19","mRNA_20","mRNA_21","mRNA_22","mRNA_23","mRNA_24","mRNA_25","mRNA_26","mRNA_27","mRNA_28","mRNA_29","mRNA_30"
"S011",1.29415250447801,-0.186243019987601,-0.0816793309954697,0.80364876493444,-1.86581384861995,0.604603626725806,0.216211546257758,-0.334208656655074,-1.11462440217797,-1.50827665613024,0.229762637699325,2.38151529195951,-1.05200382914047,0.496596389373037,0.798377300228878,-0.794537816311907,0.0795757045088573,0.965975942390845,-0.17809570453932,0.57485810645101,0.131555027342539,-1.82111553207448,0.281061228694041,1.47202881872208,0.909354155230945,0.578006183928215,1.01804620900246,-0.378504196411471,0.174244530667259,0.198800479198
"S012",3.17873068375612,-0.179697093095663,0.133164637324062,2.99011610118539,0.245179063439689,-0.0191407691689314,0.18766381702644,-0.0649807438184409,0.905064265563895,1.53916992776747,1.51171079155376,1.54803111335561,0.50234223621863,0.399633954636834,1.4205172423418,5.76081446682092,1.74545623458575,2.80578581123106,1.609418541641,2.43767568047167,0.764444556679586,0.272687271115478,0.90429346532004,-1.03754711208436,1.46195822050016,-0.13083383528347,-0.319211879877217,-1.64280557175606,-1.81732318496419,0.760569649919817
"S013",0.92345230016201,2.47551988374173,1.2779536403352,2.61329305642692,2.22353430190807,-0.0797143473788086,1.2586221252136,0.0810815387134028,0.328096015484134,1.346018088596,0.555437989150677,1.55476199852898,1.09984502312187,-0.646912750685488,-0.498513774554918,-0.0437619680160743,0.0395194092454449,-0.0640410132096575,-2.53028018837158,-0.22189132842498,-0.917135166591924,-0.942807734498255,1.13865742762799,-0.571449343788699,-0.184626753951705,0.607857026905798,0.258135510658443,-2.35363430203608,0.500040679122927,0.113335188334946
"S014",0.839628385908252,0.755678737097673,0.487685198754804,0.035342010886392,0.273376064144465,0.115984464402805,0.523517780908964,-0.448214795538841,1.07808996004782,-0.842855777501525,0.914878801249372,0.058111230113913,1.88650483041417,-0.0837627647875345,0.655659918960705,0.261902859219355,1.20200486614619,0.0849407963316048,1.42426380042058,0.474944857002467,0.23739451514297,-1.70089310223139,-1.45233814369233,-0.0767891104349022,-0.190168268382486,0.217520387392552,1.1163642663612,-1.40018450981963,1.06354635357899,-0.562871825842673
"S015",-1.12637679221255,-0.40304190783155,-0.406247735805894,-1.99937795762217,1.13078479452828,0.744173364048388,1.11545427747996,-2.55380695026597,-0.060315553702501,-0.669874227807658,-0.553396624279516,-0.839778915527164,0.811253500689395,-0.133621200009519,-0.556071321628264,0.0643661507702362,0.379376583758972,-0.133904498874651,-0.206322036675938,-0.931227077681668,-0.0446890666120593,0.9190367632293,-0.626353321542115,-0.429972380474222,1.24329480266288,0.526191223166367,-0.77210829956962,-0.696793174595107,-0.565202660570903,-0.717980765062782
"S016",0.239592734391082,1.036064264052,-0.812680319862644,-0.431772228596604,0.838669374060099,-0.431290603527693,-0.95750224217047,-0.312932535119014,-0.243518761963125,-0.908487448146122,0.298376089510017,0.571123448655483,1.41824380879396,1.11960385547419,-1.83123997234847,-0.629308873190901,-2.27251932225218,-0.70245986845253,-1.3477432348011,1.68988008983172,-1.11855030356248,0.601705715750341,-1.93207557597691,0.178345151589542,0.18558749818315,0.461979537951275,0.11259430625395,-0.973673476625389,0.944092998938886,1.07634568722594
"S017",-1.01089031097485,-1.71932990066827,-1.51152519906409,0.582486971294641,-0.654615277878206,-0.499528951911234,-0.124405579855432,0.0413831520402976,2.24142256068828,-0.136540641797694,1.10637953965214,0.0660477825630555,0.439169901702954,0.239220972582604,0.211204190570623,1.15278482417647,0.92107933027516,-1.95722288504962,1.18386879454298,-0.932777313849903,0.576705022824006,-0.400022724222342,-0.239061590311605,0.834921341167059,2.27102227928726,1.50399120650089,0.531562239371635,0.321376423697846,0.973098936350998,0.729188701930514
"S018",-3.36263793775774,-0.251532219272683,-0.542766197366868,0.0442179697937539,0.953960978479396,-0.865162076755711,0.191737829049968,-1.73772806133762,-2.03599297085583,-0.501037963291251,-1.32914958483242,3.58465949292999,-1.2775016086011,0.290602215857855,-1.66531449997963,-2.55824311867855,-0.357570872562671,-2.63882833824661,-0.733503533601115,0.200356970446368,-2.30174221004384,1.43747168052874,-0.500271500433461,1.0466507568352,-0.0515549198891902,0.353009602570219,-0.422902650617128,-0.819010373585505,-0.0171660701106577,0.472008520170886
"S019",-1.59363226448129,0.931732722772714,-0.389879571015123,-1.29153366351819,0.352951465489323,-0.957757283271874,0.272217250603347,0.54993965969838,0.390914465082838,0.1126384468164,1.00169412888602,-1.93189555365127,-0.861373205211443,2.34360141841864,0.74556677028303,-1.22522395565511,0.557783210169073,0.420404011138077,0.729461636147798,-0.266929398053861,1.54401138418949,-0.312205370263461,0.987471730369109,0.762496037757118,-1.61554882919585,-0.398902404734734,0.148623992007772,0.472704589780157,-0.359927350868906,0.888964554031627
"S020",1.6050172134417,1.18046944997605,1.33077764394818,-0.415450241155126,0.206599292649613,0.326799971338638,-0.693814463673255,-0.597273692593322,0.384813342899653,-1.87521756309427,-1.40930387375741,-0.202832504245977,1.88698587497109,0.4162981123864,-0.476342192135312,0.709720271475581,1.35325925305435,-1.06641038627538,0.270475809040589,-1.19926547590924,1.19632123896946,-1.68538439471542,0.415421227242454,-1.50551867529972,1.05795583994723,1.02355959954025,0.399286308762999,1.1954171235144,-0.190184285527522,-1.13356486953053
"S021",1.08033385789237,1.15719431302458,0.902377035752134,1.37791597667786,1.00111323431025,1.54737222568518,1.47917192085213,1.44774180603655,0.438695599541397,0.158546714458315,-0.498781024681268,1.48371520427311,0.704087313182904,0.362481077869282,0.524977735146432,0.986194929240314,1.41374898365871,0.262897451920828,1.76525500496139,0.300115248139447,-0.201676879864589,0.910952091072493,-0.29611631915228,-0.590709411561947,0.361894756181958,-0.800870910576536,1.18545205531744,-0.445658345235482,-1.87755309426937,-1.09760333280958
"S022",-0.87440469651349,1.74352280592712,1.09603254914718,-0.551229749778258,0.747451991640276,-0.968859568864431,-0.611767021642771,0.264868114264259,0.55814090204657,0.0155626712640043,2.62275685248845,-2.09851640016451,-0.66772052533203,0.531682625476121,-0.468682883228448,0.16678832246144,0.328349952562537,0.470566166491439,0.140058082701296,2.10951558156132,-0.432271579852631,-0.675000828576545,1.36222173924555,-0.353384418087923,-0.265876705750517,-0.297780153902299,0.919095331882198,-1.35312998679368,0.560349532587586,0.155016187191699
"S023",-0.653216197076648,-2.22635470265372,-0.430292509742053,0.213230805177843,-0.626574836723139,-0.188440426259463,-1.61430997435935,-0.788782807782472,-0.276406382977446,-1.60060346126013,0.510665566028528,-0.25964866605676,-0.705714342057153,1.54804223833981,1.08327418324651,1.30986655307343,1.0494473529367,1.16893513976053,0.403924677052992,0.913531652463702,0.346948643890299,0.137311566647961,-0.144296461718731,0.69327791161614,-1.25578140173536,-2.40109468243829,-0.394769701294296,-1.18503067452279,0.33538474743254,0.54070797485713
"S024",1.63397181894122,2.108756041082,0.419056450882181,-2.04203835541786,0.395223685936714,-1.03000116145592,0.402490110590671,0.167732220671529,1.16628807898223,0.275973089169957,-0.0908431942191986,0.334067935887184,-0.920718579914376,0.961488300605771,1.51817320132552,1.49507346019974,2.37445846087705,2.20549499499698,2.07175075740548,-0.545760540093103,-0.485377933779251,-0.923241797486208,1.31572787554448,-1.56587278497252,0.87648416717228,0.193998228900719,0.609240909110271,0.760606964346921,-0.153022777564646,1.15080723331547
"S025",3.25297455593968,2.22255907319329,3.16716313711758,1.50107085871517,-0.892167954045577,0.908086441860496,0.664555447289484,0.25758310820126,-2.45427723493739,0.0549526398709077,0.978765679210879,-0.21963759163322,0.148473291996029,0.338436178606463,1.61643206884061,2.54015620189691,3.78745101586345,2.69541451135573,2.50794842996631,1.4700883680168,-0.195306080234756,-1.30445974873968,0.666610766445118,-0.677897326851043,0.592634666890485,0.63054874598584,1.552754323222,-1.55734809274195,-2.71848745728651,1.47704988933306
"S026",-0.299547185309684,-0.0198540425892317,-0.694406010813428,-0.26030017283054,0.630818410091773,-0.317381864708129,0.944127070994937,0.912047367450309,-0.805566259454567,-0.230573354697258,-0.243808656888315,-0.931771803289107,-0.250017361132774,-0.610953004269112,-1.24357937490391,0.784122990094266,-1.37679365106309,-0.350040995316896,-1.77627645735521,-1.64637210383946,0.229797411715838,0.441432625274536,0.661363775992788,0.665215998411031,0.271525680875784,-1.72234774234449,-0.628994863204225,1.60220703903869,0.292217786590762,0.182187910542094
"S027",-0.595843792451833,-1.78758153982207,0.806896042545082,-0.829738495296979,-0.432705183284567,0.179003966540422,-0.946260797708288,-0.156872382554867,-0.119144550620025,-0.0132162906038914,0.621808959213633,-0.122240218296576,-0.941768954111299,0.357052050410198,-0.186636079432452,-1.85813639905451,-1.20386334040651,-0.556186220590265,-1.20248179786598,-1.94116072134402,-0.0946537580368488,-0.898687030626516,0.906720372580947,0.95524504180699,1.55327347117647,2.53904641213465,1.41924953870264,0.279216025367745,0.565322207888516,-1.10108235737537
"S028",-2.7222885938217,-0.31611680858494,-0.927552321073679,-1.24277296107897,0.452138644218517,0.348028187729177,-0.248288449238896,-2.03337570844709,0.163216234138794,0.384949196022327,-0.344595219846322,1.33852842346176,1.21419901863892,0.141508679877188,2.65062262988597,1.12392266217112,1.58623952012019,1.94929365567236,1.1380331521606,2.94277158877077,1.71019954048516,-0.541572099750972,-0.620599459294388,0.291004470673687,-1.06380687634054,-0.93202765273661,-1.37066534309718,0.958156714510435,-0.874218964168323,-1.20252726325904
"S029",1.32748236944374,1.35057887842723,0.0321792093057445,1.18217981932031,0.367999045196345,-1.05427902127444,-1.32843646853908,-1.29966582307858,0.406479507762917,0.346723717001246,-2.35522454584149,-1.34833119004437,0.018566433000226,-1.83629134377865,0.548832609626238,0.4606363231139,1.17320063680353,-0.735967170347271,-1.6113779788119,2.55016447078435,-0.335749000921179,0.72408190306176,-1.41157628682664,1.68452398458178,0.206822497346744,-1.2920278081392,-0.897031020178635,-0.737894964320054,1.0090338680072,-0.966708676495849
"S030",0.469259740504517,1.10289899004325,1.04049096744812,1.50558119440363,-0.270387489661909,-0.104744288110701,0.844763742098917,-0.857250659929035,0.639339995644309,-0.431612760578627,0.472387633353643,1.41483572450998,0.757831699457548,-1.54103104639384,-0.136062846939646,-0.210350114271225,0.117369347061119,1.76328370950632,-0.631331173823553,-1.9176649780412,-0.875324824335344,-2.56237882677918,0.810244286891991,-2.41416486207894,-0.248933255655566,-0.329125469198937,0.137112823194629,-0.641051896129936,0.577055109325141,1.39449126043296
"S031",0.314012726314914,0.0100184959361188,0.605334290086161,-0.367041107962266,0.465512617712979,-0.228342617094529,0.347696732438648,0.426265294536191,-1.50851763737235,1.1501780393287,-0.511480194786914,0.914048945514682,-0.380062699996006,-1.79438286441787,-1.11826540491271,-1.52416622224507,1.62078127309827,-0.12952205837255,1.25695029945699,1.48526651570273,-1.13255449171348,-0.93721767452518,-1.30099800324336,0.229897633620541,0.515388673918764,0.299302194344734,-1.70437576028005,0.446461847481247,-1.18799741203433,0.404360270712859
"S032",1.09509283102198,-0.193853476556642,-0.0352632406014421,-1.5346949365474,0.574356225626969,0.675355562427539,0.913762586431107,-0.284836263084754,0.00767060439702689,-0.0365321928878792,-0.573602199756116,-1.23668791849331,0.174948713347219,1.41451490845874,2.25864275309711,2.67704676503518,2.44066813608907,3.83652686410363,1.62108719100254,1.07279833810218,-0.56602063273169,1.52956064823639,-0.903611801788592,-0.0680445791345913,0.442785820060402,-0.440187586812284,0.320308058794637,-0.189212251041565,-0.958594137083384,1.49031586219406
"S033",1.61655535482382,0.950258565484138,-0.19063040233956,-0.857777465468083,-0.230699990157411,-1.23324469350631,0.608274553380681,-0.614368541969862,0.524168022000385,-0.135801421736564,0.00379720372860315,-1.50076035467463,1.03352330902476,0.618337891760976,-1.78590626693224,-1.65749730662256,-0.656071958488809,0.571313912374751,0.0735874686919162,0.726695837599152,-0.974384403128723,-0.00538613808929788,-0.218743464648836,-1.00173505397238,-0.117116618623996,0.496934162455209,-2.13104361809747,0.588090755966724,-0.220745542875477,-0.680715286073036
"S034",-1.50694834460955,-0.603367629482826,-0.745257862454447,-2.36767974317474,1.17224250830245,-1.19996154442278,-0.607547987804487,-0.844890832157483,1.32633587157079,0.944618045644523,1.34255092952781,0.0345386838965327,0.675723995432471,-2.35045538719928,0.561359540134099,-0.740218807678544,-0.970826425413365,2.52062012076826,1.24092602752968,0.705921344809579,0.945082340846264,-1.68318369036016,0.564587997180924,-0.560015463091365,-1.49784147274197,-0.89057085460159,-0.742451433401934,-0.188046258983758,-0.990504323908094,-0.0522803800696862
"S035",1.93625802275763,1.15204352611708,2.41989974463846,2.19316634635159,1.39270270673312,0.765866576616108,0.179658070871844,0.153694957218872,-0.113567734432564,0.992041361670064,0.295461511559413,0.286299645402692,0.94128124291257,0.467031586094115,0.0122345987504697,2.40018139373707,-1.03158369970087,1.40469422748962,0.560106980783974,0.389828250423841,0.247741105300021,-0.0494187800249314,0.609256391771582,0.240568027183605,0.0472006059695206,0.731639832631132,-0.951941765720054,-0.183047444540422,-1.04605522165573,0.636823632832134
"S036",-3.0155020265076,-2.63473000232741,-1.37195168210643,-1.54210832930554,-0.661991255709585,-0.588097861282977,-1.90840941941738,-0.851432275778188,1.59914947839686,-0.700669754968901,0.841786943605435,1.18620809384561,-1.82663007251395,0.0638319381435125,-0.23752187978221,1.02834196956656,1.87920535757179,-0.551863174319115,-0.606641221434971,0.578034919709821,-0.104674620432457,0.0454931089477718,-1.83602086878766,1.21394151451887,1.4802578676094,0.126996462004796,0.9339879197246,1.76037108613501,1.35964791465518,0.35688325862053
"S037",-0.395971894818558,1.08923593200097,-0.998539439998803,0.658163720978946,-0.777369206725014,-0.660295829975576,0.502946257689095,-0.397921072942885,-0.281528098928179,-0.991058671834594,0.62906429822047,-0.037549371842548,0.177204381296563,-0.256260441820274,0.169034345267958,0.600958649103262,1.35308156530765,1.03937672600378,0.646998302494948,3.55959709931699,0.0277616799037131,-0.775870282801966,0.244146609668066,0.252358485164026,-1.96455496249316,1.88904233606744,-1.09948288223523,0.491819019266072,-1.15592399628206,-1.17561605038368
"S038",-0.341750295560964,1.06335392088959,-0.797518605759808,-1.04977022234026,0.51353857890878,0.113013522197344,0.968899153478499,-0.939977226280953,-0.0498981389105064,-0.705618052658819,0.101598399463067,0.420371593973559,-0.191807861947269,-0.74452203825337,-0.00479691375471858,1.82623459763843,0.717784179276841,-1.2011142017583,-0.119808763129942,1.57162884832944,-0.907276482340544,-0.685338106241904,-1.7713618338249,0.652414104692385,-0.538555626716068,0.379767693804555,1.29711010122401,-2.32690137102039,0.26084315779637,-1.48605282360582
"S039",-2.02068758134968,-0.44278652420446,-0.374875256480983,-0.142067938099358,-0.913312238041272,-0.320398799686039,-0.875737125773327,-1.38825374141942,0.160214127321124,-1.17577589332822,0.671120874661013,1.28924648234277,-0.650198710009829,-1.26902527654423,0.473554569975595,-1.57558362891332,-0.351392518741197,-0.00817189395742601,0.518323544880553,-1.24248428449423,2.3509337520258,-0.0390248343539803,2.25061026945178,-0.928892644960027,0.502786592851959,-0.0448161139871802,-0.811869011460114,0.717234053379376,-1.55823647505566,-2.44537238317247
"S040",0.134085620982101,-1.4966251479164,-0.429145111284613,0.66041498726334,-0.449423805250301,1.86638149693879,-2.13602453869801,0.955184588863398,-0.502380562405328,-1.78119695174032,-0.138316374561719,1.17068918509962,-0.560696341260001,0.862628007930791,2.58806305727292,1.79154632973854,2.20921921588759,0.809115806383007,0.853991588667846,1.51828254891883,0.808769724481045,0.839742870342485,-0.943008853792748,-0.444693950906624,-1.09331277445394,0.136043976842453,-0.338192213747675,-0.68233877507983,-0.00714045431300919,0.65019931683817
"S041",0.291395582317068,0.290355562704448,0.0639699170751897,-0.092929141303104,0.802932699103618,0.259531455767799,-1.52282758158501,-1.31749547003238,0.715938048776189,0.310607521838391,-1.24931225315241,0.826093654084712,1.67576579329994,-0.576934671897015,-1.59553167916844,2.26982616205,1.52657691434462,0.835334815708335,0.43092018996055,-0.200992699212364,0.784140418846701,-0.841408017043754,1.6868894561962,-0.0393421854237676,-1.02602611043194,0.550276535752571,-0.829080141784422,0.038614423126172,0.567722227536647,0.597458845595852
"S042",-1.03406669392521,-1.01809737334944,-0.00251132438026624,-0.788145381579199,-0.573476850981104,0.16156007091807,-1.11311820788607,0.0730291461596218,-1.34578730316321,-0.145110360949431,0.347635244215357,0.323917065090484,0.430534600439241,-0.13226734829003,-1.20615067993928,1.7791745287131,0.474541907410951,0.524910641150153,-0.00226718137745219,0.878351594596601,0.170236490795333,0.716228276161418,-0.338811926433357,0.143080057160209,-1.01203614366599,-0.808080397534084,1.0766521816494,1.35344327237485,1.11104418692594,-0.00591553466537692
"S043",0.447564726018143,-0.0579868063169194,-0.745215548253781,-0.382659981787741,-1.92812516784833,0.931074909335354,1.2409838955359,-0.56818584856837,-0.0056435653021491,0.642549753692457,-2.27781365917161,0.380950411454549,-0.144606620357246,0.586828100587993,-0.8311379327551,1.84437329805267,1.33259286477136,-0.0439238154894408,0.66281396402761,1.55026706020007,0.159197651530768,-1.86746565295771,0.620713591522164,0.529199978876831,-0.782634176957744,-1.00699603251889,-1.3278948055111,1.69138981336243,-1.11934473018331,2.03488045755017
"S044",-0.892443314861,-1.45974095326898,-1.27961827109727,1.04517131914188,0.664390833822148,-0.0599467492596211,0.00348193506299025,-1.05845066878383,-0.540542549739533,-0.00165936230130426,-0.986209181193632,1.20261958279329,0.939025712144101,0.535000276997602,-0.20103542501638,0.787926587426192,1.42256453336279,0.651847679106476,1.20661415026407,1.53432066413978,0.678018100413371,1.99085671970778,-0.802721086857398,-0.185558488318001,0.359562812057244,0.858202267276623,0.739907498461063,-1.97724922370716,-0.745335689322328,0.276288979880555
"S045",-3.49556795079021,-3.08645735075128,-1.52018091149242,-2.74218380717062,-1.60254022379425,0.0487397000774502,-1.23779458599307,0.259313538417069,-0.547073740849682,0.409162962077351,-0.0595413435522069,1.10220575073214,-0.545496749523291,-0.393409936967253,2.34203095597549,-0.283805361556153,-0.365724769306372,1.03962116364645,1.60856655549533,-0.333525237914892,0.434371999584651,0.771086495860009,0.116593883188853,0.766675058621243,1.99862021891536,0.0844163440587337,0.976673150622898,-1.52539749092167,0.89568526902501,-0.496466209356325
"S046",0.706201040583426,1.35915786837461,0.5488399834343,0.949509473009409,-1.35460025745385,-1.07287540073396,0.555699118898025,0.373134504519161,1.15144538704443,-0.496058147310148,-0.160759490474124,-0.0615149399791465,0.138850363215646,-0.540609417209361,0.857024144245683,1.0954155946284,0.799980049862321,1.152395360029,-0.581873348508947,-0.203598083675349,0.780554430230763,-0.622598108012433,0.608067392089781,0.264323015982099,0.55393480042535,-1.48179176140082,-0.37681524864787,0.437746900882553,0.590244427344547,1.17021622041948
"S047",-0.579896251728579,0.635271829173806,1.38884399387283,1.13009652999564,-3.0179326794179,-2.29297143048067,-2.1831493493599,1.26466676928415,1.05221968194591,-0.960107958901165,-0.420361520340292,0.364589913995779,1.44686231335255,0.259450915234582,-2.07134034128491,-2.03345044406888,-1.79728617496611,-1.90342621884224,-0.984785241341851,-2.54324611988745,-0.444567758454349,-0.103594550359097,1.52794183545539,-1.3558222763288,-0.808303348930514,-0.9651266161995,-1.30089125498605,-0.643125319354182,-0.288462279506972,1.00415049965311
"S048",0.885822963640433,0.0282092386384779,-2.24075915755908,-1.74759620160184,0.831237822230063,-1.20720685006434,-0.247024457097248,0.325224996068265,1.59802652870266,0.778132224570433,0.988591016328615,1.69255229998577,-0.332628086150536,-1.17827876100886,1.58440353971281,-0.0795519625807707,0.568178757720466,0.84828301594294,-0.0280957463619026,1.0457478958097,1.2715164118455,-1.2325383205798,-0.627075993917891,0.359071548321692,-0.557018477813349,0.103600145420958,0.725204344924953,-0.4760779533788,0.048163466406871,-0.706639694712762
"S049",0.687730256684451,2.93440490545175,1.20649554819267,1.24043530911681,0.251097088847344,0.114109429797191,1.11285692758645,-0.138467319508306,-0.263796793108459,0.761120616327841,-1.06961379110863,1.47136701247198,-0.799156272263214,0.306138478548671,1.6308061350489,-1.6555375300474,-1.55128488713617,-0.398216353384613,-0.41078989076072,-0.940771761305539,-1.47339222749877,-0.932907862773239,-1.56426674597898,-1.70825283944633,-1.08560353078744,1.1773236654154,-0.970320176942339,1.22940126860004,-0.488926055790903,0.0685642509355788
"S050",-0.609387588330131,-1.13621404312995,0.0883264222103308,-1.27625715786275,0.462293465941329,-1.03329707910538,-0.341673237009086,2.6024688972798,0.0324007875469165,-1.73371218388323,-2.61364346701511,-0.977247661344119,-0.548292745132407,0.173481229120353,0.843570243730343,1.50805813464332,1.35453546956399,0.395256219652247,-0.139192165164442,-0.0163494481557068,1.82601047314349,0.29751851452647,-1.22558199882339,-0.635928277355224,-0.71979401765733,0.192566454895148,-0.887412359318331,-0.461557933995871,0.712986584937058,0.887426250052947
"S051",0.22418957793783,-2.09866492499763,0.626438113417253,0.931405032047644,0.844792223223237,0.688807752342063,1.30543834214107,-0.650284428487915,-1.55158330768591,0.877294651826757,0.780451897662153,1.44820167458194,-1.05079620451942,0.25057806717021,1.21183212559806,0.19435640815775,-0.95358452727857,-0.805520305234454,0.442200626956367,-1.196291209941,-0.0821605442182188,-2.06452596044887,0.125967165114114,0.290433348159067,-0.692566843267432,-0.00723908878469659,-0.686216777211003,-1.1671305153144,0.348591154474638,0.951080448511403
"S052",0.406175349157862,1.52379148747181,0.357461464274026,2.10478915775785,-0.0419715243215621,0.725083017674864,1.79532387144079,-1.00318322831336,-0.388179430024523,-1.77337143893369,0.0451050735540702,-0.0858556605918652,0.252662491033329,-0.277924049161014,-2.5499747807766,0.0771411020694053,-1.50173649658418,-0.830336916182366,-0.00515743363951549,-0.335283034154827,0.207066157170724,0.67724922249105,0.259330821064604,-1.30379423270979,1.4135047045491,-0.462310513259255,-0.934156876357404,-0.300352441454183,-0.0935614532345968,-0.132976015348185
