"spot","x","y"
"spot0084",0.645631878403947,0.955186023144051
"spot0085",0.775823362637311,0.331920213066041
"spot0086",0.563646841561422,0.824162796372548
"spot0087",0.233703398611397,0.13266538339667
"spot0088",0.0899805163498968,0.124696853803471
"spot0089",0.0856120649259537,0.728109711781144
"spot0090",0.305218369467184,0.54842082853429
"spot0091",0.667426514672115,0.608517412794754
"spot0092",0.000238896580412984,0.12294670054689
"spot0093",0.208569956943393,0.876434698933735
"spot0094",0.933034127345309,0.842348815640435
"spot0095",0.925644748611376,0.0462378135416657
"spot0096",0.734094301005825,0.707018328597769
"spot0097",0.333071983419359,0.534791055135429
"spot0098",0.515063329832628,0.945457234047353
"spot0099",0.743974646320567,0.912029979052022
"spot0100",0.619159240042791,0.455978516489267
"spot0101",0.62624534452334,0.765520478598773
"spot0102",0.217157698236406,0.50504457950592
"spot0103",0.216567310970277,0.202548482920974
"spot0104",0.388945028651506,0.717138722306117
"spot0105",0.942455691983923,0.768076964421198
"spot0106",0.962608013767749,0.706377045251429
"spot0107",0.73985527921468,0.19162413617596
"spot0108",0.73324590572156,0.297899801051244
"spot0109",0.535761289997026,0.325131266377866
"spot0110",0.00227296608500183,0.571876234840602
"spot0111",0.608937452547252,0.882491525495425
"spot0112",0.836801559431478,0.877103376435116
"spot0113",0.751522562699392,0.385852537117898
"spot0114",0.452731572557241,0.737772154854611
"spot0115",0.535789993824437,0.79631936410442
"spot0116",0.53737669531256,0.724161460762843
"spot0117",0.00138084357604384,0.38543858891353
"spot0118",0.355665953829885,0.298152282601222
"spot0119",0.612133090151474,0.05747115239501
"spot0120",0.828942130552605,0.673692964250222
"spot0121",0.356721999356523,0.197991926921532
"spot0122",0.410635125823319,0.625107899075374
"spot0123",0.573475898941979,0.138182840542868
"spot0124",0.589678303571418,0.373078520642594
"spot0125",0.719657292356715,0.314089832827449
"spot0126",0.394973045215011,0.815184899838641
"spot0127",0.919203929137439,0.368318096967414
"spot0128",0.962570293573663,0.439644126221538
"spot0129",0.233523525530472,0.439058027463034
"spot0130",0.724497599992901,0.601828285725787
"spot0131",0.903634525137022,0.403906936291605
"spot0132",0.603474084753543,0.958318280987442
"spot0133",0.631507298909128,0.970767963677645
"spot0134",0.937385849654675,0.914528023218736
"spot0135",0.850482750684023,0.0828737083356827
"spot0136",0.579820899059996,0.476859610993415
"spot0137",0.821403923910111,0.339135265909135
"spot0138",0.113718609092757,0.673435813980177
"spot0139",0.764507758663967,0.636485945200548
"spot0140",0.623613457195461,0.859278114512563
"spot0141",0.148446606704965,0.948284424841404
"spot0142",0.0802644665818661,0.573967065894976
"spot0143",0.464069551322609,0.535269055515528
"spot0144",0.779368161456659,0.941694442881271
"spot0145",0.73352795955725,0.892355152172968
"spot0146",0.817230444401503,0.410306338686496
"spot0147",0.170162481255829,0.0500307474285364
"spot0148",0.94472032552585,0.778269294649363
"spot0149",0.293623841367662,0.925961389672011
"spot0150",0.149072052445263,0.377477207919583
"spot0151",0.719378591282293,0.24492099462077
"spot0152",0.324085952481255,0.0876359085086733
"spot0153",0.778809498529881,0.391108496813104
"spot0154",0.394441001815721,0.182561425259337
"spot0155",0.67859286791645,0.133624784648418
"spot0156",0.775825042743236,0.257462913403288
"spot0157",0.187869044020772,0.55324704782106
"spot0158",0.0290858189109713,0.148069276474416
"spot0159",0.135713797062635,0.962896824115887
"spot0160",0.680164178134874,0.944522878853604
"spot0161",0.9348229537718,0.992285794112831
"spot0162",0.550494084367529,0.706210570642725
"spot0163",0.601766235427931,0.140778355766088
"spot0164",0.19699448812753,0.00898262416012585
"spot0165",0.535236610565335,0.686495538568124
"spot0166",0.179555739276111,0.681218191748485
"spot0167",0.451886494411156,0.917510882485658
"spot0168",0.317053351784125,0.408421214204282
"spot0169",0.116174670401961,0.422439390094951
"spot0170",0.186102156760171,0.537320081843063
"spot0171",0.729730096645653,0.413646463071927
"spot0172",0.41187207121402,0.0976446585264057
"spot0173",0.414049681741744,0.380267640342936
"spot0174",0.480310129001737,0.198000577511266
"spot0175",0.427494465606287,0.725024226354435
"spot0176",0.136490360135213,0.0110090409871191
"spot0177",0.824679406359792,0.918857760028914
"spot0178",0.592304242542014,0.900228734128177
"spot0179",0.794396977638826,0.754153864458203
"spot0180",0.769032425712794,0.951921815052629
"spot0181",0.918056417256594,0.62558709224686
"spot0182",0.862629777053371,0.655950521118939
"spot0183",0.316975237801671,0.381375617580488
"spot0184",0.259260575985536,0.0656056352891028
"spot0185",0.74226645193994,0.690880850423127
"spot0186",0.74736111680977,0.127483867341653
"spot0187",0.917904034024104,0.291318518575281
"spot0188",0.793191209202632,0.632220890838653
"spot0189",0.133329618256539,0.390023997751996
"spot0190",0.287749752169475,0.0704256598837674
"spot0191",0.194676143815741,0.863572930917144
"spot0192",0.784109382657334,0.385190207045525
"spot0193",0.128872161731124,0.670760133769363
"spot0194",0.129089283524081,0.0211963022593409
"spot0195",0.0722531112842262,0.595228760736063
"spot0196",0.0531294834800065,0.276241161162034
"spot0197",0.531874436419457,0.399126905016601
"spot0198",0.112308241659775,0.145815429510549
"spot0199",0.74318771972321,0.824081728467718
"spot0200",0.731315477285534,0.140409882646054
"spot0201",0.885117687052116,0.909047515131533
"spot0202",0.517111055552959,0.899924811441451
"spot0203",0.851930984994397,0.192349253920838
"spot0204",0.442796268267557,0.53229026379995
"spot0205",0.157880100421607,0.522124740527943
"spot0206",0.442324638832361,0.16033573099412
"spot0207",0.967733667232096,0.519567017676309
"spot0208",0.484587929444388,0.224503509234637
"spot0209",0.252458439441398,0.281511990353465
"spot0210",0.259689980186522,0.503687579883263
"spot0211",0.542015940882266,0.158960648812354
"spot0212",0.649875837611035,0.920630739303306
"spot0213",0.336419132305309,0.499029459664598
"spot0214",0.0609497462864965,0.615344077115878
"spot0215",0.451310850214213,0.743930876953527
"spot0216",0.838755033444613,0.61681821080856
"spot0217",0.574637334328145,0.930141045944765
"spot0218",0.353350377408788,0.0803784660529345
"spot0219",0.547426078235731,0.0281211910769343
"spot0220",0.892718593822792,0.541528468718752
"spot0221",0.489990570582449,0.241202568868175
"spot0222",0.171632113168016,0.64483752194792
"spot0223",0.543030994012952,0.377736799186096
"spot0224",0.961467695888132,0.0468536866828799
"spot0225",0.313683822052553,0.0481404992751777
"spot0226",0.820514548104256,0.962842692388222
"spot0227",0.307054400444031,0.226466750493273
"spot0228",0.185453581158072,0.0113935696426779
"spot0229",0.0483467767480761,0.218475638190284
"spot0230",0.24567414727062,0.0559375686571002
"spot0231",0.351106922142208,0.234972146805376
"spot0232",0.159022381762043,0.402696270029992
"spot0233",0.304097996791825,0.0143044360447675
"spot0234",0.0175483247730881,0.361763168359175
"spot0235",0.996552679222077,0.584499739808962
"spot0236",0.804393312660977,0.605793738272041
"spot0237",0.086580601753667,0.263718613190576
"spot0238",0.869933269685134,0.67514867708087
"spot0239",0.554585863370448,0.935806215973571
"spot0240",0.421378421830013,0.00359140639193356
"spot0241",0.0676368190906942,0.786971174879
"spot0242",0.56143795652315,0.806933146901429
"spot0243",0.0707218942698091,0.0730383845511824
"spot0244",0.211391938850284,0.56699930364266
"spot0245",0.54962041345425,0.539190846029669
"spot0246",0.481981448363513,0.137675155187026
"spot0247",0.159469854552299,0.276332648936659
"spot0248",0.149578995071352,0.351843506796286
"spot0249",0.499272880377248,0.812805236317217
"spot0250",0.940564878052101,0.171541348099709
"spot0251",0.334231326589361,0.521162092685699
"spot0252",0.188434329582378,0.764622842427343
"spot0253",0.269716178299859,0.288755647372454
"spot0254",0.530744078103453,0.436778316041455
"spot0255",0.021450228523463,0.66945075779222
"spot0256",0.7987603074871,0.0369237822014838
"spot0257",0.11033510020934,0.560646349098533
"spot0258",0.53979828581214,0.932383237173781
"spot0259",0.571233897469938,0.434622491942719
"spot0260",0.618951546959579,0.936232616892084
"spot0261",0.714853693498299,0.978302628034726
"spot0262",0.123300578678027,0.676762288669124
"spot0263",0.311049618758261,0.298268895363435
"spot0264",0.945739162620157,0.208253394579515
"spot0265",0.500025092391297,0.318896428914741
"spot0266",0.135230499086902,0.854374968446791
"spot0267",0.869257820537314,0.0610599068459123
"spot0268",0.205049612093717,0.18204610561952
"spot0269",0.92504589096643,0.483836601022631
"spot0270",0.886753598228097,0.338283574208617
"spot0271",0.136295825242996,0.813362698070705
"spot0272",0.785349442157894,0.870432480005547
"spot0273",0.453303414164111,0.019161278847605
"spot0274",0.135742419399321,0.824748182203621
"spot0275",0.885221036849543,0.401268495246768
"spot0276",0.336713540134951,0.672058288240805
"spot0277",0.319274115143344,0.118672215612605
"spot0278",0.403782814741135,0.476424339460209
"spot0279",0.479077307041734,0.925339963752776
"spot0280",0.367901820223778,0.574839341687039
"spot0281",0.465690567623824,0.912751579657197
"spot0282",0.0498921528924257,0.755301924189553
"spot0283",0.187356711598113,0.630999924149364
"spot0284",0.982659413712099,0.794420650461689
"spot0285",0.328274069586769,0.923546462319791
"spot0286",0.170996390515938,0.164468809729442
"spot0287",0.488254894502461,0.192883944371715
"spot0288",0.0186874116770923,0.097642665496096
"spot0289",0.339485083706677,0.829109395388514
"spot0290",0.0296633755788207,0.805863957852125
"spot0291",0.867228663060814,0.279269986320287
"spot0292",0.731707599712536,0.449029579060152
"spot0293",0.315260796807706,0.625878707272932
"spot0294",0.386454011779279,0.370921416208148
"spot0295",0.332445990527049,0.38231894839555
"spot0296",0.0897779711522162,0.91448087641038
"spot0297",0.757055602502078,0.390297754667699
"spot0298",0.6029684972018,0.0702937594614923
"spot0299",0.145399972563609,0.707506610779092
"spot0300",0.0325174834579229,0.69299681391567
"spot0301",0.483768141595647,0.0961472901981324
"spot0302",0.444569527870044,0.0369032295420766
"spot0303",0.060385589953512,0.400940120918676
"spot0304",0.327506022062153,0.0115372252184898
"spot0305",0.878429047297686,0.567891015904024
"spot0306",0.930604886263609,0.944949925877154
"spot0307",0.392178456997499,0.343302177265286
"spot0308",0.158846774837002,0.244498279877007
"spot0309",0.319947601063177,0.5416769774165
"spot0310",0.30696562025696,0.117704377975315
"spot0311",0.107811254449189,0.374908455181867
"spot0312",0.979334303410724,0.327511116862297
"spot0313",0.496903428109363,0.947205751203001
"spot0314",0.0930746719241142,0.91057491232641
"spot0315",0.211773658171296,0.762444715481251
"spot0316",0.930500746238977,0.758074916200712
"spot0317",0.296846406767145,0.998490834375843
"spot0318",0.653218248859048,0.580401404760778
"spot0319",0.901070477906615,0.213284181430936
"spot0320",0.990795793244615,0.133551898412406
"spot0321",0.430333221331239,0.792282316135243
"spot0322",0.393776922253892,0.981905837310478
"spot0323",0.141908895457163,0.982048792531714
"spot0324",0.279806696344167,0.125443475088105
"spot0325",0.56482222257182,0.618285143980756
"spot0326",0.935139505425468,0.858186804223806
"spot0327",0.358400145079941,0.139387535862625
"spot0328",0.842007180908695,0.366580521455035
"spot0329",0.722409214358777,0.157130227191374
"spot0330",0.750735989306122,0.447839834261686
"spot0331",0.92398845218122,0.485874579288065
"spot0332",0.00237810681574047,0.950203040381894
"spot0333",0.160429914947599,0.904753880109638
"spot0334",0.399272951297462,0.940164701780304
"spot0335",0.675319577334449,0.773493236629292
"spot0336",0.480372016318142,0.0922109857201576
"spot0337",0.533828780753538,0.0162434296216816
"spot0338",0.316950157284737,0.333509586984292
"spot0339",0.814757590182126,0.241853092331439
"spot0340",0.292219521244988,0.792070718249306
"spot0341",0.409132091328502,0.496387037681416
"spot0342",0.0909183076582849,0.513879090314731
"spot0343",0.798596638021991,0.0724018786568195
"spot0344",0.359785249689594,0.345139099750668
"spot0345",0.0404875767417252,0.756324941292405
"spot0346",0.0410863398574293,0.385119045618922
"spot0347",0.954434238374233,0.00692103989422321
"spot0348",0.373341244878247,0.718439230229706
"spot0349",0.806419667555019,0.556969332275912
"spot0350",0.91005900898017,0.0700826265383512
"spot0351",0.440076212864369,0.347816531080753
"spot0352",0.57633650302887,0.413005554582924
"spot0353",0.0736677951645106,0.311655198922381
"spot0354",0.164627394406125,0.737567968200892
"spot0355",0.73989077587612,0.388340283883736
"spot0356",0.475711012724787,0.619424278149381
"spot0357",0.68552095326595,0.623541267821565
"spot0358",0.951514942804351,0.802412331104279
"spot0359",0.497464487561956,0.654067937284708
"spot0360",0.470500626601279,0.679453118005767
"spot0361",0.56019195006229,0.410754823358729
"spot0362",0.652510120533407,0.663253142498434
"spot0363",0.279573498759419,0.0271177776157856
"spot0364",0.979907589498907,0.815928964642808
"spot0365",0.643864108016714,0.0750427790917456
"spot0366",0.58257843577303,0.900965292239562
"spot0367",0.615871025947854,0.07082723476924
"spot0368",0.925140294479206,0.191123383352533
"spot0369",0.390022895298898,0.776929248124361
"spot0370",0.28791968501173,0.203133503673598
"spot0371",0.0907359647098929,0.403764510527253
"spot0372",0.322033904027194,0.446180628146976
"spot0373",0.758270112564787,0.606295468751341
"spot0374",0.104412929620594,0.57644574274309
"spot0375",0.710277852602303,0.0595067664980888
"spot0376",0.966477383626625,0.182665084954351
"spot0377",0.201491226209328,0.296121661784127
"spot0378",0.108488654484972,0.376079086214304
"spot0379",0.0554021787829697,0.713095941813663
"spot0380",0.829723515082151,0.125148585997522
"spot0381",0.58119775657542,0.42923343507573
"spot0382",0.470092375297099,0.0303770385216922
"spot0383",0.365014120005071,0.454168669413775
"spot0384",0.280124627286568,0.794308127136901
"spot0385",0.599715854972601,0.471276496304199
"spot0386",0.818569612922147,0.236389610683545
"spot0387",0.0978322804439813,0.88703501666896
"spot0388",0.96368952607736,0.125952785136178
"spot0389",0.168736443389207,0.269311398966238
"spot0390",0.0860834058839828,0.882458147127181
"spot0391",0.86121069570072,0.750519821885973
"spot0392",0.524790602037683,0.0976929415483028
"spot0393",0.656810875283554,0.815567015903071
"spot0394",0.229519372805953,0.858393028844148
"spot0395",0.72122603142634,0.117157299770042
"spot0396",0.490750394994393,0.137397162383422
"spot0397",0.965255592484027,0.548256997484714
"spot0398",0.906942480476573,0.059029650175944
"spot0399",0.551250527845696,0.495523291174322
"spot0400",0.075599099509418,0.00741752306930721
"spot0401",0.0227000112645328,0.848293222486973
"spot0402",0.513239527819678,0.0627463317941874
"spot0403",0.630726151634008,0.819845087593421
"spot0404",0.418771624332294,0.539360294118524
"spot0405",0.879265945171937,0.499020098941401
"spot0406",0.107987073017284,0.0222273208200932
"spot0407",0.980278696399182,0.554093134589493
"spot0408",0.264966631308198,0.719897602917627
"spot0409",0.0842775232158601,0.235715229297057
"spot0410",0.385907175717875,0.811879681190476
"spot0411",0.124895827146247,0.421473897062242
"spot0412",0.581554221687838,0.564910550834611
"spot0413",0.240149608114734,0.151690784608945
"spot0414",0.721887888619676,0.194792435504496
"spot0415",0.145928690675646,0.166783036431298
"spot0416",0.15283877030015,0.835109572159126
"spot0417",0.259222670225427,0.11107839923352
"spot0418",0.777886260068044,0.26807010662742
"spot0419",0.426466299686581,0.79848097031936
"spot0420",0.0600483361631632,0.298929408192635
"spot0421",0.1148325370159,0.867568752495572
"spot0422",0.48275689734146,0.0394232471007854
"spot0423",0.979173583909869,0.339823510032147
"spot0424",0.811516786925495,0.309596095466986
"spot0425",0.542912817094475,0.12945368536748
"spot0426",0.0723670870065689,0.373834484955296
"spot0427",0.46648524608463,0.464965628925711
"spot0428",0.33990564593114,0.0466081888880581
"spot0429",0.689918605145067,0.987516199238598
"spot0430",0.514157372061163,0.908452330389991
"spot0431",0.514923015609384,0.979390146676451
"spot0432",0.545514354016632,0.170472213765606
"spot0433",0.447457330068573,0.0427343740593642
"spot0434",0.0838848403654993,0.142832363955677
"spot0435",0.930133691756055,0.360580841545016
"spot0436",0.0164481862448156,0.54442054964602
"spot0437",0.414092399412766,0.937396618537605
"spot0438",0.226976093370467,0.635548865888268
"spot0439",0.0996405873447657,0.484746531583369
"spot0440",0.482923875097185,0.0858962275087833
"spot0441",0.650128671433777,0.94491318706423
"spot0442",0.92132977838628,0.346713771810755
"spot0443",0.362601807108149,0.369346223305911
"spot0444",0.85513499006629,0.624148742994294
"spot0445",0.300906151533127,0.727405825397
"spot0446",0.465662425151095,0.197928108973429
"spot0447",0.142730664927512,0.588715200079605
"spot0448",0.80771899363026,0.842897166963667
"spot0449",0.665807631798089,0.999379032291472
"spot0450",0.0619409799110144,0.0114382493775338
"spot0451",0.430925568332896,0.821331850020215
"spot0452",0.396855081431568,0.205623826477677
"spot0453",0.696956751402467,0.113804851192981
"spot0454",0.659319650614634,0.688085663598031
"spot0455",0.407350709661841,0.272961319424212
"spot0456",0.306920220376924,0.823169879149646
"spot0457",0.255107345059514,0.644396402174607
"spot0458",0.672568153357133,0.527902280911803
"spot0459",0.8943934335839,0.0286509681027383
"spot0460",0.845736156217754,0.287170039257035
"spot0461",0.392901856917888,0.0355835284572095
"spot0462",0.0790505399927497,0.897867953637615
"spot0463",0.82842305698432,0.13096893648617
"spot0464",0.0728918248787522,0.0514440888073295
"spot0465",0.114762677578256,0.363946522818878
"spot0466",0.6399842700921,0.695480783004314
"spot0467",0.320566200185567,0.892309131333604
"spot0468",0.1887495261617,0.24427619506605
"spot0469",0.393829641165212,0.391966396942735
"spot0470",0.86202601599507,0.620154907228425
"spot0471",0.347911406541243,0.564496977254748
"spot0472",0.00143389846198261,0.0414015711285174
"spot0473",0.911284453701228,0.47424348583445
"spot0474",0.951723448932171,0.949205233482644
"spot0475",0.49091898300685,0.240331345004961
"spot0476",0.463651715312153,0.678141702199355
"spot0477",0.596472046803683,0.913432184141129
"spot0478",0.906050957273692,0.0455815261229873
"spot0479",0.173001179005951,0.136427131248638
"spot0480",0.785881076706573,0.100354233058169
"spot0481",0.232934384606779,0.409654614981264
"spot0482",0.577048209030181,0.96994784520939
"spot0483",0.840877033304423,0.363984651165083
"spot0484",0.132203776855022,0.724901413545012
"spot0485",0.895891189575195,0.702681547496468
"spot0486",0.45013734116219,0.0248146001249552
"spot0487",0.894142537843436,0.94599854038097
"spot0488",0.248545180540532,0.53349150903523
"spot0489",0.0836952936369926,0.696309166029096
"spot0490",0.0486410746816546,0.0452575027011335
"spot0491",0.979815867030993,0.916571428999305
"spot0492",0.484167741145939,0.0328442209865898
"spot0493",0.845393033931032,0.777297240914777
"spot0494",0.416293604532257,0.526141775771976
"spot0495",0.489342542830855,0.266121883643791
"spot0496",0.183287817519158,0.504936079261824
"spot0497",0.759161467896774,0.532495256047696
"spot0498",0.305143302539364,0.0868702365551144
"spot0499",0.165678247110918,0.915601429762319
"spot0500",0.0328091429546475,0.56400826247409
"spot0501",0.13650520821102,0.0592305262107402
"spot0502",0.177136411424726,0.672725694254041
"spot0503",0.519560450455174,0.627322677755728
"spot0504",0.811120785074309,0.0728554199449718
"spot0505",0.11536201252602,0.437705054180697
"spot0506",0.893421786604449,0.641540745971724
"spot0507",0.575352881103754,0.809969487134367
"spot0508",0.146572394296527,0.391752972034737
"spot0509",0.902805796358734,0.773422806058079
"spot0510",0.253002469427884,0.873395125148818
"spot0511",0.150597600266337,0.618313116487116
"spot0512",0.76854715985246,0.35773418401368
"spot0513",0.230123331071809,0.9322566811461
"spot0514",0.305399328004569,0.744729296071455
"spot0515",0.518569612177089,0.0635679916013032
"spot0516",0.334599666763097,0.108203507727012
"spot0517",0.154434968251735,0.818777891574427
"spot0518",0.266369568649679,0.793076938018203
"spot0519",0.350754616782069,0.0571070362348109
"spot0520",0.578458378789946,0.907620617654175
"spot0521",0.808601795230061,0.721638613613322
"spot0522",0.933270314941183,0.9027069946751
"spot0523",0.833863337524235,0.535714265191928
"spot0524",0.127002774504945,0.348539335653186
"spot0525",0.649453951511532,0.833293377654627
"spot0526",0.690351657569408,0.79032899113372
"spot0527",0.0320448244456202,0.531409060349688
"spot0528",0.920489149866626,0.778718972578645
"spot0529",0.478468887042254,0.0583589465823025
"spot0530",0.266520578414202,0.458110426319763
"spot0531",0.856510716257617,0.0223310403525829
"spot0532",0.229146477766335,0.739889111602679
"spot0533",0.79194687330164,0.705737085547298
"spot0534",0.646774860331789,0.00570666999556124
"spot0535",0.424334690673277,0.470753220142797
"spot0536",0.0950682680122554,0.596172563033178
"spot0537",0.00346770393662155,0.283993592485785
"spot0538",0.531133668962866,0.0552192905452102
"spot0539",0.524307115934789,0.377874290337786
"spot0540",0.213185554603115,0.530223880894482
"spot0541",0.7169320799876,0.250978069379926
"spot0542",0.961343576200306,0.944086492527276
"spot0543",0.518266599625349,0.437488270923495
"spot0544",0.174528022296727,0.701066807610914
"spot0545",0.562540134880692,0.17584789195098
"spot0546",0.759258169680834,0.2419748227112
"spot0547",0.666971337515861,0.0236831828951836
"spot0548",0.224872923223302,0.328771048691124
"spot0549",0.345849762437865,0.413091425551102
"spot0550",0.319831759901717,0.108754555694759
"spot0551",0.904898397624493,0.852052260190248
"spot0552",0.199198380112648,0.00905993860214949
"spot0553",0.68096301658079,0.969763528788462
"spot0554",0.137517758645117,0.804646692238748
"spot0555",0.10699468688108,0.501039718743414
"spot0556",0.0928593957796693,0.934179139090702
"spot0557",0.916448955191299,0.4678522227332
"spot0558",0.277060435852036,0.510976795805618
"spot0559",0.885793877299875,0.832221796736121
"spot0560",0.772864649537951,0.160649597644806
"spot0561",0.795051236171275,0.521361524937674
"spot0562",0.205673593096435,0.433566746301949
"spot0563",0.0481933229602873,0.33181808446534
"spot0564",0.0388159311842173,0.448023750912398
"spot0565",0.284574129851535,0.0411673602648079
"spot0566",0.348809832474217,0.243364050751552
"spot0567",0.737453325418755,0.103169655892998
"spot0568",0.251663581235334,0.363130947807804
"spot0569",0.517437003087252,0.657742032548413
"spot0570",0.759444722672924,0.425039657158777
"spot0571",0.636084527941421,0.0721925953403115
"spot0572",0.2039406853728,0.687141191447154
"spot0573",0.993045282084495,0.852786028059199
"spot0574",0.000405043363571167,0.86721755284816
"spot0575",0.206570025067776,0.0890818594489247
"spot0576",0.634028090629727,0.0130381132476032
"spot0577",0.0172918252646923,0.42325607012026
"spot0578",0.0267354713287205,0.973258450627327
"spot0579",0.60784059506841,0.499068087665364
"spot0580",0.570541352732107,0.994652604451403
"spot0581",0.245853347936645,0.494881821796298
"spot0582",0.919525086414069,0.123035601340234
"spot0583",0.672216201666743,0.560385761549696
"spot0584",0.645450439304113,0.239292526850477
"spot0585",0.208285454660654,0.725250527728349
"spot0586",0.480617735767737,0.786027395166457
"spot0587",0.986518583260477,0.449781885603443
"spot0588",0.993119847727939,0.469079919159412
"spot0589",0.450774036580697,0.401860023848712
"spot0590",0.714848786126822,0.902375512057915
"spot0591",0.316561612533405,0.563688409747556
"spot0592",0.833687560632825,0.690996676450595
"spot0593",0.433975581545383,0.332274236949161
"spot0594",0.995992258191109,0.0948641062714159
"spot0595",0.805811213329434,0.937903824262321
"spot0596",0.486242167418823,0.671019063796848
"spot0597",0.538772000931203,0.0149940915871412
"spot0598",0.341039908351377,0.113113768398762
"spot0599",0.0520156044512987,0.847790857544169
"spot0600",0.458723113173619,0.446819441858679
