# synthetic, for demo only -- NOT real scRNA-seq metacells
# rows = genes, columns = metacells (pseudobulked cell groups)
Row.names,MC00,MC01,MC02,MC03,MC04,MC05,MC06,MC07,MC08,MC09,MC10,MC11,MC12,MC13,MC14,MC15,MC16,MC17,MC18,MC19,MC20,MC21,MC22,MC23,MC24,MC25,MC26,MC27,MC28,MC29,MC30,MC31,MC32,MC33,MC34,MC35,MC36,MC37,MC38,MC39,MC40,MC41,MC42,MC43,MC44,MC45,MC46,MC47,MC48,MC49
Gene03,42.93925570354473,39.833030642166264,45.744501020330226,52.30476475500511,53.53797511014549,48.635611079131415,53.127052331096465,57.60483081299842,50.856580022312386,40.50383106920762,49.70139984522412,45.73346999387292,50.05224020965382,50.08684601378385,48.1581852185381,46.88383588958903,38.305591438478686,38.03513653943189,43.96537209975688,45.99010904860766,56.056140001147206,42.002272090372955,49.84536109564507,45.11312943365139,44.22368259543123,51.48461063660808,39.302264480816326,49.3014570032243,45.54652898974714,41.606802483799925,38.74504086207293,45.85830968122022,50.6350221678443,50.98084291002363,41.90536299077747,52.60011697214341,47.368760764552846,47.3637265364587,41.292956874316765,51.38744245974369,53.386064941525476,52.348098595172,46.85741318772339,53.248604912190636,48.692132026537976,45.85967817160437,48.08092738681611,42.36832749348172,53.296617000918864,38.30285589952954
Gene04,31.984123499543816,29.324418035066305,32.96501382260581,39.40257806680449,39.85845595418059,36.98794508522693,37.28376643583165,42.97584451942627,39.05041534144054,28.595040033040238,39.28883692778584,33.94931824654592,33.00301412391952,35.26346975633298,39.88164816917396,38.63022365858157,32.13074985733995,27.683314379768067,36.76161898037299,33.11958663954902,36.707455134008576,35.528340410381745,37.75567559566934,26.79680810973835,32.050246394102444,36.367740936992725,30.80712287155247,36.18353013854572,33.59466598689947,31.291974728646032,27.96911158191607,35.37880475848579,34.70248668844183,36.39679741405526,32.09676584452586,40.17401301469387,30.165735091184743,36.55615965976927,31.074625328459906,41.41511249498713,40.70430601879034,39.95997248269895,35.658666583594,39.759799134860486,36.81036300407009,38.839663286213174,33.429479148681914,27.657827476532706,40.89383036520584,32.16515440768214
Gene05,46.89780915256753,48.998353038474896,51.25631821165551,53.78062934229728,57.48426434577477,50.496808109989296,55.737974279183575,55.15504225631049,55.00996149421575,42.69476089043348,53.84798537478158,49.79230319617004,56.91548063385715,56.20873783685174,50.524426255134706,52.548374142136886,49.07417697002479,44.34886600632287,49.463287488565086,52.60708339635872,56.34976779757868,51.5290437945674,55.6163989997256,52.14591886818177,46.63734659241483,57.28885218045797,49.88194027362547,54.73219341967022,57.310426421697485,49.500050752563666,46.44615819571061,52.13653479563669,55.429115682456306,51.87835092228997,50.72851015026809,62.98329381768513,51.26232816133134,53.18930925342799,46.50270980795455,56.66445977675867,57.75359450048464,58.38054517647831,53.35742058842155,51.91012249051934,57.13524496343794,53.48282405655006,49.33754671328264,49.3238485438901,58.152506961237805,43.83180515774643
Gene06,34.83509826932807,27.945483062932308,30.088883633214206,33.50095232713293,41.3987169477905,33.838380960140924,36.6870159196936,39.21652612427307,35.98044009710697,24.942533342014297,35.61510068728635,35.6517786010098,37.72364590299863,34.47631517653824,36.048955474336175,36.44513773491459,29.170245998915288,25.782478152935184,31.42808140193848,29.90609757731758,38.63483306300643,30.02540887411717,37.29896221351488,30.398473828120814,32.09093636473101,34.611274625898226,27.16803572171622,34.51207136196044,33.71780316796861,28.922531895872513,26.88078274867044,36.063936402952976,34.932460443532605,36.252996568359954,31.452725689748217,40.881144572567365,32.05537929467805,34.817315713961726,26.23753726781806,41.49899801018324,38.35649677144031,40.53710788024161,31.210631043820378,36.945589940293694,34.71507126974066,34.124216518244694,31.4394217440075,29.12541833052413,38.295238034357794,26.956979277551653
Gene07,51.68158215255427,50.39755645244376,47.810982965351926,51.876550905909006,51.61043434980273,49.295081320600794,54.72462180650037,48.91997715031923,57.16745207114995,50.440896267368004,50.83967170806304,43.44573805936046,47.29291855719247,56.28187971752806,51.39413386787815,50.014434900992555,60.77387339916691,50.43751218526594,50.164925989993975,55.25180109315714,55.16351696553323,51.47990785553213,50.255100510416604,44.582228457575674,58.75876802563135,54.38998238316571,52.81996708518564,50.888891031088924,48.51922290539452,50.902664627911555,61.65810324059974,51.21986496973289,59.615333760929296,47.64548065873125,51.00391310764198,50.83499334525441,55.03117015920487,54.041021685784074,52.911512214571324,49.91559181597951,63.786573284045495,49.33494065769951,45.041878869721785,50.55367957353823,51.53847117927918,52.02374467032454,56.58320379727789,54.55771586981453,50.93720451472144,53.06936425036457
Gene08,40.738300996268734,38.41034345732929,37.37830209513404,41.55017245125897,41.14357714651366,40.26316808735257,43.02423191441859,39.096190401620795,44.263121385435035,42.431426656833594,40.517678355514924,35.205294529847706,36.35440240418966,41.786452016943436,38.42114202227566,37.17035440713017,44.89234537232522,41.819922629502386,37.01236005690546,41.74116069154864,43.45949450575107,37.34478359797475,42.67383482864896,35.804091873419935,42.34677501740452,44.133890220359184,38.654261978477,40.00685711539934,39.9384033764561,38.69817299766614,47.76783589783178,43.16984062183117,46.29637646439182,37.47200771192964,40.03835083643735,38.5470788019365,42.66851486065441,42.23892555329685,41.00592428940411,37.889592878788534,50.63232206458078,37.98027533372307,34.25195053086641,38.21258333908976,43.45211526865685,42.06061221519995,44.896843973782914,40.591475144499114,40.16373422359722,38.92619843893067
Gene09,47.76268199389895,47.47863339997306,42.90294263972172,51.100269109904836,53.804768794099836,48.46874107972499,47.7916557579685,46.77318977629624,48.53377356192577,48.3252046495056,49.45830068409786,46.802808456677354,43.869287487147474,51.935542362916834,50.87876108325724,52.50419366438071,51.386303569871714,45.994479558434016,47.08781801629514,42.58711177326958,49.738278334986234,46.88371365068127,47.40514276177252,41.32056928775937,52.01969985510057,48.2278354450511,50.41637150136481,46.73953676698147,46.76568863048087,47.35381546067795,53.40762755576275,44.40768944913009,54.39509182964316,48.710149488918574,47.20971676774333,45.04907190902305,51.19141129965788,49.45072422539716,48.05158943775082,45.816069218321914,54.18374348648445,47.12038432781496,44.20954194903481,44.825375988395194,48.83815857688389,49.721253480559355,50.79606554407141,50.22558451832675,48.869096796441774,50.835772553468935
Gene10,38.396765252813104,32.41498950073807,24.27663238568699,29.182957118541605,32.48855917419539,30.5881322969178,32.339853741917366,30.579822529914033,36.37759354089212,34.07249868080929,31.28904077254458,27.527422088048137,23.96176199865211,36.423404925761,31.978814266748646,30.077477154877553,43.683086474651,29.39499803305108,32.214386606511354,30.611284350928727,35.781316780027865,32.53217287217217,32.302956373401656,25.30385154388659,39.70319485893351,31.856165190871877,31.932745606009135,30.44633953466692,30.20598949083641,29.799948130444523,38.879421372199374,33.75373764040523,43.911351584294614,29.660933840469717,30.096307153215587,29.342393600169654,34.46393699948051,34.78909084977641,32.913085780417596,32.47394380054849,47.968646390124306,28.528551410714705,28.29820162342206,30.111342510550337,34.885814393102756,35.264935965634635,41.41076996662178,34.08935410043483,32.28451345853532,35.2638939106676
Gene11,49.648366111834115,50.950607415818276,46.24264773474556,51.56801187849365,51.89281266867963,50.93236373110429,51.60692472199778,50.16302239708847,56.66453102750284,49.77854144972096,54.02402268519283,48.44172131996369,45.33458482136559,54.55262822747864,52.87469884463752,50.778014176272116,54.32266814619937,51.56769584242254,48.90438904473614,54.73177667094735,55.42320479709606,49.821503364398986,56.422774774939505,44.59681257693123,55.18343368006693,53.93048161581642,53.8013190374061,49.14425695449568,47.12110622521541,50.981505980387475,50.75848019156996,50.51049801894037,63.05862480803265,47.87770861600004,47.60666695499149,54.477215009756414,51.52347536956951,50.59570935240698,50.31975066416128,50.436568020530785,61.96753762721624,50.05828991250207,46.785199452362434,50.93800140533467,54.381275264716884,48.02293567013091,57.40493977761895,51.57869270246172,47.121508722812365,54.484352705741415
Gene12,34.52962839663382,33.6323298955608,26.874556811741147,36.36492346201603,36.41453048664368,30.543558332986095,38.67932779577232,32.88618740793979,44.336135969526744,35.505775933363374,36.617244278300845,31.436133136822505,32.05597793303165,42.4159591554114,35.83646702027981,41.46258871366694,48.99469315815831,31.164424533377687,33.21676711887635,35.72782355029398,40.06482531343843,32.59752592144663,35.194267324095755,27.578141649540285,44.046410188995026,38.51270791434769,38.28079490417403,35.67379051448184,32.949579269057956,35.178861975912945,46.60458443504702,39.444792724979635,50.392807112094175,32.16247644390557,31.374862072802202,34.48518967269937,37.28117547992178,33.35530179755361,36.11007217244186,33.52504335015639,52.10934206408565,31.935246131163073,31.086397455234643,35.22036747547652,41.42845659449488,38.84041249314081,42.67930544171256,38.21389781058231,35.252951313574144,37.454285762087
Gene13,43.34735948355317,44.78235753071655,42.32132205348805,52.409959758819646,55.323229480619005,40.732183275019445,45.427060018754716,36.72546296795855,45.61150629797111,34.78502976305892,41.42928103566521,51.75780499043786,46.92099104149222,47.795518612067156,49.77897832955245,57.006631306606565,48.68353639980039,42.06919220368022,55.3524437888791,48.498756393674014,43.70087341217998,47.58853453453678,49.26554487112245,50.08588184825172,42.21890210553194,50.45593977813766,48.816006415681386,42.09078067430361,44.25397602393833,45.14844609081186,57.4888101364932,39.07378374166861,43.78599353175188,41.53852343632173,47.90691544588234,50.39254912058831,48.85489980748878,45.03565225866332,47.504480036920526,42.85102944867849,46.72169918040918,55.020817563315724,48.54311290532774,47.43658945052523,41.97521467394875,42.6896531998229,46.98556234461527,46.37833202523413,46.05337808898154,39.3080689973302
Gene14,45.60054312602635,47.75157363110229,42.01619149946458,53.13032897450053,57.0966723684457,42.88733139536757,48.07561268331937,41.371170472987146,47.745528493201164,41.51980314702638,43.69978585776354,57.74402634312754,46.35372869936691,51.28671700590848,46.58715769668424,54.88152362215834,52.44771718626035,48.72003633022813,58.58843618135303,49.21864636147204,42.62649241821188,47.53009655545515,50.11139576635503,56.437489480092914,45.17137105588657,48.96647014477569,48.06105530957471,44.512742639898676,54.19318199566007,45.81318273651744,55.962184496358944,44.07338865183261,44.4582291169086,44.87079819023167,47.94888462967017,48.560095139551564,51.77068164055085,47.10735111526163,49.80880877766648,45.09288369854934,45.03134358114647,52.331397995328,50.139628552300465,46.84586431715864,43.64018215919704,46.51689094188031,49.481469836860605,47.6654147245348,48.57245933396082,40.810066913015255
Gene15,53.4345922517388,54.011706836196836,51.6623795705144,61.72639204305577,54.422977944908226,50.960852554491495,56.28117550155856,49.20181840474878,53.3577791181705,45.45654488996512,48.28044875042079,60.281788982079085,51.997069251285964,56.59029442201637,58.81079764802254,61.664332019271285,56.76621962643018,52.877070328712755,68.02368248155241,56.97288290754097,49.89067963713593,59.36779616238159,55.346452359619775,60.823834077074515,51.00976323772326,54.92872557530081,57.832426601174795,50.19943493695407,55.66053241704546,54.26702013586085,60.63458285618196,48.18742843126112,51.88492166328555,46.431068476033055,54.20820455039807,55.84693242687464,55.02545712187167,49.80160892093603,55.59906457735601,51.043968621898756,50.20059449811934,60.28472645152603,59.76800402762244,49.89144908650669,53.520025234594755,56.372180444965494,58.251911045748145,56.139034234893174,52.0696850065173,43.859237088345665
Gene16,48.44788726199891,51.40480799015041,44.67444246261451,53.92822408201984,52.1130048032102,46.5232680382755,46.340309479620565,42.98610814864629,50.01752428597689,42.31103830587607,47.591794714286536,59.437060365275165,52.57844112990762,52.10918913916625,49.1535889913651,61.340759466659044,50.81377568370599,48.383517235214406,61.57095831670453,53.22597733059397,46.35045948496171,51.6101229694048,47.25246828567121,52.50699470863907,46.554236057167856,52.272365247725205,51.28505513810955,47.53997300646529,56.30063901738653,48.50799706970419,58.777933016649634,46.705657057186244,46.45552559634285,48.32490862149206,48.354621492082146,51.04036432314666,50.68964720042228,47.6770991793645,49.73341653514717,47.414507343420425,49.71364004961665,57.30634023899571,55.719416685927385,50.796598682675366,48.33412853841221,48.140332271826026,47.71734273755632,50.53355666758008,47.657118512288896,38.84185418164919
Gene17,36.04783248453191,44.79287924353039,32.78259553813324,50.78125224303128,49.87487373215017,36.84612074407426,39.363727523043295,34.82322656379391,38.05017465674912,34.74453871147195,35.4421349827761,46.659899329155266,45.12404866939322,48.18150687637177,46.38436086132721,52.5412218954651,45.81075761964273,37.311286760964364,50.7747629452611,42.323170073934214,37.625489848304014,39.314272866759254,44.83385503176477,50.96588430600707,41.54699039135258,42.5034652326543,44.78426902584045,33.97179952611543,48.11955207277966,35.101328848341495,52.925073172507574,39.735322079513686,39.8388473943665,37.18711863587339,39.97513232912438,43.74118658117632,45.01141738740377,39.321806189690506,43.24643038523918,37.79717637404657,42.799459779553366,49.404036348249406,43.77691266147599,42.244889159360795,39.17936380433526,39.42483663152535,44.80564405695775,37.05260844053472,39.569583526124134,31.48369603160954
Gene18,42.572162822249325,47.01915906630555,38.69887990873818,53.56820097259498,57.41964056975765,42.544589118316104,43.48616478897093,38.277077303183404,49.690161372227344,33.300396116232335,44.59428381022094,53.75103206909144,51.50674712576766,54.50287465769561,47.97470246880651,52.55915683597575,52.82648552071693,48.69438589084559,55.356910523433264,48.69206807052729,41.57851725333129,47.35124160204217,44.91196457781151,54.62718359902594,44.761959719210985,51.45666441770096,53.03070725272983,45.65189504115191,50.879032141537714,46.08014286976725,55.40139886347064,43.66446907903576,41.56822908826465,40.83916278180928,47.57447013397108,51.08087787087915,55.19027977164827,42.45821440804276,47.313333495391696,41.994607676028664,45.36389268197342,56.64252380756313,51.530048024519076,42.71805585035104,45.208412647383234,46.08752556022994,48.23455149590645,51.468197980620324,44.25411305135504,37.42063199957698
Gene19,62.47289725133198,58.43036422761166,54.920547345049286,55.70969403389091,58.6038630564417,51.080350356267616,54.948519526251594,54.68730593103086,53.74115067488268,56.96485915772107,61.77982987868136,54.187903768278964,52.95386692229835,57.326697616066255,56.35072860235811,55.052982218401716,57.370449217829496,56.835321619673586,60.1654812741217,53.58381500222882,55.130646147719176,63.879053259263365,57.32949949846813,59.14762566929712,45.12053245331344,60.333933176595615,56.115624687697576,57.05924286646764,51.72916176296148,60.08518930759577,56.837212748079075,50.65651866269677,57.792997324407544,63.572084973179926,51.62704489377013,63.96376815018426,54.99322870150319,51.95529143167879,57.324355812186134,52.94346256776516,59.182967180996144,58.61408709618782,55.01914943347899,53.18174599696809,57.2195194893557,59.52007518898173,55.53717422375716,59.487162595100166,55.491051285832555,54.85864875031251
Gene20,44.60496703268414,42.86680171461406,42.00545528007238,39.33463254906284,38.73867040783805,31.68802385668809,41.41900410739571,37.88572298665359,33.63539898774839,39.1958258044262,44.419397585624054,37.156362203276295,37.64824803663806,43.574481814634325,40.64388907135107,41.31399916620301,37.72411255738867,41.50199894045947,42.319207033407366,32.3063803295349,42.91948593373654,48.29198604968316,42.0131939871915,38.22162010408364,27.365988656143667,41.19479692137356,38.421811304701,41.08226148205092,40.753894592963064,40.528780364612125,42.27855730966486,38.76234328968352,39.168724479255765,44.246731917535705,40.02294423990118,46.356111303309774,38.20910102412755,41.2303789362723,41.33629388823059,34.998105480268016,40.99359092234251,42.10172274718448,37.98294697450613,35.59079834303381,38.6038148106608,41.09718000391143,40.031012617533726,44.324425216999906,44.1687897486223,40.4309306144183
Gene21,43.55565367726225,40.66360084234058,37.31691270784731,34.34930072930617,33.23595694567831,27.922761446431323,31.1921525752476,30.776723035222563,34.478739872636545,35.61275471085516,37.193493743508334,30.843554540920316,32.07911590411729,39.50996819964887,37.836189094743524,35.86222129362371,36.46028629168877,32.193600349186724,37.1897977416831,30.882197303736707,40.265846611812414,42.6120439753862,40.10684598212858,36.79188037452905,19.70625121892781,36.304655005986426,33.886557009884406,38.97026442528771,32.217693522807,36.716018154780414,35.65598190767183,36.437386110133026,30.931436777146065,39.07194454655753,34.136945734727185,43.77819859733765,35.590616933489954,35.69424160810045,41.443073029701424,26.356531048166218,39.857486581984574,38.58488333992116,33.74692398443293,31.23035953620343,36.843878671866264,42.21835161208912,32.220344338036064,37.81284443376707,35.28394160761588,35.94887956836213
Gene22,42.93788227799663,43.09394798038252,38.04527597397611,38.03451944140595,37.21038670681902,33.09140915086623,33.747034658977114,32.66289094001235,33.54803427321257,40.509258627594875,38.33166627592433,36.67369310236222,37.08142398699685,41.73314721332285,39.97022920819536,33.53802267157168,37.2239558317115,33.84337289785247,38.91536557507994,32.74279865436974,40.142781984860605,45.026422907316125,40.06263300502422,34.02532310653437,23.782966959549245,37.76085287431234,37.55260683879337,39.90117638116093,37.640933722430766,39.68438610632694,35.48804493853683,41.417266384270796,36.64441942808931,45.49046438684408,32.722246638093445,41.49427844566844,42.216765983500636,36.03402348062411,40.446621882034236,32.12889846288779,37.98032578245554,43.65122288401274,33.1695574993106,35.41921283718126,40.60007849578776,39.62137371680429,33.01301584992022,38.02807796437993,35.55856063341123,38.34493405457561
Gene23,49.14504524492339,45.409268154406696,45.14054642682819,44.11008224640551,43.73900466023099,34.671382063094434,40.79170408730539,40.880458702334074,40.47985765441974,42.423209887421194,44.568939991055935,41.366781077211655,43.34014040315285,44.7424953151104,40.534449844502696,43.82441164603172,40.3672605417315,43.86213778102756,44.78882833577026,42.22043480518551,46.81985959898145,50.983299863133006,43.74527808699516,36.84366128433256,31.71668486129456,46.863052315813896,45.4387942873599,42.03902263104171,39.88603518314864,41.71521578765443,44.749732864824004,43.774485320385814,40.72245871349145,45.230376488591574,38.70437180101847,44.89195323183038,42.938472077836344,46.05702606973595,45.3371580040332,35.301630146564044,44.92822520882989,47.884171534361876,45.001596888619744,39.726218876367426,42.50576530687441,43.59685179018536,39.34098683024964,47.580388833023534,43.41694632425028,44.134067062420804
Gene24,55.92606886900894,50.171814049850916,48.49014959523396,50.28894637714946,47.862846889620315,43.23337239926513,47.546801226292416,50.283525165210996,46.15985292358006,50.799829301352304,54.12629996463879,45.80943280573388,42.478975846119894,52.610780643851,56.145787056923574,46.51246697011849,47.60142831437428,49.580333368335,52.039801298665125,43.078933214442486,52.860029640593844,55.54982857228982,52.96788512792372,51.78842296454779,39.19432301165518,54.04798125500392,52.09260900169923,54.062315798893195,51.69603561042723,46.26323291898768,51.18896910212584,46.88487223483031,48.40401508439458,56.374059987572096,46.94787572682357,55.076070065501824,53.505639276112284,47.342789639595225,51.85211278755729,47.551077219915655,53.39718771504109,50.384708590802845,48.551220293613305,48.39056141596647,52.7111389368947,55.78456322331473,50.94587705025408,54.64884404323305,47.735911167079315,50.71847513097404
