"group","value"
"Day 0",2.04708875424727
"Day 0",2.03149978152904
"Day 0",1.07128776367071
"Day 0",2.13266300669473
"Day 0",2.02450028596143
"Day 0",4.69256953028618
"Day 0",1.31944352811253
"Day 0",2.56392266140364
"Day 0",1.21029119412748
"Day 0",1.22953833460746
"Day 0",2.55350298054352
"Day 0",1.62278951804625
"Day 0",2.44848723012709
"Day 0",2.09454512841657
"Day 0",1.94065256664692
"Day 0",0.769517388302141
"Day 0",1.43345920120121
"Day 0",2.59899864612789
"Day 0",2.92112509337153
"Day 0",2.04091179655062
"Day 0",2.45005219377424
"Day 0",3.38199840400537
"Day 0",3.64508026667024
"Day 0",1.53939557222317
"Day 0",2.35262476499235
"Day 0",3.44724367276335
"Day 0",2.06012444812997
"Day 0",2.40645032750063
"Day 0",2.37853094246322
"Day 0",1.71322641513766
"Day 0",2.08091227594567
"Day 0",2.42556075035676
"Day 0",2.10648885528192
"Day 0",3.37411039939561
"Day 0",2.0507759414272
"Day 0",2.0904697029414
"Day 0",3.02839593853825
"Day 0",1.57321421706815
"Day 0",2.41622026562449
"Day 0",1.1622177974515
"Day 0",3.41875072586562
"Day 0",2.22287406785951
"Day 0",2.06168838052203
"Day 0",1.42225056777144
"Day 0",2.44355751196482
"Day 0",1.78576579230012
"Day 0",2.00720136614114
"Day 0",3.51877045383521
"Day 0",2.30431352769903
"Day 0",1.56042062115494
"Day 0",2.58546171244793
"Day 0",2.1489271150288
"Day 0",2.93971124482949
"Day 0",3.63891020001672
"Day 0",1.62606521577912
"Day 0",2.82735974699163
"Day 0",2.52046538870314
"Day 0",3.19331943327957
"Day 0",2.2592841446746
"Day 0",3.14439382682231
"Day 0",1.00160363509054
"Day 0",3.8522509046901
"Day 0",3.16776572217042
"Day 0",2.32485592922483
"Day 0",1.24732408198449
"Day 0",2.98369722103484
"Day 0",2.85105090696626
"Day 0",2.44472483007025
"Day 0",2.57570839107581
"Day 0",1.96518955460966
"Day 0",2.7561095880831
"Day 0",2.6945631019672
"Day 0",2.21821472012566
"Day 0",1.34092357643868
"Day 0",3.03162151930523
"Day 0",2.90998319648745
"Day 0",1.75586552797483
"Day 0",1.12649182553482
"Day 0",2.62011562188774
"Day 0",2.1635769782825
"Day 0",2.6596677137925
"Day 0",1.37597795364782
"Day 0",1.6538885311643
"Day 0",3.35119312855432
"Day 0",2.78513317091404
"Day 0",2.93678465547702
"Day 0",3.95663961030778
"Day 0",2.55692178573998
"Day 2",1.1792008555509
"Day 2",3.18704838979287
"Day 2",3.90733960952856
"Day 2",4.6712037483774
"Day 2",1.71589902551315
"Day 2",1.91026421356069
"Day 2",2.2929936005063
"Day 2",1.99351202741361
"Day 2",2.34466039809746
"Day 2",2.74057494779821
"Day 2",1.86694903636361
"Day 2",4.65179606360551
"Day 2",2.99268628060157
"Day 2",2.8276670335652
"Day 2",3.32623289177995
"Day 2",2.93217706006145
"Day 2",2.78640428821792
"Day 2",4.1700371842548
"Day 2",2.71335401932079
"Day 2",1.79610210448069
"Day 2",3.23167438578133
"Day 2",2.59769892876498
"Day 2",2.45125535971361
"Day 2",1.98140716740903
"Day 2",3.26839467680936
"Day 2",2.75034431839278
"Day 2",3.34347424663731
"Day 2",2.69844586151691
"Day 2",2.33368705379328
"Day 2",3.9752034795077
"Day 2",2.6662832050042
"Day 2",3.71523871645267
"Day 2",1.86663911010631
"Day 2",2.49914015711707
"Day 2",2.66835780016827
"Day 2",2.56376974900746
"Day 2",4.05988803031287
"Day 2",2.88042235688336
"Day 2",3.11003423194897
"Day 2",2.08956033123703
"Day 2",2.27287314220177
"Day 2",3.75833926135717
"Day 2",3.98229423155218
"Day 2",3.97402277237668
"Day 2",1.71265213740822
"Day 2",4.6629661965273
"Day 2",3.77451063362761
"Day 2",2.8770229808411
"Day 2",3.5051026897665
"Day 2",2.0646087029294
"Day 2",1.95730563225938
"Day 2",2.94218338780633
"Day 2",1.86929356336031
"Day 2",3.06341633876138
"Day 2",4.01602707366001
"Day 2",2.01086859825031
"Day 2",2.26494095137676
"Day 2",2.94004498792774
"Day 2",2.02486733694955
"Day 2",2.5703757944978
"Day 2",3.6505696540374
"Day 2",3.7338087120143
"Day 2",3.2301081319233
"Day 2",1.30766212976198
"Day 2",2.8535628063295
"Day 2",3.81570496433092
"Day 2",3.59934773217398
"Day 2",2.73589783227032
"Day 2",0.578060364635215
"Day 2",2.95243130936896
"Day 2",3.39342645983588
"Day 2",2.93939107856359
"Day 2",3.03537478455125
"Day 2",3.27114622066714
"Day 2",2.55896722699682
"Day 2",4.02658127414633
"Day 2",3.30453832389159
"Day 2",1.83130356730584
"Day 2",4.08815489249156
"Day 2",3.93583468582845
"Day 2",3.60870360876642
"Day 2",1.47013871412039
"Day 2",2.41039654449929
"Day 2",3.44654188286899
"Day 2",2.93760092651696
"Day 2",3.19929058114872
"Day 2",5.01525045202856
"Day 2",2.19619292101628
"Day 2",1.08264790116094
"Day 2",3.13537793429016
"Day 2",2.30866671653067
"Day 2",3.2835953055472
"Day 2",2.20134913754009
"Day 2",4.80236771308822
"Day 2",2.79361286444341
"Day 2",2.48949146481415
"Day 2",2.75701511732152
"Day 2",3.64180450991873
"Day 2",2.98371281727442
"Day 2",1.50196960427829
"Day 2",2.89602613966925
"Day 2",3.55380826418937
"Day 2",2.9335321850704
"Day 2",3.53216204178842
"Day 2",2.77403354078097
"Day 2",2.8502168915721
"Day 2",3.3148377408499
"Day 2",3.75393152762713
"Day 2",1.82809987169244
"Day 2",2.87120072863278
"Day 2",2.838972524125
"Day 2",2.24732823779138
"Day 2",2.01045094959233
"Day 2",2.35757051958509
"Day 2",3.40465463921118
"Day 2",2.54196251568206
"Day 2",2.22499648382542
"Day 2",3.04053803475804
"Day 2",1.83642575780596
"Day 2",3.79945144756354
"Day 2",2.48324794205191
"Day 2",3.06265077804537
"Day 2",2.94386544515448
"Day 2",2.89979302475766
"Day 2",4.45606855650087
"Day 2",2.19021795688545
"Day 2",3.88510458891607
"Day 2",2.92715294129579
"Day 2",2.18172300743622
"Day 2",2.8408632618458
"Day 2",3.54222365083072
"Day 2",2.53405388842064
"Day 2",2.23600927773363
"Day 2",3.03137713180319
"Day 2",3.75019328685377
"Day 2",2.83682583218193
"Day 2",1.70715716393862
"Day 2",1.77625872223719
"Day 2",2.23918002043297
"Day 2",2.44668701217797
"Day 2",2.8815727240642
"Day 2",3.4766283410568
"Day 2",2.52622934682773
"Day 2",1.94206338635095
"Day 2",3.42211115559551
"Day 2",3.13689299311605
"Day 2",3.89531847969667
"Day 2",1.4530664608487
"Day 2",2.97509441644959
"Day 2",4.06389122879069
"Day 2",3.5227894685877
"Day 2",2.18400456984278
"Day 2",3.52997449862084
"Day 2",2.1501428918024
"Day 2",2.51007814034238
"Day 2",3.92127947962101
"Day 2",2.65047503186053
"Day 2",3.61254968467028
"Day 2",2.64954417044991
"Day 2",1.5443283319168
"Day 2",2.17001850062393
"Day 2",1.96387291871681
"Day 2",2.48351010883923
"Day 2",2.61077236025177
"Day 2",2.76811221403099
"Day 2",2.69080738342563
"Day 2",4.5272937557761
"Day 2",1.70804142993454
"Day 2",2.54325110139131
"Day 2",3.20021011417187
"Day 2",4.30046034860125
"Day 2",2.97612883031371
"Day 2",3.96566960922448
"Day 2",1.48568223925181
"Day 2",4.14386661182549
"Day 2",2.30611825236794
"Day 2",2.66226926650969
"Day 2",1.94589986648648
"Day 2",3.01512761212933
"Day 2",4.43539158448913
"Day 2",4.98306048551637
"Day 2",1.97392714417817
"Day 2",3.31790935494667
"Day 2",4.09412869532009
"Day 2",2.73173513713529
"Day 2",2.71236967397266
"Day 2",2.63789095909006
"Day 2",3.41413614273584
"Day 2",4.10178929330155
"Day 2",3.49135299466637
"Day 2",3.17536169229539
"Day 2",2.64039186383156
"Day 2",3.32857986957984
"Day 2",2.42739825059159
"Day 2",2.65983940687197
"Day 2",3.84300156107609
"Day 2",3.28013125583378
"Day 2",3.10727401286246
"Day 2",2.68017741639425
"Day 2",3.700688295277
"Day 4",4.53807220098417
"Day 4",2.57634813015086
"Day 4",3.39938338965194
"Day 4",3.39366955274081
"Day 4",2.8352634017588
"Day 4",2.46112259616356
"Day 4",3.34783482579412
"Day 4",3.93340557570354
"Day 4",4.66438962828913
"Day 4",1.6508540184315
"Day 4",2.72482886875196
"Day 4",3.07282710596939
"Day 4",1.86979024270604
"Day 4",2.68202523680486
"Day 4",2.65815693432846
"Day 4",2.70691296712495
"Day 4",1.40193720675911
"Day 4",3.53994250975503
"Day 4",2.7875885867332
"Day 4",4.70323716251063
"Day 4",4.05840079497942
"Day 4",2.05635868703181
"Day 4",3.4375719246952
"Day 4",2.82154382403249
"Day 4",4.14057024008472
"Day 4",3.39723266979381
"Day 4",2.85424897299826
"Day 4",3.74017336219372
"Day 4",3.48582126119175
"Day 4",3.20349035224289
"Day 4",5.14770265311362
"Day 4",2.87884656117764
"Day 4",2.9309995940442
"Day 4",1.9741161376244
"Day 4",3.31393121626729
"Day 4",4.1424171118689
"Day 4",1.506464812673
"Day 4",3.12744204313501
"Day 4",2.29833112027855
"Day 4",4.63332416586505
"Day 4",4.55852702960219
"Day 4",3.64770753413318
"Day 4",4.6221108915562
"Day 4",2.57808711271797
"Day 4",4.19608003522498
"Day 4",2.82933975731642
"Day 4",3.63565219504781
"Day 4",3.08353754516823
"Day 4",3.10209665586917
"Day 4",3.83604249091328
"Day 4",2.18959917325606
"Day 4",3.12668612611221
"Day 4",3.50219656260894
"Day 4",2.99091394391472
"Day 4",3.4431469023438
"Day 4",3.06619609980673
"Day 4",4.79032610293625
"Day 4",3.98562785532487
"Day 4",5.98962017915159
"Day 4",2.6423809319423
"Day 4",4.07478566406512
"Day 4",5.21724742101603
"Day 4",3.61787224908579
"Day 4",2.38606312376308
"Day 4",2.45437297339508
"Day 4",3.31848103722333
"Day 4",4.51512068115954
"Day 4",4.01785643311558
"Day 4",1.44685218842495
"Day 4",2.7266848431087
"Day 4",3.34193973698924
"Day 4",2.05226119635216
"Day 4",3.96813138538043
"Day 4",1.15941142708403
"Day 4",3.47752788999601
"Day 4",3.00181231397692
"Day 4",2.91286396380347
"Day 4",3.09755376731767
"Day 4",3.63016737618998
"Day 4",3.7027306543657
"Day 4",3.149212697178
"Day 4",1.6367941169969
"Day 4",2.06908592449344
"Day 4",2.04200458116456
"Day 4",4.02805846773382
"Day 4",3.13318266613456
"Day 4",3.59001218060203
"Day 4",1.96255450634932
"Day 4",2.87332667404028
"Day 4",3.85058225612441
"Day 4",3.19128975015627
"Day 4",3.24752897227964
"Day 4",3.28586528982533
"Day 4",4.42770972816441
"Day 4",2.80274175828826
"Day 4",3.95175254790008
"Day 4",4.14975364892842
"Day 4",2.29150706586629
"Day 4",3.45792037633892
"Day 4",3.34001269934393
"Day 4",4.26593524018925
"Day 4",4.16414963227046
"Day 4",3.34781392265519
"Day 4",3.47104850164822
"Day 4",2.70906334500062
"Day 4",3.17366934625442
"Day 4",2.43400416261704
"Day 4",2.48940925269117
"Day 4",2.26347635086201
"Day 4",4.0942248565109
"Day 4",4.34232490066091
"Day 4",2.98247908089489
"Day 4",2.34521011577392
"Day 4",3.27174111471842
"Day 4",5.34529428704823
"Day 4",5.16676872196794
"Day 4",1.81937770031791
"Day 4",3.03235307605108
"Day 4",4.71461963802444
"Day 4",3.31596275401689
"Day 4",4.77169778567052
"Day 4",3.0531089999542
"Day 4",3.88843747228469
"Day 4",3.54957470293272
"Day 4",6.22387185097725
"Day 4",4.16920278442754
"Day 4",2.27618022839783
"Day 4",2.81254575944469
"Day 4",3.67950940331364
"Day 4",1.65810942445515
"Day 4",1.74407514898271
"Day 4",2.35157788034386
"Day 4",3.04034265016237
"Day 4",4.45262291228246
"Day 4",3.10596416728147
"Day 4",3.49451883684679
"Day 4",3.29249985031977
"Day 4",2.72233898364762
"Day 4",4.56235556918838
"Day 4",2.37410326260585
"Day 4",3.14669416849327
"Day 4",3.04043300825686
"Day 4",3.82359447136099
"Day 4",4.78043876041246
"Day 4",3.80729492824377
"Day 4",4.58031211291
"Day 4",4.02915637320941
"Day 4",2.79411975527564
"Day 4",3.4225739823818
"Day 4",4.57471040911464
"Day 4",1.96047345032023
"Day 4",3.63904588792928
"Day 4",3.21045661791251
"Day 4",4.13122763605357
"Day 4",4.01764825191077
"Day 4",3.61793752942012
"Day 4",4.67860189433409
"Day 4",1.99231051784897
"Day 4",4.16053862705256
"Day 4",1.94421649520679
"Day 4",3.87306746883554
"Day 4",3.42978164344064
"Day 4",4.21086287468536
"Day 4",3.42014299409419
"Day 4",1.95385714552738
"Day 4",1.56303736622568
"Day 4",3.8314664365725
"Day 4",3.2846948276835
"Day 4",2.84179362973331
"Day 4",3.07314907073026
"Day 4",2.75244059027979
"Day 4",3.20996699764793
"Day 4",2.52113848681012
"Day 4",1.58512156327158
"Day 4",3.15455617421805
"Day 4",4.28029552382153
"Day 4",5.02082331400671
"Day 4",3.35231951440188
"Day 4",3.27820375810884
"Day 4",4.20705423030348
"Day 4",3.3976782047264
"Day 4",2.96294041607007
"Day 4",1.80380544274535
"Day 4",2.22531091619363
"Day 4",3.71161457574165
"Day 4",2.05090796867602
"Day 4",4.28312705943768
"Day 4",2.15167681988932
"Day 4",3.17772220327899
"Day 4",3.34792099816883
"Day 4",3.3385815368582
"Day 4",3.48523311656611
"Day 4",3.88267490694696
"Day 4",3.23767093080453
"Day 4",3.12880334639637
"Day 4",3.49269138146511
"Day 4",2.96405867197843
"Day 4",4.71829705299924
"Day 4",1.41848054681169
"Day 4",4.26403411116937
"Day 7",3.57139570146526
"Day 7",4.1885347549658
"Day 7",4.7086410301485
"Day 7",4.56872271827222
"Day 7",3.19231988967795
"Day 7",5.23894393382849
"Day 7",2.30686213953178
"Day 7",4.59478466360067
"Day 7",3.3293254484387
"Day 7",2.03602417659023
"Day 7",2.08345125926965
"Day 7",4.02556473836451
"Day 7",5.84565155775542
"Day 7",4.05150597901291
"Day 7",4.84032201096602
"Day 7",4.57157582413529
"Day 7",3.19775394435205
"Day 7",4.67764410020104
"Day 7",4.12471534825018
"Day 7",3.99007134923764
"Day 7",4.72102417556543
"Day 7",4.48765583230905
"Day 7",3.22355115021471
"Day 7",4.16360579106178
"Day 7",2.97920548227807
"Day 7",4.38035293728443
"Day 7",3.4019112313782
"Day 7",4.21596755268104
"Day 7",4.13855912158064
"Day 7",3.55124350951104
"Day 7",4.22827160829594
"Day 7",4.32840772757681
"Day 7",3.58775600905518
"Day 7",4.87846310763825
"Day 7",5.08128649019447
"Day 7",3.19096804474718
"Day 7",3.08482032981299
"Day 7",4.27245549259608
"Day 7",2.95975274100203
"Day 7",3.38653009916972
"Day 7",4.53869808317533
"Day 7",3.27240129709738
"Day 7",2.02612484557954
"Day 7",4.41123956711638
"Day 7",2.32566299410929
"Day 7",2.55376776314246
"Day 7",1.02350193493553
"Day 7",4.56473879645166
"Day 7",4.03100932173956
"Day 7",4.22530998866602
"Day 7",4.57720884536538
"Day 7",3.76138619762416
"Day 7",2.78287016675597
"Day 7",4.3186736001444
"Day 7",4.9990955753541
"Day 7",2.41979673722892
"Day 7",3.24156990369049
"Day 7",3.53113453959595
"Day 7",2.61349132414229
"Day 7",4.43857738087272
"Day 7",3.24875264933465
"Day 7",4.95635411245391
"Day 7",3.84922737253717
"Day 7",4.4698451162581
"Day 7",5.23621022275376
"Day 7",4.04437477330941
"Day 7",4.79058815847069
"Day 7",3.99384209714491
"Day 7",2.40926035624342
"Day 7",3.82061007912053
"Day 7",4.46068530955873
"Day 7",4.25030045641489
"Day 7",3.64002272179199
"Day 7",2.67971647042507
"Day 7",4.39468649921271
"Day 7",2.95686045391994
"Day 7",2.64832243296848
"Day 7",4.34733350093306
"Day 7",2.66581418802536
"Day 7",4.02481526171365
"Day 7",3.80255041051611
"Day 7",2.57804708885648
"Day 7",4.88532069888615
"Day 7",3.25461940078299
"Day 7",4.90398005102974
"Day 7",3.36296901475684
"Day 7",3.27094747154125
"Day 7",3.77127205736018
"Day 7",3.47058756369982
"Day 7",3.47192700856409
"Day 7",2.99254876724097
"Day 7",2.68413464483627
"Day 7",4.36422368919207
"Day 7",3.05829292585452
"Day 7",2.53365962448382
"Day 7",3.33277993276954
"Day 7",3.06313935220165
"Day 7",1.78263716918354
"Day 7",3.53233782267374
"Day 7",3.95380019146768
"Day 7",4.07111696796683
"Day 7",4.16132196418707
"Day 7",2.87922378403925
"Day 7",3.50033104976244
"Day 7",2.87231909900546
"Day 7",3.21540303652893
"Day 7",2.68694656705164
"Day 7",2.77285330339952
"Day 7",4.37949066956986
"Day 7",3.54928015543566
"Day 7",3.56186612509162
"Day 7",5.39119352550017
"Day 7",3.74627920782522
"Day 7",3.30590131815979
"Day 7",4.48750376047248
"Day 7",3.35172279144145
"Day 7",5.06307515896114
"Day 7",3.45254142820548
"Day 7",3.23313959501108
"Day 7",2.72532495301129
"Day 7",4.1023491299038
"Day 7",5.14918977724495
"Day 7",3.4724712185182
"Day 7",4.04055023052724
"Day 7",4.10666254676167
"Day 7",5.10841778108478
"Day 7",4.41076647261288
"Day 7",2.81223725676031
"Day 7",3.1588503673066
"Day 7",3.1135599796202
"Day 7",3.93024704236164
"Day 7",3.7963685569278
"Day 7",4.13850250100442
"Day 7",3.19524451847853
"Day 7",3.45376106345183
"Day 7",4.48205125559108
"Day 7",3.70836178406741
"Day 7",3.19805331168147
"Day 7",4.69347122413637
"Day 7",3.81241660664292
"Day 7",2.95678810634018
"Day 7",5.37291347636071
"Day 7",2.72534708924908
"Day 7",2.16144664065968
"Day 7",1.72711814731724
"Day 7",4.39903589198296
"Day 7",3.30979398444545
"Day 7",3.5464853915855
"Day 7",4.06645681481872
"Day 7",3.3708346631525
"Day 7",2.32058463905089
"Day 7",2.00619890764137
"Day 7",3.4865560752275
"Day 7",3.96074748514481
"Day 7",1.70444464408495
"Day 7",4.06728252247132
"Day 7",4.18852184887572
"Day 7",4.99115837415018
"Day 7",3.95153689708804
"Day 7",3.98855753353622
"Day 7",4.35623533658774
"Day 7",3.78239049236458
"Day 7",3.7266628004115
"Day 7",3.90670570725058
"Day 7",4.48463949492452
"Day 7",3.40321264475452
"Day 7",3.34043336424166
"Day 7",3.00405088938475
"Day 7",2.91886329938988
"Day 7",4.10065597363155
"Day 7",5.22358244763036
"Day 7",2.90864919664472
"Day 7",3.62663480784129
"Day 7",2.85239893146055
"Day 7",4.63543952651166
"Day 7",3.50800868446852
"Day 7",3.96468364921719
"Day 7",4.12018593271084
"Day 7",2.83006330042751
"Day 7",3.70363525493815
"Day 7",3.58992479227303
"Day 7",4.42132711743334
"Day 7",2.6654148819742
"Day 7",2.69603537913104
"Day 7",4.50459725048682
"Day 7",3.25894996761966
"Day 7",3.19252783642247
"Day 7",3.90397244042156
"Day 7",3.50523310428884
"Day 7",5.51707097718368
"Day 7",4.03876893930638
"Day 7",3.94863526524462
"Day 7",4.65658891658853
"Day 7",3.74484899068115
"Day 7",3.84484052407125
"Day 7",2.81295463132475
"Day 7",1.69046628395778
"Day 7",2.6893696979408
"Day 7",3.90498067541342
"Day 7",2.84936668722305
"Day 10",4.90436736472496
"Day 10",4.93882886679112
"Day 10",4.45651120039213
"Day 10",4.05842610496254
"Day 10",2.95259463244075
"Day 10",3.9565092717567
"Day 10",3.81974225778963
"Day 10",4.8800676872938
"Day 10",5.49319805991126
"Day 10",4.72598829439977
"Day 10",3.1781258915625
"Day 10",5.83744744012826
"Day 10",5.20983538082952
"Day 10",4.46234515508074
"Day 10",2.15383963645086
"Day 10",3.3431436623745
"Day 10",4.18485558615028
"Day 10",4.97324060648701
"Day 10",3.12909101003962
"Day 10",7.30063900892892
"Day 10",1.82386639159671
"Day 10",4.02586274813264
"Day 10",4.00341548890164
"Day 10",3.61980142921177
"Day 10",3.94695882471516
"Day 10",4.9552753996937
"Day 10",3.41942195800352
"Day 10",2.27132692201189
"Day 10",4.33907950766971
"Day 10",4.24827117859734
"Day 10",4.237554380247
"Day 10",4.8845696708302
"Day 10",4.23749068219545
"Day 10",4.98724467895249
"Day 10",2.33980143399651
"Day 10",3.17822852977679
"Day 10",4.58135959300643
"Day 10",3.91474644200792
"Day 10",5.14753586802174
"Day 10",3.29551614009986
"Day 10",4.937707595872
"Day 10",3.61460889605915
"Day 10",3.19261181596999
"Day 10",3.9243350701014
"Day 10",4.2972903570103
"Day 10",3.08370213655074
"Day 10",3.52419438471392
"Day 10",3.06612704146301
"Day 10",5.21593527887178
"Day 10",4.93743199285592
"Day 10",3.26909921975014
"Day 10",4.77947870391662
"Day 10",4.00719764805545
"Day 10",3.19227783071066
"Day 10",4.65013756763406
"Day 10",3.94319720374594
"Day 10",5.08617090613195
"Day 10",4.06487957356289
"Day 10",5.37865223299859
"Day 10",3.76572371382044
"Day 10",4.45857061032963
"Day 10",4.60177970029633
"Day 10",4.51515297404408
"Day 10",4.44184531544766
"Day 10",4.23765328469022
"Day 10",4.16367824422638
"Day 10",5.5467797970529
"Day 10",5.11272404043901
"Day 10",3.67060623716819
"Day 10",5.57661536015848
"Day 10",4.38755845464302
"Day 10",3.64142356698446
"Day 10",4.41131214658061
"Day 10",4.1006718869502
"Day 10",4.3458926148188
"Day 10",3.32527555355913
"Day 10",3.47116598850946
"Day 10",5.54477302057415
"Day 10",5.16330238400471
"Day 10",3.41046174931894
"Day 10",3.39491249033549
"Day 10",5.88716647615699
"Day 10",6.06359005402249
"Day 10",3.5117158639375
"Day 10",3.01281000051755
"Day 10",6.74232040847775
"Day 10",4.46814746862947
"Day 10",4.42741239753479
"Day 10",4.32232980320277
"Day 10",5.58461717700527
"Day 10",4.0678638764305
"Day 10",5.63642255594829
"Day 10",4.04037732142219
"Day 10",4.72988859195948
"Day 10",3.26817784423077
"Day 10",4.41194979788626
"Day 10",5.39063475284733
"Day 10",4.09476438097255
"Day 10",5.46835206996651
"Day 10",6.84083656851571
"Day 10",5.14482800646438
"Day 10",4.01381666458442
"Day 10",4.34165491672116
"Day 10",3.83776560576335
"Day 10",6.31973447407899
"Day 10",1.43915936182638
"Day 10",4.32684382723916
"Day 10",4.35463091438636
"Day 10",4.45277590999702
"Day 10",2.77007136799929
"Day 10",4.45540096894487
"Day 10",4.42828062617512
"Day 10",5.44569101895292
"Day 10",4.74734189186352
"Day 10",5.30968156360596
"Day 10",3.34037286993805
"Day 10",4.13181469913734
"Day 10",4.43215093759747
"Day 10",4.50860638807318
"Day 10",3.59087625951041
"Day 10",5.65521332480953
"Day 10",3.66882132943937
"Day 10",2.71640552435862
"Day 10",4.63236560506114
"Day 10",4.88132767492501
"Day 10",5.14692071744519
"Day 10",3.35105224217713
"Day 10",4.01412597322305
"Day 10",2.98798535488788
"Day 10",5.05252555499397
"Day 10",4.58031189581672
"Day 10",5.11807445710955
"Day 10",4.82786082571165
"Day 10",3.67282941158574
"Day 10",4.42067516732825
"Day 10",2.43701105155349
"Day 10",4.72779894480464
"Day 10",5.17045419580457
"Day 10",3.41804973051534
"Day 10",2.22077668823689
"Day 10",2.80331379749424
"Day 10",3.19253770250823
"Day 10",5.4289347007591
"Day 10",4.25330783830984
"Day 10",3.07409514330659
"Day 10",4.77791416295312
"Day 10",2.1760081181081
"Day 10",4.01532676575761
"Day 10",5.30721408120712
"Day 10",3.92541042484137
"Day 10",5.49016642503401
"Day 10",5.95555767786875
"Day 10",3.14055653390022
"Day 10",3.15532675626708
"Day 10",3.38126730412163
"Day 10",4.75229163090695
"Day 10",5.04332498069615
"Day 10",5.39868012538695
"Day 10",5.48449891809277
"Day 10",5.2719456889994
"Day 10",5.14281097233858
"Day 10",4.40520595873643
"Day 10",3.40626836929163
"Day 10",3.56014706638147
"Day 10",4.63721715533305
"Day 10",5.8493595222892
"Day 10",5.87068083238638
"Day 10",2.42014163421522
"Day 10",3.45770188553296
"Day 10",5.59817589051653
"Day 10",3.23909577073172
"Day 10",2.71710140114357
"Day 10",4.81982053426256
"Day 10",5.8963164701177
"Day 10",6.08777933433485
"Day 10",4.75617954688725
"Day 10",4.9336824682188
"Day 10",4.78208871646742
"Day 10",4.23281741492303
"Day 10",1.04684787157701
"Day 10",4.97266808252177
"Day 10",3.87833449036895
"Day 10",5.20940616262126
"Day 10",3.65437551027994
"Day 10",2.69715149897323
"Day 10",5.43298051942896
"Day 10",4.42230857422763
"Day 10",7.57053905078632
"Day 10",5.11981231766057
"Day 10",5.24608119155493
"Day 10",4.97563369008811
"Day 10",3.67678199198357
"Day 10",3.89809182043236
"Day 10",5.25683464141696
"Day 10",5.25235500334742
"Day 10",4.8038235530643
"Day 10",3.31276093623744
"Day 10",5.85039072115678
"Day 10",2.9515010066015
