"location_name","sex_name","year","age_name","val"
"China","Male",2004,"90-94",298623.176172178
"China","Male",2004,"95+",273966.467992709
"China","Male",2005,"<5",1398559.65171337
"China","Male",2005,"5-9",1286366.39580468
"China","Male",2005,"10-14",1183173.34711345
"China","Male",2005,"15-19",1088258.50386424
"China","Male",2005,"20-24",1000957.78367739
"China","Male",2005,"25-29",920660.377241899
"China","Male",2005,"30-34",846804.474719367
"China","Male",2005,"35-39",778873.334978262
"China","Male",2005,"40-44",716391.670156447
"China","Male",2005,"45-49",658922.320256177
"China","Male",2005,"50-54",606063.194504994
"China","Male",2005,"55-59",557444.458082394
"China","Male",2005,"60-64",512725.944528897
"China","Male",2005,"65-69",471594.775733143
"China","Male",2005,"70-74",433763.172844979
"China","Male",2005,"75-79",398966.442798362
"China","Male",2005,"80-84",366961.126356536
"China","Male",2005,"85-89",337523.294722096
"China","Male",2005,"90-94",310446.982793958
"China","Male",2005,"95+",285542.748109358
"China","Male",2006,"<5",1388414.10576742
"China","Male",2006,"5-9",1280269.1212948
"China","Male",2006,"10-14",1180547.65947151
"China","Male",2006,"15-19",1088593.60356528
"China","Male",2006,"20-24",1003801.94244232
"China","Male",2006,"25-29",925614.789900386
"China","Male",2006,"30-34",853517.714059978
"China","Male",2006,"35-39",787036.352663045
"China","Male",2006,"40-44",725733.292009474
"China","Male",2006,"45-49",669205.188996398
"China","Male",2006,"50-54",617080.117324779
"China","Male",2006,"55-59",569015.120412661
"China","Male",2006,"60-64",524693.954914489
"China","Male",2006,"65-69",483825.010000002
"China","Male",2006,"70-74",446139.388702605
"China","Male",2006,"75-79",411389.138713463
"China","Male",2006,"80-84",379345.620980847
"China","Male",2006,"85-89",349798.005380921
"China","Male",2006,"90-94",322551.883562269
"China","Male",2006,"95+",297427.989837367
"China","Male",2007,"<5",1378188.29245924
"China","Male",2007,"5-9",1274026.22514103
"China","Male",2007,"10-14",1177736.62077101
"China","Male",2007,"15-19",1088724.48661845
"China","Male",2007,"20-24",1006439.79889717
"China","Male",2007,"25-29",930374.104058488
"China","Male",2007,"30-34",860057.376955016
"China","Male",2007,"35-39",795055.116461239
"China","Male",2007,"40-44",734965.660604125
"China","Male",2007,"45-49",679417.70461343
"China","Male",2007,"50-54",628068.006555232
"China","Male",2007,"55-59",580599.266371348
"China","Male",2007,"60-64",536718.165218791
"China","Male",2007,"65-69",496153.552993951
"China","Male",2007,"70-74",458654.772841854
"China","Male",2007,"75-79",423990.112297305
"China","Male",2007,"80-84",391945.371487209
"China","Male",2007,"85-89",362322.53954669
"China","Male",2007,"90-94",334938.571070349
"China","Male",2007,"95+",309624.255038075
"China","Male",2008,"<5",1367888.74613515
"China","Male",2008,"5-9",1267644.16017575
"China","Male",2008,"10-14",1174745.91509572
"China","Male",2008,"15-19",1088655.64043047
"China","Male",2008,"20-24",1008874.41974592
"China","Male",2008,"25-29",934939.899282751
"China","Male",2008,"30-34",866423.608491316
"China","Male",2008,"35-39",802928.476928851
"China","Male",2008,"40-44",744086.533128842
"China","Male",2008,"45-49",689556.772106814
"China","Male",2008,"50-54",639023.179144187
"China","Male",2008,"55-59",592192.898397478
"China","Male",2008,"60-64",548794.535719458
"China","Male",2008,"65-69",508576.585856636
"China","Male",2008,"70-74",471305.974908274
"China","Male",2008,"75-79",436766.709600065
"China","Male",2008,"80-84",404758.625544679
"China","Male",2008,"85-89",375096.227234974
"China","Male",2008,"90-94",347607.613047347
"China","Male",2008,"95+",322133.479025321
"China","Male",2009,"<5",1357521.82798348
"China","Male",2009,"5-9",1261129.26251808
"China","Male",2009,"10-14",1171581.17386733
"China","Male",2009,"15-19",1088391.56124225
"China","Male",2009,"20-24",1011108.93295857
"China","Male",2009,"25-29",939313.856073782
"China","Male",2009,"30-34",872616.680015375
"China","Male",2009,"35-39",810655.421845756
"China","Male",2009,"40-44",753093.801686603
"China","Male",2009,"45-49",699619.417640425
"China","Male",2009,"50-54",649942.050304135
"China","Male",2009,"55-59",603792.087672804
"China","Male",2009,"60-64",560919.061885114
"China","Male",2009,"65-69",521090.289869076
"China","Male",2009,"70-74",484089.610510425
"China","Male",2009,"75-79",449716.211489977
"China","Male",2009,"80-84",417783.539422899
"China","Male",2009,"85-89",388118.287384922
"China","Male",2009,"90-94",360559.454330546
"China","Male",2009,"95+",334957.471298456
"China","Male",2010,"<5",1347093.72708972
"China","Male",2010,"5-9",1254487.75010335
"China","Male",2010,"10-14",1168247.97229165
"China","Male",2010,"15-19",1087936.7492039
"China","Male",2010,"20-24",1013146.52226323
"China","Male",2010,"25-29",943497.750512787
"China","Male",2010,"30-34",878636.984544083
"China","Male",2010,"35-39",818235.072833124
"China","Male",2010,"40-44",761985.491382007
"China","Male",2010,"45-49",709602.788189324
"China","Male",2010,"50-54",660821.134655467
"China","Male",2010,"55-59",615392.976571607
"China","Male",2010,"60-64",573087.777846436
"China","Male",2010,"65-69",533690.850595449
"China","Male",2010,"70-74",497002.265655743
"China","Male",2010,"75-79",462835.837997498
"China","Male",2010,"80-84",431018.181883353
"China","Male",2010,"85-89",401387.830980875
"China","Male",2010,"90-94",373794.418962896
"China","Male",2010,"95+",348097.916437497
"China","Male",2011,"<5",1336610.46161752
"China","Male",2011,"5-9",1247725.72139568
"China","Male",2011,"10-14",1164751.82600946
"China","Male",2011,"15-19",1087295.70363819
"China","Male",2011,"20-24",1014990.42177973
"China","Male",2011,"25-29",947493.448983053
"China","Male",2011,"30-34",884485.032175628
"China","Male",2011,"35-39",825666.681898836
"China","Male",2011,"40-44",770759.75827533
"China","Male",2011,"45-49",719504.151009732
"China","Male",2011,"50-54",671657.047169434
"China","Male",2011,"55-59",626991.780908102
"China","Male",2011,"60-64",585296.75968269
"China","Male",2011,"65-69",546374.461877144
"China","Male",2011,"70-74",510040.501084236
"China","Male",2011,"75-79",476122.752612755
"China","Male",2011,"80-84",444460.538082067
"China","Male",2011,"85-89",414903.864241224
"China","Male",2011,"90-94",387312.712406685
"China","Male",2011,"95+",361556.375152504
"China","Male",2012,"<5",1326077.88011167
"China","Male",2012,"5-9",1240849.15428017
"China","Male",2012,"10-14",1161098.18794968
"China","Male",2012,"15-19",1086472.91849274
"China","Male",2012,"20-24",1016643.91079844
"China","Male",2012,"25-29",951302.902972859
"China","Male",2012,"30-34",890161.445509323
"China","Male",2012,"35-39",832949.627920829
"China","Male",2012,"40-44",779414.887213492
"China","Male",2012,"45-49",729320.892940913
"China","Male",2012,"50-54",682446.503917539
"China","Male",2012,"55-59",638584.791985389
"China","Male",2012,"60-64",597542.128524549
"China","Male",2012,"65-69",559137.329674801
"China","Male",2012,"70-74",523200.856494962
"China","Male",2012,"75-79",489574.066529006
"China","Male",2012,"80-84",458108.513474989
"China","Male",2012,"85-89",428665.291865148
"China","Male",2012,"90-94",401114.42386426
"China","Male",2012,"95+",375334.285479244
"China","Male",2013,"<5",1315501.662919
"China","Male",2013,"5-9",1233863.90513064
"China","Male",2013,"10-14",1157292.44538246
"China","Male",2013,"15-19",1085472.87798123
"China","Male",2013,"20-24",1018110.30870721
"China","Male",2013,"25-29",954928.143965852
"China","Male",2013,"30-34",895666.955082673
"China","Male",2013,"35-39",840083.413077994
"China","Male",2013,"40-44",787949.289547731
"China","Male",2013,"45-49",739050.519547793
"China","Male",2013,"50-54",693186.322634251
"China","Male",2013,"55-59",650168.378450239
"China","Male",2013,"60-64",609820.053474504
"China","Male",2013,"65-69",571975.675756598
"China","Male",2013,"70-74",536479.854660757
"China","Male",2013,"75-79",503186.842825295
"China","Male",2013,"80-84",471959.937717693
"China","Male",2013,"85-89",442670.920328148
"China","Male",2013,"90-94",415199.528696827
"China","Male",2013,"95+",389432.964113105
"China","Male",2014,"<5",1304887.32372308
"China","Male",2014,"5-9",1226775.70804848
"China","Male",2014,"10-14",1153339.91716916
"China","Male",2014,"15-19",1084300.05241283
"China","Male",2014,"20-24",1019392.97006923
"China","Male",2014,"25-29",958371.278424438
"China","Male",2014,"30-34",901002.394833578
"China","Male",2014,"35-39",847067.65923792
"China","Male",2014,"40-44",796361.500747556
"China","Male",2014,"45-49",748690.65411311
"China","Male",2014,"50-54",703873.423100101
"China","Male",2014,"55-59",661738.98795831
"China","Male",2014,"60-64",622126.754346587
"China","Male",2014,"65-69",584885.741231561
"China","Male",2014,"70-74",549874.005427217
"China","Male",2014,"75-79",516958.100582014
"China","Male",2014,"80-84",486012.568551465
"China","Male",2014,"85-89",456919.46121757
"China","Male",2014,"90-94",429567.89093253
"China","Male",2014,"95+",403853.607873261
"China","Male",2015,"<5",1294240.21118777
"China","Male",2015,"5-9",1219590.17426818
"China","Male",2015,"10-14",1149245.85120598
"China","Male",2015,"15-19",1082958.89420943
"China","Male",2015,"20-24",1020495.27985384
"China","Male",2015,"25-29",961634.482871303
"China","Male",2015,"30-34",906168.697595158
"China","Male",2015,"35-39",853902.104310459
"China","Male",2015,"40-44",804650.177920389
"China","Male",2015,"45-49",758239.036487853
"China","Male",2015,"50-54",714504.827352328
"China","Male",2015,"55-59",673293.148654658
"China","Male",2015,"60-64",634458.504227523
"China","Male",2015,"65-69",597863.789927103
"China","Male",2015,"70-74",563379.80959243
"China","Male",2015,"75-79",530884.818923557
"China","Male",2015,"80-84",500264.095668234
"China","Male",2015,"85-89",471409.534599616
"China","Male",2015,"90-94",444219.265855136
"China","Male",2015,"95+",418597.295289065
"China","Male",2016,"<5",1283565.51070519
"China","Male",2016,"5-9",1212312.79172451
"China","Male",2016,"10-14",1145015.42205775
"China","Male",2016,"15-19",1081453.83410919
"China","Male",2016,"20-24",1021420.64882203
"China","Male",2016,"25-29",964719.999073665
"China","Male",2016,"30-34",911166.890630236
"China","Male",2016,"35-39",860586.598575715
"China","Male",2016,"40-44",812814.097246065
"China","Male",2016,"45-49",767693.521808671
"China","Male",2016,"50-54",725077.659730333
"China","Male",2016,"55-59",684827.470474661
"China","Male",2016,"60-64",646811.631861816
"China","Male",2016,"65-69",610906.111610523
"China","Male",2016,"70-74",576993.76266446
"China","Male",2016,"75-79",544963.940982706
"China","Male",2016,"80-84",514712.144547234
"China","Male",2016,"85-89",486139.672409665
"China","Male",2016,"90-94",459153.302664862
"China","Male",2016,"95+",433664.988300714
"China","Male",2017,"<5",1272868.24624283
"China","Male",2017,"5-9",1204948.92477649
"China","Male",2017,"10-14",1140653.728778
"China","Male",2017,"15-19",1079789.27755507
"China","Male",2017,"20-24",1022172.50906811
"China","Male",2017,"25-29",967630.129334476
"China","Male",2017,"30-34",915998.091212083
"China","Male",2017,"35-39",867121.100994725
"China","Male",2017,"40-44",820852.151335123
"China","Male",2017,"45-49",777052.079090852
"China","Male",2017,"50-54",735589.146763292
"China","Male",2017,"55-59",696338.646270688
"China","Male",2017,"60-64",659182.523863595
"China","Male",2017,"65-69",624009.025054551
"China","Male",2017,"70-74",590712.358494061
"China","Male",2017,"75-79",559192.377781895
"China","Male",2017,"80-84",529354.280256713
"China","Male",2017,"85-89",501108.321858058
"China","Male",2017,"90-94",474369.547203099
"China","Male",2017,"95+",449057.534066283
"China","Male",2018,"<5",1262153.28228481
"China","Male",2018,"5-9",1197503.81408272
"China","Male",2018,"10-14",1136165.79291126
"China","Male",2018,"15-19",1077969.60126633
"China","Male",2018,"20-24",1022754.30971813
"China","Male",2018,"25-29",970367.231894287
"China","Male",2018,"30-34",920663.502257635
"China","Male",2018,"35-39",873505.675510729
"China","Male",2018,"40-44",828763.346519558
"China","Male",2018,"45-49",786312.78970535
"China","Male",2018,"50-54",746036.616907283
"China","Male",2018,"55-59",707823.452770017
"China","Male",2018,"60-64",671567.626758371
"China","Male",2018,"65-69",637168.880947504
"China","Male",2018,"70-74",604532.092780535
"China","Male",2018,"75-79",573567.012026946
"China","Male",2018,"80-84",544188.011214401
"China","Male",2018,"85-89",516313.848843825
"China","Male",2018,"90-94",489867.444732986
"China","Male",2018,"95+",464775.666867328
"China","Male",2019,"<5",1251425.32586199
"China","Male",2019,"5-9",1189982.57662289
"China","Male",2019,"10-14",1131556.55667321
"China","Male",2019,"15-19",1075999.14999083
"China","Male",2019,"20-24",1023169.51278588
"China","Male",2019,"25-29",972933.716447095
"China","Male",2019,"30-34",925164.40801892
"China","Male",2019,"35-39",879740.487348545
"China","Male",2019,"40-44",836546.800084455
"China","Male",2019,"45-49",795473.845748197
"China","Male",2019,"50-54",756417.500139314
"China","Male",2019,"55-59",719278.751369692
"China","Male",2019,"60-64",683963.448858146
"China","Male",2019,"65-69",650382.064648938
"China","Male",2019,"70-74",618449.466449112
"China","Male",2019,"75-79",588084.701809306
"China","Male",2019,"80-84",559210.79290089
"China","Male",2019,"85-89",531754.541369186
"China","Male",2019,"90-94",505646.342768044
"China","Male",2019,"95+",480820.010105352
"China","Male",2020,"<5",1240688.92866574
"China","Male",2020,"5-9",1182390.2058597
"China","Male",2020,"10-14",1126830.88130433
"China","Male",2020,"15-19",1073882.23343569
"China","Male",2020,"20-24",1023421.58918643
"China","Male",2020,"25-29",975332.039773062
"China","Male",2020,"30-34",929502.169838036
"China","Male",2020,"35-39",885825.79931922
"China","Male",2020,"40-44",844201.737448623
"China","Male",2020,"45-49",804533.548310496
"China","Male",2020,"50-54",766729.327415616
"China","Male",2020,"55-59",730701.488774118
"China","Male",2020,"60-64",696366.56197356
"China","Male",2020,"65-69",663644.998792087
"China","Male",2020,"70-74",632460.988898647
"China","Male",2020,"75-79",602742.28421327
"China","Male",2020,"80-84",574420.031520472
"China","Male",2020,"85-89",547428.612948002
"China","Male",2020,"90-94",521705.493941314
"China","Male",2020,"95+",497191.078381581
"China","Male",2021,"<5",1229948.48923966
"China","Male",2021,"5-9",1174731.5720358
"China","Male",2021,"10-14",1121993.54559215
"China","Male",2021,"15-19",1071623.12337348
"China","Male",2021,"20-24",1023514.01490697
"China","Male",2021,"25-29",977564.70149057
"China","Male",2021,"30-34",933678.221970616
"China","Male",2021,"35-39",891761.968136715
"China","Male",2021,"40-44",851727.489302085
"China","Male",2021,"45-49",813490.30565701
"China","Male",2021,"50-54",776969.730001546
"China","Male",2021,"55-59",742088.6974813
"China","Male",2021,"60-64",708773.602967
"China","Male",2021,"65-69",676954.14573469
"China","Male",2021,"70-74",646563.18111881
"China","Male",2021,"75-79",617536.57882511
"China","Male",2021,"80-84",589813.087604419
"China","Male",2021,"85-89",563334.206001714
"China","Male",2021,"90-94",538044.05890773
"China","Male",2021,"95+",513889.279652625
"China","Female",1990,"<5",1536130.43350526
"China","Female",1990,"5-9",1355630.34953433
"China","Female",1990,"10-14",1196339.58451372
"China","Female",1990,"15-19",1055765.9777727
"China","Female",1990,"20-24",931710.205238601
"China","Female",1990,"25-29",822231.370229523
"China","Female",1990,"30-34",725616.637435442
"China","Female",1990,"35-39",640354.435000627
"China","Female",1990,"40-44",565110.805444362
"China","Female",1990,"45-49",498708.535421735
"China","Female",1990,"50-54",440108.737802181
"China","Female",1990,"55-59",388394.597910841
"China","Female",1990,"60-64",342757.029636906
"China","Female",1990,"65-69",302482.016993666
"China","Female",1990,"70-74",266939.443084451
"China","Female",1990,"75-79",235573.231699685
"China","Female",1990,"80-84",207892.647306816
"China","Female",1990,"85-89",183464.617318376
"China","Female",1990,"90-94",161906.956517335
"China","Female",1990,"95+",142882.387633447
"China","Female",1991,"<5",1528092.44213842
