"measure_name","location_name","sex_name","age_name","metric_name","year","val","sdi","upper","lower"
"Incidence","China","Male","10-14","Rate",1991,39.7176036535122,0.424,42.4978359092581,36.9373713977663
"Incidence","China","Male","15-19","Rate",1991,43.0804030850167,0.424,46.0960313009679,40.0647748690656
"Incidence","China","Male","20-24","Rate",1991,53.0356240707706,0.424,56.7481177557245,49.3231303858166
"Incidence","China","Male","25-29","Rate",1991,60.7324320236026,0.424,64.9837022652548,56.4811617819504
"Incidence","China","Male","30-34","Rate",1991,63.4468577966403,0.424,67.8881378424051,59.0055777508755
"Incidence","China","Male","35-39","Rate",1991,79.9461293134362,0.424,85.5423583653767,74.3499002614957
"Incidence","China","Male","40-44","Rate",1991,88.9280158943508,0.424,95.1529770069553,82.7030547817462
"Incidence","China","Male","45-49","Rate",1991,94.5099926354421,0.424,101.125692119923,87.8942931509611
"Incidence","China","Male","50-54","Rate",1991,108.481941383217,0.424,116.075677280043,100.888205486392
"Incidence","China","Male","55-59","Rate",1991,108.641355297905,0.424,116.246250168759,101.036460427052
"Incidence","China","Male","60-64","Rate",1991,112.88325293361,0.424,120.785080638963,104.981425228258
"Incidence","China","Male","65-69","Rate",1991,131.915353540456,0.424,141.149428288288,122.681278792625
"Incidence","China","Male","70-74","Rate",1991,131.847172103047,0.424,141.07647415026,122.617870055833
"Incidence","China","Male","75-79","Rate",1991,156.417046859602,0.424,167.366240139774,145.46785357943
"Incidence","China","Male","80-84","Rate",1991,150.455024924494,0.424,160.986876669209,139.92317317978
"Incidence","China","Male","85-89","Rate",1991,167.347965106079,0.424,179.062322663505,155.633607548654
"Incidence","China","Male","90-94","Rate",1991,172.926940219127,0.424,185.031826034466,160.822054403788
"Incidence","China","Male","95+","Rate",1991,171.524782844661,0.424,183.531517643787,159.518048045535
"Incidence","China","Male","Age-standardized","Rate",1991,60.4189079397444,0.424,64.6482314955265,56.1895843839623
"Incidence","China","Male","All ages","Number",1991,8355.16097559268,0.424,8940.02224388416,7770.29970730119
"Incidence","China","Male","<5","Rate",1992,23.9826297618119,0.428,25.6614138451387,22.3038456784851
"Incidence","China","Male","5-9","Rate",1992,31.3227902793726,0.428,33.5153855989287,29.1301949598165
"Incidence","China","Male","10-14","Rate",1992,38.6713898790696,0.428,41.3783871706044,35.9643925875347
"Incidence","China","Male","15-19","Rate",1992,47.3142465025622,0.428,50.6262437577415,44.0022492473828
"Incidence","China","Male","20-24","Rate",1992,56.7250831063642,0.428,60.6958389238097,52.7543272889187
"Incidence","China","Male","25-29","Rate",1992,63.2806847351057,0.428,67.7103326665631,58.8510368036483
"Incidence","China","Male","30-34","Rate",1992,61.2720517525047,0.428,65.56109537518,56.9830081298293
"Incidence","China","Male","35-39","Rate",1992,80.4677357606662,0.428,86.1004772639128,74.8349942574195
"Incidence","China","Male","40-44","Rate",1992,85.9040378790156,0.428,91.9173205305467,79.8907552274845
"Incidence","China","Male","45-49","Rate",1992,96.5523384557776,0.428,103.311002147682,89.7936747638732
"Incidence","China","Male","50-54","Rate",1992,106.893392853751,0.428,114.375930353514,99.4108553539885
"Incidence","China","Male","55-59","Rate",1992,120.113783103329,0.428,128.521747920562,111.705818286096
"Incidence","China","Male","60-64","Rate",1992,115.869995999436,0.428,123.980895719396,107.759096279475
"Incidence","China","Male","65-69","Rate",1992,136.963155352045,0.428,146.550576226688,127.375734477402
"Incidence","China","Male","70-74","Rate",1992,138.805100430098,0.428,148.521457460205,129.088743399991
"Incidence","China","Male","75-79","Rate",1992,152.369931477002,0.428,163.035826680392,141.704036273611
"Incidence","China","Male","80-84","Rate",1992,160.02630449941,0.428,171.228145814369,148.824463184451
"Incidence","China","Male","85-89","Rate",1992,166.901204331296,0.428,178.584288634487,155.218120028105
"Incidence","China","Male","90-94","Rate",1992,160.562335238686,0.428,171.801698705394,149.322971771978
"Incidence","China","Male","95+","Rate",1992,176.527320496408,0.428,188.884232931157,164.17040806166
"Incidence","China","Male","Age-standardized","Rate",1992,61.8350051984669,0.428,66.1634555623596,57.5065548345742
"Incidence","China","Male","All ages","Number",1992,8712.82456801379,0.428,9322.72228777476,8102.92684825283
"Incidence","China","Male","<5","Rate",1993,22.7314442110263,0.432,24.3226453057981,21.1402431162544
"Incidence","China","Male","5-9","Rate",1993,28.7476106617715,0.432,30.7599434080955,26.7352779154475
"Incidence","China","Male","10-14","Rate",1993,37.2443556428568,0.432,39.8514605378567,34.6372507478568
"Incidence","China","Male","15-19","Rate",1993,47.7540349648466,0.432,51.0968174123858,44.4112525173073
"Incidence","China","Male","20-24","Rate",1993,56.638605283032,0.432,60.6033076528442,52.6739029132197
"Incidence","China","Male","25-29","Rate",1993,64.0911771335992,0.432,68.5775595329511,59.6047947342472
"Incidence","China","Male","30-34","Rate",1993,67.6751691906014,0.432,72.4124310339435,62.9379073472593
"Incidence","China","Male","35-39","Rate",1993,74.638237766288,0.432,79.8629144099282,69.4135611226479
"Incidence","China","Male","40-44","Rate",1993,93.8087138858118,0.432,100.375323857819,87.242103913805
"Incidence","China","Male","45-49","Rate",1993,96.3270917074547,0.432,103.069988126977,89.5841952879329
"Incidence","China","Male","50-54","Rate",1993,103.667915227146,0.432,110.924669293046,96.4111611612458
"Incidence","China","Male","55-59","Rate",1993,110.657257144539,0.432,118.403265144657,102.911249144421
"Incidence","China","Male","60-64","Rate",1993,112.521783016195,0.432,120.398307827329,104.645258205062
"Incidence","China","Male","65-69","Rate",1993,131.527308194278,0.432,140.734219767877,122.320396620678
"Incidence","China","Male","70-74","Rate",1993,134.216105531743,0.432,143.611232918965,124.820978144521
"Incidence","China","Male","75-79","Rate",1993,142.490882688527,0.432,152.465244476724,132.51652090033
"Incidence","China","Male","80-84","Rate",1993,159.174156369461,0.432,170.316347315323,148.031965423598
"Incidence","China","Male","85-89","Rate",1993,166.74682212998,0.432,178.419099679078,155.074544580881
"Incidence","China","Male","90-94","Rate",1993,180.273266601961,0.432,192.892395264098,167.654137939823
"Incidence","China","Male","95+","Rate",1993,172.122444631418,0.432,184.171015755617,160.073873507219
"Incidence","China","Male","Age-standardized","Rate",1993,61.0341147453021,0.432,65.3065027774733,56.761726713131
"Incidence","China","Male","All ages","Number",1993,8788.82133885874,0.432,9404.03883257886,8173.60384513863
"Incidence","China","Male","<5","Rate",1994,22.6256602025347,0.436,24.2094564167121,21.0418639883573
"Incidence","China","Male","5-9","Rate",1994,32.1296835176286,0.436,34.3787613638626,29.8806056713946
"Incidence","China","Male","10-14","Rate",1994,35.9847910974021,0.436,38.5037264742202,33.4658557205839
"Incidence","China","Male","15-19","Rate",1994,44.1665664169229,0.436,47.2582260661075,41.0749067677383
"Incidence","China","Male","20-24","Rate",1994,51.1974092330089,0.436,54.7812278793195,47.6135905866983
"Incidence","China","Male","25-29","Rate",1994,57.8672508458277,0.436,61.9179584050356,53.8165432866197
"Incidence","China","Male","30-34","Rate",1994,70.597960361307,0.436,75.5398175865985,65.6561031360155
"Incidence","China","Male","35-39","Rate",1994,80.9876103506071,0.436,86.6567430751496,75.3184776260646
"Incidence","China","Male","40-44","Rate",1994,91.8048055684264,0.436,98.2311419582163,85.3784691786366
"Incidence","China","Male","45-49","Rate",1994,99.5923210575567,0.436,106.563783531586,92.6208585835277
"Incidence","China","Male","50-54","Rate",1994,97.5733301648671,0.436,104.403463276408,90.7431970533264
"Incidence","China","Male","55-59","Rate",1994,121.376896149627,0.436,129.873278880101,112.880513419153
"Incidence","China","Male","60-64","Rate",1994,114.83755677271,0.436,122.8761857468,106.79892779862
"Incidence","China","Male","65-69","Rate",1994,127.470417566963,0.436,136.393346796651,118.547488337276
"Incidence","China","Male","70-74","Rate",1994,132.051157309917,0.436,141.294738321611,122.807576298223
"Incidence","China","Male","75-79","Rate",1994,142.066082516856,0.436,152.010708293036,132.121456740676
"Incidence","China","Male","80-84","Rate",1994,152.434536816072,0.436,163.104954393198,141.764119238947
"Incidence","China","Male","85-89","Rate",1994,160.026591009907,0.436,171.2284523806,148.824729639213
"Incidence","China","Male","90-94","Rate",1994,166.9354777626,0.436,178.620961205982,155.249994319218
"Incidence","China","Male","95+","Rate",1994,176.163478568807,0.436,188.494922068623,163.83203506899
"Incidence","China","Male","Age-standardized","Rate",1994,60.4358855838397,0.436,64.6663975747085,56.2053735929709
"Incidence","China","Male","All ages","Number",1994,8878.28187854038,0.436,9499.76161003821,8256.80214704256
"Incidence","China","Male","<5","Rate",1995,21.2477958460353,0.44,22.7351415552578,19.7604501368129
"Incidence","China","Male","5-9","Rate",1995,29.0486389206657,0.44,31.0820436451123,27.0152341962191
"Incidence","China","Male","10-14","Rate",1995,34.7972567689483,0.44,37.2330647427747,32.361448795122
"Incidence","China","Male","15-19","Rate",1995,44.9633950536815,0.44,48.1108327074392,41.8159573999238
"Incidence","China","Male","20-24","Rate",1995,52.4888641956673,0.44,56.163084689364,48.8146437019706
"Incidence","China","Male","25-29","Rate",1995,70.8216357924688,0.44,75.7791502979416,65.864121286996
"Incidence","China","Male","30-34","Rate",1995,65.2909868749064,0.44,69.8613559561499,60.7206177936629
"Incidence","China","Male","35-39","Rate",1995,78.4496065467055,0.44,83.9410790049748,72.9581340884361
"Incidence","China","Male","40-44","Rate",1995,79.7496862824282,0.44,85.3321643221982,74.1672082426582
"Incidence","China","Male","45-49","Rate",1995,87.2941463009534,0.44,93.4047365420201,81.1835560598866
"Incidence","China","Male","50-54","Rate",1995,102.61226184607,0.44,109.795120175295,95.4294035168455
"Incidence","China","Male","55-59","Rate",1995,104.647983786026,0.44,111.973342651048,97.3226249210039
"Incidence","China","Male","60-64","Rate",1995,118.004623421764,0.44,126.264947061288,109.744299782241
"Incidence","China","Male","65-69","Rate",1995,123.365731393116,0.44,132.001332590634,114.730130195598
"Incidence","China","Male","70-74","Rate",1995,130.005440840543,0.44,139.105821699381,120.905059981705
"Incidence","China","Male","75-79","Rate",1995,128.397846724669,0.44,137.385695995396,119.409997453942
"Incidence","China","Male","80-84","Rate",1995,141.18144024663,0.44,151.064141063894,131.298739429366
"Incidence","China","Male","85-89","Rate",1995,159.543315348107,0.44,170.711347422475,148.37528327374
"Incidence","China","Male","90-94","Rate",1995,170.920873247892,0.44,182.885334375245,158.95641212054
"Incidence","China","Male","95+","Rate",1995,169.919127095861,0.44,181.813465992571,158.024788199151
"Incidence","China","Male","Age-standardized","Rate",1995,58.7348819803814,0.44,62.8463237190081,54.6234402417547
"Incidence","China","Male","All ages","Number",1995,8783.22990197664,0.44,9398.05599511501,8168.40380883828
"Incidence","China","Male","<5","Rate",1996,21.6379566537634,0.444,23.1526136195268,20.1232996879999
"Incidence","China","Male","5-9","Rate",1996,31.3197197096656,0.444,33.5121000893422,29.127339329989
"Incidence","China","Male","10-14","Rate",1996,40.3869716991056,0.444,43.214059718043,37.5598836801682
"Incidence","China","Male","15-19","Rate",1996,43.1218861419844,0.444,46.1404181719233,40.1033541120455
"Incidence","China","Male","20-24","Rate",1996,53.212244271501,0.444,56.9371013705061,49.487387172496
"Incidence","China","Male","25-29","Rate",1996,65.3048214059886,0.444,69.8761589044078,60.7334839075694
"Incidence","China","Male","30-34","Rate",1996,67.8564393052675,0.444,72.6063900566363,63.1064885538988
"Incidence","China","Male","35-39","Rate",1996,77.2379666850401,0.444,82.6446243529929,71.8313090170872
"Incidence","China","Male","40-44","Rate",1996,85.0457757930503,0.444,90.9989800985638,79.0925714875368
"Incidence","China","Male","45-49","Rate",1996,89.3304305986929,0.444,95.5835607406014,83.0773004567844
"Incidence","China","Male","50-54","Rate",1996,99.1277151879603,0.444,106.066655251118,92.1887751248031
"Incidence","China","Male","55-59","Rate",1996,109.16743987004,0.444,116.809160660943,101.525719079137
"Incidence","China","Male","60-64","Rate",1996,114.89773219164,0.444,122.940573445055,106.854890938226
"Incidence","China","Male","65-69","Rate",1996,132.443556847059,0.444,141.714605826353,123.172507867765
"Incidence","China","Male","70-74","Rate",1996,130.077599859249,0.444,139.183031849397,120.972167869102
"Incidence","China","Male","75-79","Rate",1996,138.190064369924,0.444,147.863368875819,128.51675986403
"Incidence","China","Male","80-84","Rate",1996,154.477329922194,0.444,165.290743016748,143.663916827641
"Incidence","China","Male","85-89","Rate",1996,149.073901490821,0.444,159.509074595179,138.638728386464
"Incidence","China","Male","90-94","Rate",1996,164.795567406874,0.444,176.331257125355,153.259877688393
"Incidence","China","Male","95+","Rate",1996,160.181921928224,0.444,171.394656463199,148.969187393248
"Incidence","China","Male","Age-standardized","Rate",1996,59.7981548165518,0.444,63.9840256537104,55.6122839793931
"Incidence","China","Male","All ages","Number",1996,9087.57059044292,0.444,9723.70053177393,8451.44064911192
"Incidence","China","Male","<5","Rate",1997,22.7983492325585,0.448,24.3942336788376,21.2024647862794
"Incidence","China","Male","5-9","Rate",1997,29.0292786002981,0.448,31.0613281023189,26.9972290982772
"Incidence","China","Male","10-14","Rate",1997,36.4888221004563,0.448,39.0430396474882,33.9346045534243
"Incidence","China","Male","15-19","Rate",1997,42.5575599907235,0.448,45.5365891900742,39.5785307913729
"Incidence","China","Male","20-24","Rate",1997,53.1782870379169,0.448,56.9007671305711,49.4558069452627
"Incidence","China","Male","25-29","Rate",1997,58.7247111765942,0.448,62.8354409589558,54.6139813942326
"Incidence","China","Male","30-34","Rate",1997,67.2280063793806,0.448,71.9339668259372,62.5220459328239
"Incidence","China","Male","35-39","Rate",1997,82.0872037113258,0.448,87.8333079711186,76.341099451533
"Incidence","China","Male","40-44","Rate",1997,84.1501324536883,0.448,90.0406417254465,78.2596231819301
"Incidence","China","Male","45-49","Rate",1997,87.9721953558999,0.448,94.1302490308129,81.8141416809869
"Incidence","China","Male","50-54","Rate",1997,101.563821942213,0.448,108.673289478168,94.4543544062583
"Incidence","China","Male","55-59","Rate",1997,106.708620322058,0.448,114.178223744602,99.2390168995142
"Incidence","China","Male","60-64","Rate",1997,120.07545541032,0.448,128.480737289043,111.670173531598
"Incidence","China","Male","65-69","Rate",1997,133.752641726765,0.448,143.115326647639,124.389956805891
"Incidence","China","Male","70-74","Rate",1997,126.018659073507,0.448,134.839965208653,117.197352938362
"Incidence","China","Male","75-79","Rate",1997,143.581778100843,0.448,153.632502567902,133.531053633784
"Incidence","China","Male","80-84","Rate",1997,148.90863065424,0.448,159.332234800036,138.485026508443
"Incidence","China","Male","85-89","Rate",1997,163.354492326207,0.448,174.789306789041,151.919677863372
"Incidence","China","Male","90-94","Rate",1997,162.249538321415,0.448,173.607006003914,150.892070638916
"Incidence","China","Male","95+","Rate",1997,179.397165372304,0.448,191.954966948365,166.839363796243
"Incidence","China","Male","Age-standardized","Rate",1997,59.1695574792001,0.448,63.3114265027441,55.0276884556561
"Incidence","China","Male","All ages","Number",1997,9240.39585095337,0.448,9887.22356052011,8593.56814138664
"Incidence","China","Male","<5","Rate",1998,19.5881148117826,0.452,20.9592828486074,18.2169467749578
"Incidence","China","Male","5-9","Rate",1998,31.8267233290207,0.452,34.0545939620522,29.5988526959893
"Incidence","China","Male","10-14","Rate",1998,38.7636623118299,0.452,41.477118673658,36.0502059500018
"Incidence","China","Male","15-19","Rate",1998,44.6599650452348,0.452,47.7861625984013,41.5337674920684
"Incidence","China","Male","20-24","Rate",1998,49.1773943882465,0.452,52.6198119954238,45.7349767810693
"Incidence","China","Male","25-29","Rate",1998,62.7319753055571,0.452,67.1232135769461,58.3407370341681
"Incidence","China","Male","30-34","Rate",1998,70.299899302584,0.452,75.2208922537649,65.3789063514031
"Incidence","China","Male","35-39","Rate",1998,76.4721584615765,0.452,81.8252095538868,71.1191073692661
"Incidence","China","Male","40-44","Rate",1998,85.012450075025,0.452,90.9633215802768,79.0615785697732
"Incidence","China","Male","45-49","Rate",1998,89.5906182800272,0.452,95.8619615596292,83.3192750004253
"Incidence","China","Male","50-54","Rate",1998,101.983752911893,0.452,109.122615615726,94.8448902080605
"Incidence","China","Male","55-59","Rate",1998,109.59784561351,0.452,117.269694806456,101.925996420565
"Incidence","China","Male","60-64","Rate",1998,114.263002257741,0.452,122.261412415783,106.264592099699
"Incidence","China","Male","65-69","Rate",1998,115.746834180935,0.452,123.8491125736,107.644555788269
"Incidence","China","Male","70-74","Rate",1998,136.312246569914,0.452,145.854103829808,126.77038931002
"Incidence","China","Male","75-79","Rate",1998,143.412946393519,0.452,153.451852641065,133.374040145973
"Incidence","China","Male","80-84","Rate",1998,141.332999229233,0.452,151.22630917528,131.439689283187
"Incidence","China","Male","85-89","Rate",1998,143.345971030468,0.452,153.3801890026,133.311753058335
"Incidence","China","Male","90-94","Rate",1998,164.797670243887,0.452,176.333507160959,153.261833326815
"Incidence","China","Male","95+","Rate",1998,168.067037240259,0.452,179.831729847077,156.30234463344
"Incidence","China","Male","Age-standardized","Rate",1998,58.9057171375609,0.452,63.0291173371901,54.7823169379316
"Incidence","China","Male","All ages","Number",1998,9322.69873659241,0.452,9975.28764815387,8670.10982503094
"Incidence","China","Male","<5","Rate",1999,21.5120749517257,0.456,23.0179201983465,20.0062297051049
"Incidence","China","Male","5-9","Rate",1999,27.2469408808752,0.456,29.1542267425365,25.339655019214
"Incidence","China","Male","10-14","Rate",1999,35.1664983526296,0.456,37.6281532373137,32.7048434679456
"Incidence","China","Male","15-19","Rate",1999,47.2150659542474,0.456,50.5201205710447,43.9100113374501
"Incidence","China","Male","20-24","Rate",1999,53.617804463914,0.456,57.371050776388,49.8645581514401
"Incidence","China","Male","25-29","Rate",1999,62.168799753024,0.456,66.5206157357356,57.8169837703123
"Incidence","China","Male","30-34","Rate",1999,74.6775958367399,0.456,79.9050275453117,69.4501641281681
"Incidence","China","Male","35-39","Rate",1999,76.5155214799024,0.456,81.8716079834956,71.1594349763092
"Incidence","China","Male","40-44","Rate",1999,75.867355301937,0.456,81.1780701730726,70.5566404308014
"Incidence","China","Male","45-49","Rate",1999,93.2191288631037,0.456,99.7444678835209,86.6937898426864
"Incidence","China","Male","50-54","Rate",1999,105.503852085469,0.456,112.889121731452,98.1185824394864
"Incidence","China","Male","55-59","Rate",1999,118.96983723753,0.456,127.297725844157,110.641948630903
"Incidence","China","Male","60-64","Rate",1999,107.493539396612,0.456,115.018087154375,99.9689916388494
"Incidence","China","Male","65-69","Rate",1999,116.103545471255,0.456,124.230793654243,107.976297288267
"Incidence","China","Male","70-74","Rate",1999,126.270660699037,0.456,135.109606947969,117.431714450104
"Incidence","China","Male","75-79","Rate",1999,131.515355321861,0.456,140.721430194392,122.309280449331
"Incidence","China","Male","80-84","Rate",1999,141.80529799568,0.456,151.731668855378,131.878927135983
"Incidence","China","Male","85-89","Rate",1999,152.861093834394,0.456,163.561370402802,142.160817265987
"Incidence","China","Male","90-94","Rate",1999,152.660649160734,0.456,163.346894601986,141.974403719483
"Incidence","China","Male","95+","Rate",1999,188.15648206052,0.456,201.327435804757,174.985528316284
"Incidence","China","Male","Age-standardized","Rate",1999,58.7863151153312,0.456,62.9013571734044,54.671273057258
"Incidence","China","Male","All ages","Number",1999,9491.70614957278,0.456,10156.1255800429,8827.28671910268
"Incidence","China","Male","<5","Rate",2000,21.2241992652735,0.46,22.7098932138427,19.7385053167044
"Incidence","China","Male","5-9","Rate",2000,28.7663247087533,0.46,30.7799674383661,26.7526819791406
"Incidence","China","Male","10-14","Rate",2000,37.5849172369661,0.46,40.2158614435537,34.9539730303784
"Incidence","China","Male","15-19","Rate",2000,44.5256088079079,0.46,47.6424014244615,41.4088161913544
"Incidence","China","Male","20-24","Rate",2000,51.8760639862883,0.46,55.5073884653285,48.2447395072481
"Incidence","China","Male","25-29","Rate",2000,64.5950451123192,0.46,69.1166982701816,60.0733919544569
"Incidence","China","Male","30-34","Rate",2000,67.0431634610946,0.46,71.7361849033713,62.350142018818
"Incidence","China","Male","35-39","Rate",2000,70.855449842249,0.46,75.8153313312065,65.8955683532916
"Incidence","China","Male","40-44","Rate",2000,84.9519495397373,0.46,90.898586007519,79.0053130719557
"Incidence","China","Male","45-49","Rate",2000,89.5196265807605,0.46,95.7860004414138,83.2532527201073
"Incidence","China","Male","50-54","Rate",2000,96.3378085711951,0.46,103.081455171179,89.5941619712114
"Incidence","China","Male","55-59","Rate",2000,101.114740894891,0.46,108.192772757534,94.036709032249
"Incidence","China","Male","60-64","Rate",2000,116.916683284714,0.46,125.100851114644,108.732515454784
"Incidence","China","Male","65-69","Rate",2000,121.157789694567,0.46,129.638834973186,112.676744415947
"Incidence","China","Male","70-74","Rate",2000,133.389258638383,0.46,142.72650674307,124.052010533696
"Incidence","China","Male","75-79","Rate",2000,136.166389590264,0.46,145.698036861582,126.634742318945
"Incidence","China","Male","80-84","Rate",2000,140.834640672456,0.46,150.693065519527,130.976215825384
"Incidence","China","Male","85-89","Rate",2000,163.216869532013,0.46,174.642050399253,151.791688664772
"Incidence","China","Male","90-94","Rate",2000,158.929363011996,0.46,170.054418422836,147.804307601156
"Incidence","China","Male","95+","Rate",2000,177.078371196151,0.46,189.473857179881,164.68288521242
"Incidence","China","Male","Age-standardized","Rate",2000,58.306417188485,0.46,62.387866391679,54.2249679852911
"Incidence","China","Male","All ages","Number",2000,9609.64197924964,0.46,10282.3169177971,8936.96704070217
"Incidence","China","Male","<5","Rate",2001,19.7549587089591,0.464,21.1378058185863,18.372111599332
"Incidence","China","Male","5-9","Rate",2001,28.0457024318909,0.464,30.0089016021233,26.0825032616586
"Incidence","China","Male","10-14","Rate",2001,35.9484032653589,0.464,38.4647914939341,33.4320150367838
"Incidence","China","Male","15-19","Rate",2001,43.3096667102417,0.464,46.3413433799586,40.2779900405248
"Incidence","China","Male","20-24","Rate",2001,55.5135773823517,0.464,59.3995277991163,51.6276269655871
"Incidence","China","Male","25-29","Rate",2001,59.5544182821198,0.464,63.7232275618682,55.3856090023714
"Incidence","China","Male","30-34","Rate",2001,68.1785386497986,0.464,72.9510363552845,63.4060409443127
"Incidence","China","Male","35-39","Rate",2001,71.6242565930652,0.464,76.6379545545797,66.6105586315506
"Incidence","China","Male","40-44","Rate",2001,79.8437760223973,0.464,85.4328403439652,74.2547117008295
"Incidence","China","Male","45-49","Rate",2001,95.1702476946617,0.464,101.832165033288,88.5083303560354
"Incidence","China","Male","50-54","Rate",2001,104.648292137827,0.464,111.973672587475,97.3229116881791
"Incidence","China","Male","55-59","Rate",2001,112.824786336617,0.464,120.72252138018,104.927051293053
"Incidence","China","Male","60-64","Rate",2001,106.138178058571,0.464,113.567850522671,98.7085055944707
"Incidence","China","Male","65-69","Rate",2001,134.56173318343,0.464,143.98105450627,125.14241186059
"Incidence","China","Male","70-74","Rate",2001,135.919425734833,0.464,145.433785536271,126.405065933394
"Incidence","China","Male","75-79","Rate",2001,136.727564876908,0.464,146.298494418292,127.156635335525
"Incidence","China","Male","80-84","Rate",2001,149.81817440424,0.464,160.305446612536,139.330902195943
"Incidence","China","Male","85-89","Rate",2001,145.144398664011,0.464,155.304506570492,134.98429075753
"Incidence","China","Male","90-94","Rate",2001,151.558335916096,0.464,162.167419430223,140.949252401969
"Incidence","China","Male","95+","Rate",2001,168.237676292306,0.464,180.014313632767,156.461038951844
"Incidence","China","Male","Age-standardized","Rate",2001,58.1298280361761,0.464,62.1989159987084,54.0607400736437
"Incidence","China","Male","All ages","Number",2001,9794.44707620088,0.464,10480.0583715349,9108.83578086681
"Incidence","China","Male","<5","Rate",2002,19.6337435015027,0.468,21.0081055466079,18.2593814563975
"Incidence","China","Male","5-9","Rate",2002,28.798779126429,0.468,30.814693665279,26.782864587579
"Incidence","China","Male","10-14","Rate",2002,38.633831769118,0.468,41.3381999929562,35.9294635452797
"Incidence","China","Male","15-19","Rate",2002,41.6758270977293,0.468,44.5931349945704,38.7585192008883
"Incidence","China","Male","20-24","Rate",2002,49.6978200938476,0.468,53.176667500417,46.2189726872783
"Incidence","China","Male","25-29","Rate",2002,59.3853611308479,0.468,63.5423364100072,55.2283858516885
"Incidence","China","Male","30-34","Rate",2002,63.60738405067,0.468,68.0599009342169,59.1548671671231
"Incidence","China","Male","35-39","Rate",2002,73.1914795082882,0.468,78.3148830738684,68.068075942708
"Incidence","China","Male","40-44","Rate",2002,85.9582222964723,0.468,91.9752978572253,79.9411467357192
"Incidence","China","Male","45-49","Rate",2002,94.4369111632708,0.468,101.0474949447,87.8263273818418
"Incidence","China","Male","50-54","Rate",2002,99.540461508678,0.468,106.508293814285,92.5726292030705
"Incidence","China","Male","55-59","Rate",2002,96.0151426690669,0.468,102.736202655902,89.2940826822323
"Incidence","China","Male","60-64","Rate",2002,112.703971301625,0.468,120.593249292739,104.814693310511
"Incidence","China","Male","65-69","Rate",2002,127.288292476876,0.468,136.198472950257,118.378112003495
"Incidence","China","Male","70-74","Rate",2002,133.696083905589,0.468,143.05480977898,124.337358032197
"Incidence","China","Male","75-79","Rate",2002,134.757416704119,0.468,144.190435873408,125.324397534831
"Incidence","China","Male","80-84","Rate",2002,125.579162878656,0.468,134.369704280162,116.78862147715
"Incidence","China","Male","85-89","Rate",2002,151.871918465171,0.468,162.502952757734,141.240884172609
"Incidence","China","Male","90-94","Rate",2002,163.719866162393,0.468,175.180256793761,152.259475531026
"Incidence","China","Male","95+","Rate",2002,167.15243937429,0.468,178.853110130491,155.45176861809
"Incidence","China","Male","Age-standardized","Rate",2002,57.1653464831766,0.468,61.166920736999,53.1637722293543
"Incidence","China","Male","All ages","Number",2002,9790.5213179592,0.468,10475.8578102163,9105.18482570205
