# synthetic, for demo only — 非真实数据,仅用于冒烟测试与展示图
# 行=细胞;intervention=该细胞被敲除的基因,'non-targeting'=对照;其余列=基因表达
intervention,G00,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G20,G21,G22,G23,G24,G25,G26,G27,G28,G29,G30,G31,G32,G33,G34,G35,G36,G37,G38,G39
non-targeting,0.0,0.6189223877023773,5.98097622486255,4.302274095934539,5.93678375110574,5.5068460014620335,2.845531833568404,6.770243055820435,0.5586735685325785,4.537272397315789,0.9769052972905117,4.714746840026269,5.104884270280847,3.2403369963044453,3.588219850908793,1.4266000780326336,3.8565243389153627,7.566326082838173,2.4388104765234813,2.366181553481831,5.657171102616527,4.323139561717396,0.0,7.267866079294018,5.54015383695809,4.364026548411561,4.139092494845455,5.234995420285268,7.518903646048321,5.740795652890601,1.6169588107272288,1.8169750752613312,5.393419692429162,4.592643561238683,2.159597215580897,4.685130023562673,6.111850129507886,2.890950020112524,1.980966333510834,3.422983520593527
non-targeting,6.009701275088449,1.0334407337431621,4.500763147418009,5.053058293583556,7.440399704064658,5.766813359190567,4.324986512602482,6.619988056632259,1.6300305620617317,0.4528970349624002,2.399616393257518,4.022632182623234,6.328384208859889,4.435021440536061,1.834802348237186,0.8990465072261555,3.136464293753816,5.294825771024324,1.6337609174581407,3.1580842735510344,5.36547122203629,2.729233009599885,5.886020311253578,5.582694493573456,4.704841063619648,4.150962874732587,3.3655981723082093,7.534000318446136,6.099998685961157,4.601435451449745,3.2244370909091904,1.7952160915881716,5.251310448743279,2.7671959207871883,3.0835358002091184,5.878382840153914,6.350515951340586,3.6196746902560077,5.958092270357273,5.896338737775665
non-targeting,4.505200924006266,3.0641137108324954,3.078591339316289,3.5878942082176097,8.017072750898418,2.4532187851179312,3.54564074502493,6.093316366668558,5.0458465482812755,2.8332575512581624,0.33354815069241095,6.741908813579913,3.3176182190475725,6.937958106526615,3.9399039552536723,3.2390945582457857,6.503876032342455,4.58071493969296,4.031146214138544,3.550134500698985,7.209465198724117,3.4153281923790044,3.4678690360855806,7.71649153268721,2.486188969521794,4.055767527983647,6.575052905159486,7.035445840986449,4.834578187513069,5.619349911906978,2.305031953829093,5.331184350580854,3.9489144523564947,6.111154820659415,2.924306170223299,3.594264463209174,4.1208674723535115,4.670766403684312,3.9535981209540165,0.8230628477250268
non-targeting,2.255156476686648,2.5006771318991614,2.8280834939113477,2.2035522379428256,6.129358783079179,5.64875588307442,1.7478633774524777,5.220355343464322,4.384116289583507,4.702729711162132,3.563793079632813,4.0310954882216565,5.698856815304142,3.942516001950854,3.5840068356504515,3.824646095484593,6.422535244941574,8.519491459259868,7.313489851391731,4.671618262448398,6.498871989509528,4.983990902521754,1.5222420524577047,5.231010331775191,3.115905544236078,6.8631794931862835,5.7892974443129255,9.327436842462308,4.370818263074198,4.306118353033097,0.40351258629998377,0.3300745009084167,6.956941730581239,4.820154144495735,0.0,2.2911052678192276,7.779261675430665,5.144096107164536,3.352980856874832,3.1113938359956546
non-targeting,4.32098457465397,0.2716441984424427,4.40790317658184,3.2285845232388035,4.618971999893722,6.111611434031399,1.0263313265393124,6.944132990268001,1.2139372256448497,1.83704936081178,1.5807121760464895,3.5947033863413487,8.996138968084612,3.9461182369807837,5.1416574018684535,0.0,3.6446009324316475,4.807580088650408,3.962202119522055,4.828657696010566,4.972142139118363,1.618872295992365,4.739489785193047,4.049005805726671,6.681411092918243,3.972675596674941,6.998719394525601,5.887729996051511,4.686666379554044,6.140800531568472,6.337309469755114,1.5400874147510206,3.8725085163213024,3.2677775281026653,1.199398770649256,3.538742083059341,4.102853873649832,5.3464897404297655,4.686705215162215,1.1143567584351075
non-targeting,2.327360025026741,1.6988192272192522,5.133094276402861,1.7761676505873756,6.283605509265913,5.978285858154712,2.403150797994838,7.6544574489537345,1.2206530773013007,3.594451101666692,5.998325760669338,4.177327298556005,6.122766645999714,4.126566725943147,2.279885466045946,5.677411253485959,5.318637414064595,9.077357174647789,2.957312386039267,5.231322836630671,6.098465705023886,3.8921668819890067,4.897348398763889,5.975749373354883,6.450017584547394,2.0074548450801215,5.252904242529316,9.02226046307812,3.5281534608444183,5.719185750763713,2.6239317380135887,1.5329399579839973,2.678540791648691,3.1586714915024725,4.99756692728355,3.0340587546800286,3.69787115843027,2.363279756478679,5.828832492133874,1.3151789619287446
non-targeting,3.1551391187682647,0.7190100360006757,3.376037643652188,6.415858224070401,4.797439515867026,4.389034231145323,1.30105721484331,7.250343800729439,3.986616521919285,2.7951480003931213,4.773057570513418,2.327034928386289,6.579451810985773,2.4677341087646463,2.3982624888185757,7.216516305232382,4.077528749843909,5.729959553622805,5.125734710635512,4.7066192925981,10.218893391326535,3.907851194407463,2.2743617615793346,7.3698027962915,5.876444758585467,7.345919131409754,6.518677983716265,4.777462956697288,3.849390637811227,6.074267517312088,3.458306659791062,1.397290052159149,2.2795172528498115,3.06116630285777,3.5046706676059,3.4377992197253557,2.9237687612874352,3.8850152377410296,1.051358047143966,3.4942383922334836
non-targeting,1.5869522512952212,1.215581135123984,4.3708358584268385,2.8899702226689863,4.808705488349926,7.978971848261489,6.236644502252991,6.2963512143119065,1.384123964266839,5.227986478880217,2.3635648626157755,2.614963629222374,3.8619391870758513,5.56694952698195,4.746390781739699,6.268935713079326,7.316854009022475,6.379168358089468,2.74292042460425,3.4924694554072118,7.452644935753133,2.6622210272088656,4.998941523173558,4.132192130243787,4.289007225534296,5.2089329072007535,8.654394349799894,2.7230023351238697,3.9951258260661295,7.327033887493691,1.9935367178825818,5.560432004764035,3.222264675980762,6.030570627085158,2.5286953206855713,4.338480753246671,4.075605526122201,1.9593733921568859,5.997502096954596,1.6877728475329883
non-targeting,1.3585016964478727,0.034750186092992186,3.146099861517602,4.670907139546399,3.102495438966492,5.477973765082732,5.855999151142614,4.15487562246966,1.3339952288660688,5.014345074791197,3.0239160955426962,2.7733966010464073,7.39361476115908,5.247871742326794,1.4100863170112827,0.7572179154896137,3.1540421525880067,3.8931556349414094,0.6515963335806347,5.254563627635549,7.04231089666978,3.6344418375253094,0.0,4.474762885631166,5.807767071085452,5.067134101300201,5.2452699644619285,3.6446180035738585,6.836450031960437,6.409716363509458,3.1860995299406225,3.538563125464292,6.3919954863033395,6.306088678570444,2.6582169987885322,3.1766205670771988,4.724387547461698,5.541396221378321,4.1050017147180675,0.9551098560247258
non-targeting,5.1220694561657485,3.692730182358525,5.0518131237062445,1.9532302582481638,5.732094722413682,6.650672047196588,1.3555315175038936,5.229219425849391,2.0840119976019817,5.140687209720367,5.165447327612285,2.8437510433242426,3.7042369690178445,6.5677610845468735,3.8355296704197928,3.757813882777067,6.231442672302718,6.818226521158403,1.5891219430774806,2.666114035590402,4.85773723574389,3.598441812969443,1.702186359037766,5.083758758676532,3.156389077524169,4.725891406213701,7.40664377547648,5.435675055578839,5.330326879451705,2.5075040383086113,1.4832133864457053,5.789291562984499,1.9447803417772107,7.438575512344972,2.6316378921619803,0.6736887546995298,8.098455493479552,6.162439168324044,2.5634681836297575,4.126214382711211
non-targeting,2.4768957434849206,2.1892102942041913,4.289550717665496,1.7673759267099123,6.295434549069318,5.452138913799342,1.1526413490643226,4.922259560879716,1.4404038717935,3.7933598440112553,3.0707675989539958,3.7051673642212,6.796900003828119,5.07887032303754,0.7100542502165981,5.776540791197812,6.595892911677388,3.4001194106502313,3.1424530626963865,1.5688699373242696,8.30958767595903,3.9656244962543266,2.9111176039907085,6.07123766261191,1.0585449536029912,2.297416701694347,5.662047151288162,0.7694580169290655,6.1668798593284295,4.050632124100799,3.832028891806858,3.3233961485344916,5.5197768582973525,4.98390074237856,3.4118440562503305,2.690516188336524,7.061261813810839,9.114115501988667,2.063660598964402,1.419254504526253
non-targeting,5.697233000266442,3.7894441161905075,3.957390023643518,4.285387778350472,5.0813758643027285,5.49013457408575,1.5563652010762015,7.525571675716593,2.668001203052921,5.125720537881699,4.079338704958492,3.267467441056951,7.449921919658122,3.815419714371619,3.7069156538482444,1.6432585175006253,3.679055416381537,6.987701882133112,2.181415168739195,2.4272804033976256,7.118360681165381,4.22481559197362,2.1394635444895975,3.4805782700654255,4.178520568749849,1.8793013269704408,4.762226790334894,5.366176741110088,4.089097586065742,4.504007797045984,2.7248759595791516,4.789102370859764,5.607344021972684,7.058490863539086,4.107508475101788,3.4875112736170606,3.8369320983996573,1.6659364536935977,4.085366265079916,1.9124757796626008
non-targeting,1.9739042552017667,2.286063768547507,6.65674946135179,2.9605171861053785,4.648114674245093,5.2838648207466,1.8938419295292328,7.829861685230136,0.0,3.935148162797353,3.095336228241396,4.059090946826268,8.015686096491539,6.042514521116068,2.092663633201807,4.473828494928745,3.4615938249956866,6.059611532097963,6.886247015743245,2.8084985946682965,6.352566298064497,5.369209334068009,1.0290777759934626,5.395717281826895,6.070282164120446,3.697884445434473,6.395162444765181,4.555396581910609,7.74434669041058,5.455291464169672,2.859503913991855,1.7496658687115234,4.960687344620512,4.216852518579033,2.4007797988686046,2.7958743449011974,4.612726960156759,4.764111874796618,1.5174575647002735,1.1923227656863171
non-targeting,2.3852704751111857,3.785173261874216,3.8313766110009193,3.0685914411202595,3.6964399643372183,4.4419064095666885,4.169513171209709,7.07671939229127,0.4670839865006946,6.119140006647619,3.5095515390151912,2.8317754103831976,5.810262796141123,5.982655726077173,6.06367040009995,1.8117363301370037,5.154171845349577,5.222470293839304,2.6011672362352742,0.0,8.171622983438759,0.793777196815207,3.8580986575572407,3.2512446738086305,4.1980541970625795,2.014924444371984,6.220148291545909,3.50220144942889,2.7210655898184255,6.130829131304003,3.146631184741463,3.0456221070014777,3.325511198356175,1.4199986066707808,1.3703659710393619,2.0531647200926626,7.81852380935831,4.2529788653088545,5.076391058116053,1.4329324450595904
non-targeting,2.5366325168847546,3.6348303009038614,3.5973073711634553,2.45001210990868,7.6958660903848415,4.660361894187461,2.0998295385069468,5.10130470512031,0.6984562443038504,1.5678279696866273,5.232861547905875,2.810619698218641,4.1461599962448314,5.598285402822362,2.0289808387465187,2.337833952332286,4.974058693629859,5.216682386531639,3.6317337717968146,1.5867775037798117,4.1630005995143,4.681370504668191,4.4588227616527245,4.6667515523554846,6.238317988321464,3.443536863284147,4.34705297678417,2.887215070747531,3.6772007619128546,6.197927911564103,2.670726183941585,4.900680434067906,5.771190476810141,4.399282745793039,2.4889540450328553,3.1032591634775275,7.182487654163775,3.2058512101650165,3.8963998948445844,1.1743806948757771
non-targeting,5.173961032702987,2.0977451557983273,3.4891568480748116,0.6811688429205156,6.250169690027449,5.071483936715514,2.333849768262626,5.106104632691671,1.979457001439926,0.5322131293850001,2.270510038811287,2.2718348499715795,8.572879464221337,7.319487259334997,4.382560896883415,6.780330434709484,7.674155646371818,3.6006893839844176,1.9006494580524966,3.7089219340972828,5.998644731994313,3.401062034523958,1.5561437314789885,8.28083430526711,4.121382122665466,6.017483956410785,8.097050261636582,4.776260381096766,5.66435102823067,7.790807024643945,5.112671280053053,3.967142893355933,5.230425559470854,4.977208878039259,4.698105587599083,4.3289651529918425,5.909937129198376,3.4945900142282227,2.2769832765459204,2.4711212310358084
non-targeting,6.783931961378555,1.5042515519523552,3.312693492363631,2.599276175036805,4.926946411937745,4.311561703388875,3.19116665077168,5.4014980329041204,3.9633782565076463,4.229143548684288,4.290949422438709,1.3691431723617766,6.360980904238367,4.432101151944199,4.723421656242014,3.142430389635999,4.310066558138794,4.152180031261411,2.2683699388025302,2.6269752846760026,5.717887511598826,4.990860517958483,3.3548376353277463,6.968735608074375,6.2646306012258695,4.431753467863413,8.09665634576386,3.5438882743904614,6.148177520243092,4.853266382626092,0.16064837182819236,5.214409044250599,1.4619805077659813,6.013981594783729,5.604215169643101,3.5861325465545963,5.648880710078473,1.7410664453185003,3.5277845919119577,4.957616477215904
non-targeting,2.2434222092526097,0.9250679024719137,1.3764541730556,5.169444359109076,4.851182042741789,6.2829180543995236,4.532472207259584,5.121737577845443,1.310062553215378,7.168194449738099,1.9104203805157007,4.382714716926941,6.193786851028286,4.7442258748284925,3.4209482194549343,0.8218287048350064,4.889130156609407,5.837279957286566,3.018040445737015,2.3295831265709843,4.69696503493908,1.8481779207747804,3.4255888570690134,5.265075435206498,8.246388261359218,5.676498457913691,5.150444243892096,5.238016916366025,3.8980837749190584,4.731262279506475,3.017003581277969,4.891648957333965,4.698837602530842,4.898355458579126,0.5511386032132979,0.9277270483091131,5.152024326050381,2.8735973142347566,4.9404645234634215,4.449687162265828
non-targeting,2.9453824884628297,1.504958760797199,7.070021487290938,3.584375611175899,4.452855932845258,5.728722417806273,5.513663722159794,4.315124261501956,2.373215995424392,3.695680081073105,5.860563474476905,1.2411124360651955,9.202005186906101,3.7787608515111275,2.3103097100088608,2.767045296928913,6.117334736921135,7.279923204008123,3.358893962392103,3.422869086896835,5.842574658882861,2.6257321288188518,6.363107275458194,4.01018757043702,6.292737599086234,2.672946507881319,5.026227461430668,6.357236243460248,3.3083468366488513,3.6927737598590906,2.5275014915723837,3.007145390081641,7.74269280155995,6.5882258260811595,3.8046606938308902,4.141083065930601,4.351220413000741,3.368632114673145,5.592079922143558,2.5607716307338633
non-targeting,2.26530311220688,2.5379014407229614,1.5679581452709153,1.9917187969084391,3.2865104443549855,5.042090926576971,4.334459482118029,8.963112796516825,3.047277561196658,1.865514378232064,4.794793993754016,5.330327564086687,5.110366878641705,6.586596898616005,2.989894885604243,1.982944935506926,5.557496558217113,6.478579361403858,3.489784781648761,4.100681687809066,2.201916969159501,3.5788755503483847,2.1721730878153602,4.8870961823658545,0.9337551749152029,2.669222741980266,3.622724301640109,6.783817609871257,3.9956584813292366,5.970374807285437,4.093995932802014,1.7696028578859924,3.0626458536084153,6.932091704309169,3.23571362019183,1.7174694429382558,6.453782833631538,3.063615362068317,4.450290112320734,3.87029849078451
non-targeting,3.7481271906273967,2.8003767898725034,0.4095987129320662,4.867607421623913,2.0265112957415026,8.89925259278144,3.0481954229358275,4.473696974040679,4.378390642521753,1.6709594140709632,4.774171510790296,4.3416372453598635,8.313562043100289,3.76618006599113,3.436276768681752,1.9808777649840899,4.934301051324491,6.520940863252985,3.9830632875877896,4.987166278113383,4.935166949235086,3.6098721190490486,2.522454673986032,5.697703229728952,5.6644257575794335,4.926301524167432,6.002092098139665,5.991599060894039,5.467919678022057,7.7826532479237365,4.581222957015762,3.1597804950747976,5.972706249257614,4.600759961899545,0.8343149427098577,3.40057097835434,7.240453358682619,5.733405037679729,1.2071985832799164,0.3807602240011416
non-targeting,5.2398125509168265,4.945327398178933,3.6959063665780825,2.9694850181705923,4.220530994095754,8.789392558219348,2.2230121572073744,7.173314937426386,2.0990698117729107,4.500477377327252,4.397581260289572,4.256860108194227,3.1776332744388056,6.126780497421446,3.375267128186205,3.973024753763637,5.780516794603182,4.939978066088896,4.12305267072407,2.626389446104038,6.614053266507767,2.140656366129651,4.408528857873064,4.095012677262915,4.4871000265320085,3.380429871801788,5.056811960079475,5.667336183020373,4.199940220536243,6.035104253472932,3.04588330623285,1.5081858962961416,2.4693660467975813,6.105420406186455,1.7032435313484715,3.5527498840094043,3.8208031087064045,5.546262149165748,5.645602927172002,0.9004128295078682
non-targeting,5.721551264988344,4.691195500234088,5.03739282641191,2.2967758994834675,5.1376129347963175,8.641008102925142,0.4083770239613207,8.23346285337465,2.7344138008412657,2.3547635252635772,4.628380885408202,4.842519857059958,10.33090475428501,2.3603659140989715,3.5885388824851594,1.5837216056870895,3.9539728175340283,11.121080001633008,3.870769715148584,4.576158478711519,4.064938166637856,1.4937863788975356,2.472610139967896,2.9290563269303833,6.229186386623431,3.6912990125224527,5.377107402074209,4.735566088290025,4.862854592150976,6.384363998584451,5.390125268997032,1.266190896147061,6.859919299986963,7.6632577859801145,5.267841827044469,1.2581225559784737,3.98762030418428,1.4538122151931865,0.9269588776063875,4.146772700447579
non-targeting,4.5971179002536235,0.4172694459777224,2.6195095454977526,3.417209441990042,3.922952729450357,6.699651552970555,2.4389671128319366,6.978447522522419,3.1230036775719494,1.184226849367359,5.296383694237755,4.2238580364884,3.889036118087303,5.91658375307095,2.201104610764651,0.5851386314374629,4.596630261420076,7.703992983257744,1.1414246827307455,2.2228605247337594,2.5729305023201947,0.8782973060310644,2.3745841643058974,3.4517140489656617,5.47100649016274,5.17429835457481,7.4670390204479595,8.848927210517394,3.7990305122270183,4.748879206419576,2.2926159692624886,1.446336975910853,5.175262722484812,5.701532226265796,1.930260783220242,5.3892682753102505,5.16863961775641,3.4578453514268337,2.7687819451664315,3.139004407925521
non-targeting,5.115657042854048,2.0506535138603477,1.813080991992826,3.2502943702905003,5.780786784897311,4.603825215306284,2.3164346532115156,6.28447930508162,0.17258851743558523,4.2377097589781485,1.5091609669765917,3.744365992001091,8.015967107588187,4.112560711259071,3.4149771023361675,4.203839819868818,4.5208100913189755,4.904203470759308,5.725962627261383,3.7370086567102185,6.792451772140104,4.586933082712909,2.196307729446778,4.050426803113034,4.478454426605836,2.8976043059989065,2.60819182750514,4.933624306167133,3.468017380442337,5.5814194798749295,2.602196135091572,3.0339494153341793,6.701920770937355,3.659925324804699,2.115306179605884,3.1626593206568745,4.250081390327001,2.649917677905001,4.232039335065239,3.670468135814106
non-targeting,3.500970590594224,3.640550909394422,4.757408258256369,4.730812076379044,5.0702754354508635,5.900999025050959,3.9807432433869208,5.089158801637831,3.0558405994250455,4.6439054549573395,4.998605053252305,5.8185089011330735,6.817064745357618,4.932641588120113,5.474848762258566,2.1731346805983427,5.0542725290987836,5.227961432111909,4.815430398562003,5.903941553430235,6.973436710514616,5.101868965399041,4.084672222041985,5.931469824354839,3.129268119049237,3.7607298761714136,6.470151474396366,8.443726423226119,6.024854640458307,6.097146673211159,3.915672069481162,0.7734331015519906,3.6230403923823173,5.97933895925568,4.431981805952685,2.6036897914623145,6.6147101668642705,1.2345448687059521,4.438735081098619,4.870321871301048
non-targeting,3.3211148228451495,0.6029954967732039,8.240998525982771,2.43439431584448,7.667259013264266,3.4905198419741614,0.2609135627157455,1.5639875361430713,3.5632373893857614,1.1379090802831753,1.3653862158394938,3.0308143990183503,5.04132284527691,5.293778617939614,0.12320475690913035,2.133320925156762,5.579419537857893,1.2174128410127798,4.0868907223068,4.069192476085984,8.39848178993555,3.8623194646301693,3.5555188050840423,6.247048735291034,7.479237940120739,5.047009655086312,8.332381317379436,5.782233710913313,6.05523725945395,5.994035996753176,0.452714083908786,4.846327355102556,3.693878069066342,6.363304286888154,6.350658413510196,4.447589631173794,6.0354665723724885,5.3619528176264595,5.063403006877909,6.283331166015168
non-targeting,5.821091155530182,2.853378492472709,6.383347336623121,0.5448503494078532,4.702850878088461,1.9484356822865125,4.448769243751164,2.680250741205911,3.0064235430049133,2.072555272966051,7.517095139495973,2.572339483571735,6.283012617491506,7.1848378908572315,4.1984057282163745,3.133567807219114,4.705324963098282,6.219650019400502,3.2061333266373344,3.444276646154435,5.024113526746401,4.5039551777441575,3.2860480596531487,6.730078014816868,3.4625568713377683,7.205656915491211,6.9832664301454725,8.724986755466498,5.305433181803508,5.264644986825455,3.3123238380562454,0.2565445293866728,4.704582225788649,5.422882270049932,2.6262698921802174,0.8408931705291987,6.153888991901598,1.993434337509612,3.6216261643952334,3.8919318053498033
non-targeting,3.5201318678489963,2.2928707257521306,3.562176112546077,4.167297621060537,3.4551182998279217,2.9742582116942056,0.0,8.465501107922591,3.1515821098551355,5.547300953430682,3.4553953294716795,6.954770516679133,6.077655905781116,3.3165050078996554,4.794299336485905,2.31604368722631,5.5872029926369855,5.880321982151148,5.164434879371812,3.4350123932977357,0.6097925201789502,1.493617722376038,3.7905792119503934,8.733917578332477,4.895580613367603,7.373005956749255,2.8637922578961748,8.259090000740603,4.201610349563712,4.18085713649125,2.799359399066905,2.8146588212187518,2.8566034075136226,6.812735702691182,0.6931357385157932,3.925688597778211,4.407864741596041,4.355247490497001,0.3090708417285941,1.1502443496092285
non-targeting,1.520044770140673,4.192039444859495,0.8779309204164516,5.52600080472423,4.110570448214518,6.271850802531275,0.0,4.559884368703571,3.396435157010797,5.701773613577533,1.851480523486399,6.016948797605719,5.433292817097209,6.3834850441512305,3.756433746726549,5.1559910976974574,3.2429856122773253,6.556124601520287,6.063068668185503,4.567356747686759,5.159652491218022,3.699617362888996,3.238209471053625,5.160749145113191,5.84992798268959,6.387795022338494,4.110406334147117,8.51815342337897,5.071357549197192,5.195914708835621,4.375570552685618,1.7275632146995397,5.189825749700709,4.468921436277365,2.85975724196183,3.995200950432989,5.815628016456642,3.581177586109547,5.845598640725973,3.4526599127313204
