"spot","x","y","domain","gene01","gene02","gene03","gene04","gene05","gene06","gene07","gene08","gene09","gene10","gene11","gene12","gene13","gene14","gene15","gene16","gene17","gene18","gene19","gene20","gene21","gene22","gene23","gene24","gene25","gene26","gene27","gene28","gene29","gene30","gene31","gene32","gene33","gene34","gene35","gene36","gene37","gene38","gene39","gene40"
"spot0016",16,1,1,3.13030973383523,5.47812135041338,7.45678652773886,6.92448860212258,1.68817349334003,9.47424322652142,0,7.02363730717646,2.2093902929733,0,0,2.85812672203891,9.78237005667823,2.95681622450563,5.95774678084899,4.93534280921035,0,5.33886342467788,3.23533012921263,2.72309752427365,5.50389632008587,4.61608197074097,0,3.3832829007785,0,4.20786443532121,0.485531858504014,3.58248525476481,3.28799665818721,1.05364378618332,3.62929416199543,4.01024678969439,1.19255003444906,6.10284877905858,6.87445947356592,0,0,3.79738502618073,0,0.427016681623948
"spot0017",17,1,1,6.81026444686266,1.99283102156614,0,6.32536791837752,0,0,0,6.90933237780522,4.8788398109657,5.61802713079465,4.95677278128133,1.85309966487453,0,3.97321478315806,6.56177664536885,0,0,0.97714227020198,0,4.42937047071145,0,6.39917325390073,2.18727804769577,4.54832381185148,7.46384323873712,2.92968663759016,5.76854190722544,2.73744276087736,0,2.07840790969769,4.51347672114736,3.71309956244794,1.39139078942606,0,4.26239429048312,0,0,4.08224701441925,0,2.85527545217148
"spot0018",18,1,1,4.00970264870258,0,8.12893744141471,1.92518250297875,8.19992410717835,2.33738212135753,1.98730016347214,3.89070891387025,2.74680051407541,2.75189622823294,0,0,4.14650316540462,0,0,0.222532352927585,0,0,0.981719977563138,2.58510942406181,3.03142324769991,3.37459442897254,0,0.859955080617981,0,0,0,0,4.20458406901577,1.04617450437481,1.09405591067465,8.05345362962023,1.7956274210742,0.120276753868785,4.61550343658009,0.294597576135935,6.80517723517827,0.678146737738228,0,0
"spot0019",19,1,1,5.1502412550688,9.13278719604058,2.75396659218881,4.91513674657101,5.16665099311506,8.9776763410834,6.3235681023316,0.242206955066413,1.56084378866641,1.38854340072904,2.49550505246277,1.98618472744271,3.28778125382118,0,0.682786654436318,4.5947602114878,1.65137635243035,0,5.39907530921445,2.04723709048935,0,7.98390996441573,0,0,0,4.27894089341345,0.135085810390314,1.03554225059701,3.01369440420166,0.367305783732326,0,0,0.807550286191568,2.61153934565962,0,3.01683568331479,3.47807225115765,6.5315807712235,2.57649906500884,2.71733844280082
"spot0020",20,1,1,6.11611269354032,3.93300730790874,3.72099978417417,4.40594562540982,6.60460677416936,2.49048288765308,2.25164866831068,0.97193273135501,0.647849508548442,5.14379989968523,7.41580278989811,0,1.34045850809188,0,5.17830254651174,0.88916347352155,2.62651388289148,3.21809865705212,0,1.63339499161254,1.20080084016915,4.36374446849639,0,0,4.68053301815638,0,0,2.3955473276907,0.878604201098864,8.53233523928576,2.9083600951873,2.56546024821324,5.25876218267374,1.79018637759133,2.17058895027108,0,0,0,2.39938300429017,0
"spot0021",21,1,3,4.41082713319722,4.53779056186202,2.76083073828681,1.29420143933568,0,0.918718369629942,0.414839897119706,4.32130200581927,6.58020337862044,3.75364108463074,0,7.84849056889358,5.53623561358243,2.7823242555606,0,0,1.75999426476417,4.66457065547845,0,13.2391963486855,0,3.17423117733077,3.09153074858498,1.67821579183282,2.88353251210848,6.5983830515031,0.939975634749795,0,4.32818765983576,3.99363065799022,1.95414771669949,4.33788826095337,1.95391303966743,4.71616460666706,0,0,3.22079850055002,0.764855312660766,5.30671109271168,0
"spot0022",22,1,3,4.53365956373896,0,0,0.800181837215693,2.17422763109059,0,0,0,5.5587089221592,4.53264418420602,0,3.95071101442965,1.10546501915167,0,3.47419103865181,0.86967390853769,5.08062965417033,1.31797737628434,6.15819243736322,0.21582420881216,4.76841803805653,5.29603047477595,4.97687937805712,4.70679853059663,3.9545121014903,3.68197247872878,8.77760977861595,7.17845699109108,1.86539140009333,8.88753027426808,2.50679430657956,0,2.59430790845487,1.44984379402704,2.35328858091136,0,0,6.77021639158899,5.36479825685947,0
"spot0023",23,1,3,0,8.03166596478891,8.68164756745127,0,0,11.1822330838654,2.80370120021383,2.6536246224966,2.26647822232598,6.91701065212466,1.32897217632289,7.10787257454632,1.22770592102911,3.76801060195599,0,2.59665715010727,6.20233856312174,1.42807929831992,6.48866552092923,11.5451873576894,7.29673476065824,3.12985086952154,4.3376760089727,2.48124170544391,11.6253375360805,0,4.2831088371969,4.38548231616027,4.74706914209428,0,2.75674041190215,2.65682335959254,6.4051774382476,3.83231223318138,5.90408997117986,0,1.56458047050599,2.67108240167489,2.95276037711171,0
"spot0024",24,1,3,7.17710172298247,0,0,3.40871538706735,4.32594406551319,5.30444474848228,0,1.13099042766386,0,4.95667309734621,3.21693856353527,5.19816905250887,4.12896093683238,0,2.62880324805145,0,3.76031190191183,5.39114703717475,0,0,0,0.104086272398752,8.34344363437564,4.01218677272047,0,5.94494691614309,0,3.13541440015963,7.89499924655256,2.8041436704682,6.56903419749373,8.28363355004278,0,0,0,3.8505481138677,4.92277624467004,6.23197940932036,6.54815390876285,5.76506306473463
"spot0025",25,1,3,5.28930358230004,2.57181142692368,0,0,3.42658951964808,7.89237718738128,7.97092938247614,0,0,6.96696380716616,0,0,4.099338810441,8.06537646885468,8.77076596860207,3.86487201484778,4.51883014606925,3.96032685014314,1.93669573919012,0,6.66246135665914,2.63070601714876,7.53465428334148,1.80559398524188,0,8.35834928210669,4.63482106294391,16.2335649239496,7.20457169664419,7.66977281099185,4.67338727927199,0,0.703496180540285,5.70939078416776,5.69288685443786,4.04040256392112,0,7.89617634110393,0,0.483749779861101
"spot0026",26,1,3,10.137704728003,3.83442763402882,5.39756695743007,3.31940689003415,0,0,2.57837998078053,0,0,4.79504579278206,0.955404042121733,1.0073601806912,5.04331757327067,0.0947565035535813,4.20081132382161,0,0,0,2.29539468785708,1.2785601761036,9.04655074098721,3.85376263815122,8.73814067217323,10.8082884657299,2.2817161820215,5.35953676230614,1.04287359284907,6.58296628754881,0.220838840506482,0.407341433147309,3.01077676552606,2.31783961750511,2.91918111848928,2.24267219476939,0.149746634001114,1.54429242418432,7.67055560524536,1.93736706836785,0,0
"spot0027",27,1,3,0,0,0,0,4.34173012216701,4.31014528230772,1.12289847613112,0,0,3.39557017606445,2.79297250857782,3.47575252913624,2.01693280303435,4.16644370283782,3.50896880570075,3.95409329565528,3.73586448235203,7.81660009331023,0,7.27913640373002,2.83026970170724,3.77256739663546,4.28378538549691,2.43124821561406,0,2.90473612708345,4.14484103214104,0,5.92478880894433,1.90954207592337,7.06709632112792,2.92703839992491,0,2.58706277235035,2.90154087870441,5.19216578607608,1.45094666105797,0,0,0
"spot0028",28,1,3,3.49192853087667,1.00307307920336,0,0,2.53793235026605,0,0.607276244699902,0,0,5.34314606102189,0,2.25560201155868,0.0113495300107047,0,2.90759738445974,3.30597076581706,6.42633369249451,3.13828748623893,1.51536438172093,11.1086411404793,1.7240045002923,0.488858700903232,2.12710130493933,3.61354901628124,6.10150559259751,5.45545770859539,3.62987273663053,1.00203111613858,7.94564567012757,7.20698567506959,0,4.4037268065116,3.57530027075614,5.65827562136763,2.52370162053104,0,4.8087479084688,0,3.84523250004968,7.85717570274308
"spot0029",29,1,3,0,7.46668780409113,6.73606353121327,0.149561281579548,1.12054528582253,0,0.00371321711057448,4.02870983541155,0,1.33384539230526,1.49633817928739,1.66199572049356,2.63506350502825,7.5880097321521,0.420338910372899,0,4.77299522378302,3.33165304916359,2.82525794047359,4.06845892232143,0,7.7215352730189,5.58871257614157,7.32959541956925,1.90518800309469,0,2.30393663398223,0.826036147418111,11.7796685659153,2.55286698268337,1.24514153653374,5.72042482024903,4.17121284303085,4.3557332815765,11.2179834703192,2.5814003953554,8.66811438136991,2.88801440459579,0,0
"spot0030",30,1,3,4.27389242908704,0,2.1469033428671,8.21965295014014,3.21513937068022,0.995158938475738,0,0,0,4.39472006434625,3.69210071665998,2.04887193047583,2.63085307118792,0.991568630920249,2.1057952801158,2.9508593798532,3.57205449594699,8.39669680450636,0,7.16182601054299,6.35029361050537,0,3.03033470203113,1.79729952809807,0.734498419330869,0,2.27064282640019,2.47623994655431,2.86759363301921,0,3.54525894283441,4.61222936298228,4.7637500583864,4.69759177463841,2.70177211240629,7.13922511087213,0,0,3.18243271991101,3.54288430538952
"spot0031",31,1,3,0,2.12812142151174,3.13158368471067,3.32886611340557,5.06794773528377,5.26685795649373,0,8.04797908197408,3.59600926197024,0.00373878989021836,0,5.16772492947363,3.14833605419447,5.77331486016738,1.78889556204125,1.14768433312906,9.84497896240897,0,3.36820062778993,3.34684670014879,5.53543459839489,5.953493157163,3.03257765957894,8.08200827643781,0,1.18051809190901,3.58299407282991,4.57125681948578,5.42267827717021,6.23768998475508,0,2.02684711538959,3.83458807700135,6.64217555049776,1.60251292948603,7.597023174389,1.01465165375137,1.82535651381323,2.56074944562394,0.24166803158135
"spot0032",32,1,3,4.50578317071666,0,1.98024752144248,0.108101075911634,0.0852419070261115,6.03005885465551,5.68276888681068,7.5930928504593,1.0767112241204,2.11340275641421,0,0.641371994914169,8.17451842763045,0.542152953526981,0,2.14663098164787,6.36271195590841,0,1.11162834873814,3.63740689717715,10.9213549805955,1.84537971804732,9.31797560423883,2.48486682253367,0.391438021784006,0.0298292558705229,3.22615656117864,3.92154855383619,2.8698436019161,7.68278105903939,2.6633940799332,1.62960336896944,0,0,0,2.7469410568241,2.08867554538933,6.77758115750978,3.018828328857,4.79026195394132
"spot0033",33,1,3,2.14345231031481,0,3.01374225107549,3.1892548895539,0,1.89937739670172,9.00273577889198,0,7.15262507224403,1.20525879230284,7.18808708684703,0,1.76831635390436,3.08931724425252,1.60593420093805,4.30558593629926,1.41598474961679,6.23105712806052,2.59646801859478,4.42346872685661,0,1.69563748256035,7.81327782077043,5.78075079406231,3.52432681039851,3.61926042065088,6.64215056159124,3.21666037433012,4.26234309828974,0,8.20903277804258,4.68088770591801,4.91300745053764,0,1.92707163331955,0.568731306431238,0,4.5460063103764,6.31945773432983,0.0637145794288663
"spot0034",34,1,3,1.19783437724943,7.99011696122795,0,4.60477274903237,0.900925366066795,1.59641205508441,0,5.83843382656665,0,5.36913322353404,6.92262405681161,0,0,4.07040918175848,0,0,0.441265314270238,0.794305200857013,4.46294364836143,0,4.31272644345139,6.58123123026967,0,1.58628697572917,7.00927711073301,2.6821809076348,0,0.99766769983977,6.85609242424157,2.50693881770979,0.583771059854121,1.48980771508135,4.5181322882358,0.281182367232357,3.66585453446475,4.00603783818436,0,1.78344717947272,0.11593214438442,3.45934154138767
"spot0035",35,1,3,0,7.38709474718615,6.71106331008599,0,0,0,1.52210775370807,0.246367128480622,2.3942345638574,0,2.5549135006041,2.05446934942401,0,2.96590581209485,2.19233423954818,1.1929932585596,1.95374298288638,3.34732218607814,3.21353300950436,0.489355337974806,8.02562313765046,3.87213732489242,3.52469502392203,7.30616315975583,7.47214476584522,1.54765585760885,0.531294648578921,1.53033681569413,0,0,3.08712632643437,1.49211373667699,4.2489241379236,1.99419223194544,3.43207036727073,0.263796484414484,0,4.72346278599651,4.66392215714744,0
"spot0036",36,1,3,5.07053128139365,0,1.84009436491096,0.617947111055512,1.55180306752644,5.83683206160316,0,1.07080706879537,10.9365587151409,0,0,1.85631792180513,2.69983626941353,0.133430398154183,1.06888688810596,5.79451734941534,1.36739082131235,2.88044361782382,3.29339782304212,3.42461990786418,5.72376756736024,4.19121402668308,1.51964073343331,3.79605236644758,0.628023622168729,4.32687653812056,2.78234603289312,3.58582946649058,0.153181649887787,3.00923255652219,0,0.580170595650482,3.84417540859217,2.84146993621424,5.14426860037278,3.70788844427417,2.39196977819139,5.49409671497677,6.17100883063697,0
"spot0037",37,1,3,5.1225170782637,4.72285639619282,5.29670080721433,0,10.4312579556667,0,2.02402063129933,2.41337334124918,1.47605935756469,4.61755650752109,2.4341218241459,0,6.93511656922277,0.971308671195497,4.13737525751881,0,0,0,0,3.86587265436236,0,0.575286871419977,4.09526424305992,0,2.23289190727552,2.9327706167885,8.71127382399329,3.09862158221156,2.16849444769583,1.67873770359579,3.56527363892431,0.881921563258968,0.0967740252207918,1.02114295129021,5.72831410128427,7.48740062200966,0,2.07182611978741,0.865354395685802,8.50088607761379
"spot0038",38,1,3,4.06767398274172,0,0.480619551486399,0,1.67462166541961,4.46387558665398,0,0,6.39524460952667,0,5.17724358372432,2.74925764784211,5.08358092962141,5.5089074939897,5.98968676598714,6.32612548307717,3.03390528549936,2.6011635826191,0,0,1.89515950757196,3.5246435219704,0.544545252778213,6.91173755116394,1.21729169254582,5.19162614205539,7.0465043712142,0,7.58012891507236,0,2.80416923194764,7.29098777043816,3.94403296202737,5.2020758043728,0.0631118150216941,3.04431631328506,5.87232838878249,0,5.50592945110107,0
"spot0039",39,1,3,0.254266413615563,11.1796489837096,3.78732948109985,1.6820488202328,5.42567987723808,1.1466697008909,4.17633135724772,0.793916730537871,0,3.65335671673775,0.209819318245802,0,2.01329021305011,6.69892825334735,3.03411529045794,4.94625430261902,4.20172504377165,2.35559439812073,4.34892306131354,1.51589268903398,0,5.21672335475375,0,0.548267865822286,3.79160529756728,3.43734178334057,2.52873467880898,7.46006855715015,0.256351731119802,0,4.73158164181753,2.15786775743925,1.62028794385852,0.63071491475162,0,0,3.77594939236188,2.06585634652353,0,4.09360175973283
"spot0040",40,1,3,4.7523286761013,1.52878433934217,1.94264718834637,6.93199142882282,3.38193544580793,6.26956294825364,1.84222975494458,7.17820745693574,1.73510674657663,5.21211960019844,0.793274501901555,0,5.505616545754,10.0360141426997,0.85942659592495,7.14099644985261,1.17081873389149,5.2322259126165,0,2.96476197400348,1.32718617253637,0,6.29258543579801,9.63376366124235,1.24022561942731,0.906433606159017,0.246198858722464,2.39650656493256,6.32976455452379,6.49279874346554,3.55033979624707,4.65855559220713,0.358928168933067,1.39551507740657,4.38717464785033,1.0144793511546,0,0,11.4415532282342,0
"spot0041",1,2,1,4.10260828477971,10.7701001765293,6.93128806312287,3.35128784120367,5.86665212217535,10.2473468470517,4.66369736940546,2.0081937073469,9.08162530600243,10.5414770839786,0,4.51564867366528,2.45271553935392,4.45574458112677,3.84344241160607,1.92820415365889,3.5338786655744,0,0,4.52262205023259,2.30112426146854,1.53934035507039,0,0.00675703231160285,2.67271802813791,0.297869777365124,2.28449404547856,3.34714036374504,1.51874310136637,3.49657588233683,1.14927443011223,0.88576510251138,1.11062762272196,4.23610600557073,4.8737288410813,10.1741768030369,0,0,4.25452185472471,7.73182865481173
"spot0042",2,2,1,8.29326861132508,2.36303033584216,1.62619127691704,9.93740794965654,9.39996397531173,4.7508465722133,9.95240903513311,3.97204609623238,1.13734872319031,3.8228644040076,2.27972380292162,0,1.39975715138798,0.534875175086827,3.71950386311606,0.140700490691396,3.68777041207214,3.87701864017264,1.02236527249384,1.84772457354796,10.3353035218583,7.41810889674465,7.44166699485142,2.2033893053987,0,3.99893207029419,2.23116723897069,14.546308225255,0,1.29008623513908,7.19300321495588,0,1.09122966880134,3.16923777560514,1.23126842928373,0,1.57215923596198,6.68484948211616,0,6.95192503578494
"spot0043",3,2,1,7.19917130930139,0,0,4.12088539363786,5.00204875890942,8.15172832845963,3.86857719855108,5.47130057890746,8.51236268819968,8.09741214784866,4.89132778929649,3.1337097278167,3.33332644009092,6.20916853977652,5.85772012756248,1.78469771007299,3.27606469898523,7.9239330499502,7.14978454365195,0,7.06870586103678,1.69950518792847,0,6.52366655813343,2.29563714448701,5.38466098768031,8.78689547975956,5.77955423357973,0.762422656083964,1.52776906348502,0,0,3.71335822880156,0.952528893816826,4.30389214501024,4.91343342384777,3.27212141427943,0.604740194840667,0,2.40119861345363
"spot0044",4,2,1,0.367641839321797,6.26092604941549,6.70495890020502,5.10604955342146,0.366605113206182,1.35701948468901,2.27973491607596,4.51529010787746,12.2477606514987,0.777659315129335,0,1.57859982653544,0,0,0,0.692472278841259,0,4.50480951232205,5.17674106989461,0.863182031752033,0,4.0795989860224,0,0,2.52187385237455,0,0.968604573202642,0,3.3729929747756,0,0,0,2.03867378674791,6.25232137897645,0,2.76335441506311,0,0,5.81895814337694,0.00770437419770342
"spot0045",5,2,1,9.6728354570671,1.59554044045691,6.29948846249021,7.88742275332146,11.4925225552321,1.09159866803661,4.26742049669347,7.27538556169668,2.24416653997316,6.08198712347913,0.492720908022703,0,0,3.801238503551,0.803325096929772,8.01257100086751,0,0.290321332930034,4.82566302692715,1.08646940415225,3.70820971239303,6.73474337339329,9.61885456958239,2.17985488922393,0,0,0.0871353082433042,0.50721603353353,0,4.09227549222659,6.98363526179377,0.448454810545791,0,0,4.69553064204129,2.11032917691785,0,1.5668568799905,2.00114932024703,0
"spot0046",6,2,1,0,2.41454902234573,1.54188024051605,1.63966865080206,0,3.47733483325995,7.32041356489545,8.04726861183249,11.2602337006417,4.92851489612511,0,3.7581978267652,5.84945758092653,8.60276690644961,4.83938725241288,6.96385333077886,3.53709465596034,0,0,8.60445056239881,4.46430559614016,0,0,0,2.5196565219861,1.12493923603529,0,6.24969656523623,2.06498251550079,4.65241094810142,0.669780550013978,2.61232049671527,5.61733158158666,4.36503398401365,5.294484350194,0,2.62021533453797,1.32867248318456,0,0.0375628055899964
"spot0047",7,2,1,9.8651802765498,5.50687110153734,3.49387682874964,7.28658999250435,2.09076137666848,4.48597627125476,9.06401809673394,2.83580169847312,1.20295304707875,2.08097539203657,0,2.88431871861665,3.14751648898354,4.99485340171676,8.30616795069622,6.91834284112057,0,8.99688099065464,2.48747470657252,0.646658137960967,8.49472491655216,3.50099384566698,8.0577654885642,1.84766714051238,0,0,5.94402860315982,0,5.04975741137197,2.41962748315719,3.65352230681191,6.43323968437021,0.301392673685843,0.3846324483548,1.18884581952432,5.71123820353365,0.338250034245549,1.385714016648,4.78713574681201,4.72560860548575
"spot0048",8,2,1,6.78880898186133,4.17168050492718,6.66914527192188,5.00097574372739,1.78514736646511,10.3153456828038,0,6.9593493342457,5.19583689013112,4.07972162150214,0,1.08815629633836,8.31984610125063,1.66050256548722,0.6542965507523,0,0.265475173220785,1.70497641248942,0,5.99944235868476,2.34239463106516,7.12757360008867,5.46652548453501,6.95035362752796,0,4.02854273437641,0.733625749954732,1.83601642621875,0,2.75286572627992,2.32771019917664,0,4.98355081088646,2.54031100309641,0,0,0,0,2.48218123279843,7.2582038423699
"spot0049",9,2,1,4.67508555501895,5.84504157083339,0,0,0.86248489579987,6.52374492911877,0.904243193597097,5.95509483997993,3.23441873303799,5.34268218835309,0,0,1.63543666105792,1.26951114046632,0,3.87979547380277,0,0.546679384563744,2.19295384707556,0,0,0.604116241876178,1.61352370152318,0,0,0,0.150292772492744,0.415805896476676,6.96819817606469,0,3.33402128776692,0.538859896157791,2.32501497275708,0,4.80989586327645,0,2.53867475397695,2.09126424972477,5.69552182679788,1.21436509977323
