# synthetic, for demo only -- generated by 577_spider_spatial_ccc.py
spot,LIG_IF1,REC_IF1,LIG_IF2,REC_IF2,LIG_IF3,REC_IF3,LIG_CO1,REC_CO1,LIG_CO2,REC_CO2,LIG_NS1,REC_NS1,LIG_NS2,REC_NS2,LIG_NS3,REC_NS3,LIG_NS4,REC_NS4,LIG_NS5,REC_NS5,LIG_NS6,REC_NS6,LIG_NS7,REC_NS7
S0021,0.02930246031883879,2.434896310665537,0.0,3.1427935165727616,0.3746388200356541,2.989914403366497,0.0,0.16691358166062845,0.34882151508450987,0.032937356386357336,2.0030041859881655,0.8276945821522627,1.6622943064817919,0.7528292228636282,1.4605625006596499,1.0283048591259412,0.20779081239969185,0.3502739043228793,0.4149522843557098,1.7770833836937712,2.384797107543884,0.42408264178706934,2.7476000767854667,0.45847533638136706
S0022,3.2176389023549317,0.10230988491636281,2.928408466033706,0.0,3.2001797804174137,0.0,0.3568734741679611,0.08188994698189384,0.366571820628286,0.0,1.5912004371662862,1.8958044579769429,0.39292844416821543,2.6997439964077814,1.1993290491370359,0.27825625599009224,0.5695043421527562,2.4540322223142312,0.8868329071716058,2.5647107637228124,2.4177807566057017,0.6294421482864545,1.930372995485878,0.2912905216778295
S0023,3.3698186276685576,0.10930025084184822,2.8534870900061104,0.33492312710323074,3.0692049323327053,0.0,0.0,0.0,0.32709383125448693,0.5585045711848806,0.479563142138281,1.3425921354975874,2.5133760793187574,1.296888326364416,1.5638322060400769,1.5919205247151822,0.741787672789545,1.3582265936313778,0.9909872720620967,1.2784498324313114,0.550869799803704,1.0547129569824532,0.4004282881174497,0.9999093368771775
S0024,3.4485925136500897,0.6739996875563599,3.041080164845479,0.35483577426493673,2.662394645486154,0.18235238422396724,0.0,0.6861905594126223,0.0,0.3260518796336145,1.7336103189122027,1.294054472663539,1.986622347157178,2.4959604762292877,0.14679191218513665,0.13809126998350552,0.24254692274794784,2.3776265604988347,3.233694407298192,3.0972181481720225,3.6939840591285154,0.9785081675878945,3.224289663193416,4.316309098549156
S0025,3.3287019678764764,0.0,2.8398774820361434,0.8009065746876025,2.92209014151257,0.060484332607206356,0.6477246428082288,0.27813497849564484,0.22162769769682378,0.19254222976386307,2.1644013432396894,2.4995311397022744,2.8024605613455345,2.191963538100299,0.8451341437211121,0.31105346629757064,1.056167864243738,1.6852647088186408,2.0154661217593755,1.2852943676840405,0.8925668424206238,1.585918623616206,1.1432822446691397,0.40288529708786563
S0026,2.972566454592454,0.05233059935020107,2.932276593232266,0.055973952360104426,2.8134708792643184,0.0,0.0408759875379365,0.3187040807157729,0.0,0.058799162224393436,2.246158283198868,3.09994989654186,0.9936501911692004,0.7531478558581904,0.5765492033930687,0.615315453050884,0.6369685827421577,1.9011127421856246,0.7316287447097803,0.7021521222385192,0.556297371471482,0.9815649299340434,1.3826471050078595,1.1468360644212319
S0027,3.0881800407565856,0.576463170136141,2.9409674770555037,0.03547954958296809,3.2174189391736228,0.16638314520751268,0.28026150229120894,0.02699626269194655,0.11685083480712184,0.27404239615718506,0.3926240877110433,1.6928055577594168,0.8596401796710235,1.7746422873986172,1.129634190680532,2.102903337839305,3.333677916803661,1.0190140448800944,2.8630370443826987,1.2015611594590176,1.4144509332039263,3.0637659209474917,2.3933561644640475,1.410278685656419
S0028,3.191705717946061,0.262494585336637,2.8164030606521746,0.34224146789343635,3.294546213204296,0.1787828418769524,0.3605792866251237,0.38056853679450064,0.7383669817927194,0.4478590233293783,0.6799452047459408,0.767008850144086,0.7012871034120601,0.7518529707726889,1.160689016036114,1.0600700470512214,1.231740343318907,0.40715286455223404,2.4990115525266954,0.4918990975157092,0.2879095430447135,0.4324133274552929,4.004118123296562,1.4925760936325647
S0029,3.0302944873248654,0.29082826837910614,3.1212734671242783,0.3547760422280346,3.2640963965077208,0.3861039671350681,0.3656315324453201,0.10489180975449706,0.22392384439906401,0.0,0.5993685405236443,0.7857012463711059,3.70911225298756,2.922200992949427,1.5158301864932477,1.0921984178751014,0.7179491530316363,0.6144250975631248,0.41849989867690873,0.5145133929045913,0.4204833569318775,0.3542187185399049,0.7517469293755128,0.9174070133447016
S0030,3.0326910469778863,0.17864610925596955,3.0595970937093564,0.016228211655822,2.811195145145745,0.1841505707531752,0.0,0.12916420657312516,0.0,0.1987929069308475,0.7934448219193965,2.287713061118217,1.4920213282439685,0.8095482776172566,1.6852876364775202,0.2831936583447711,0.41419611268463435,0.5208170533081076,3.729032673117767,0.9107992358490699,1.1965836145689983,0.6040828002245021,2.305353054238317,0.3065605907239762
S0031,3.2059382829690457,0.23248588466431613,2.9778465136867083,0.04920933076748778,2.31511671942763,0.45709859208359616,0.14223508002512747,0.35275048995631497,0.24508383516597848,0.4170166247127931,1.401029457216975,0.7837892137558665,0.3334857667558484,1.4262569265403628,0.15627545582363392,0.6687120242007744,0.9316794716089694,0.13507614652623776,0.65310911933922,0.8122345902822105,1.041893236113355,0.818522502504585,0.7150111004096985,1.7496451282016092
S0032,2.985179338493517,0.34440238256963396,2.8923854166345104,0.28528270955451007,2.5582595254674865,0.15199850738720333,0.0,0.0,0.0,0.0,1.1436598094443702,0.9864840324607852,2.3230758384127985,3.2835190360532986,0.8545645047241371,1.8952994616302343,2.6897445627338894,2.020872954920455,1.0796464629977778,2.516627455976978,1.8407601309649553,2.124214940612869,1.3015601629740823,0.19837698290631764
S0033,0.0,2.7976284202768085,0.34913600762999925,2.7931039398163344,0.5054067445205521,2.971166251298166,0.8115794647275809,0.5992569649627457,0.0,0.185607559398649,1.1439064043766332,0.7089303643907222,0.8346106849131683,1.4706642616720969,1.0155852990899803,1.2951681764804297,0.8270946986093453,0.9341703372236068,2.2469115298175426,0.901913794330353,0.3323154004258896,1.2838205897979507,0.28744317806625236,0.8450574479310763
S0034,0.046381733541035364,3.2195146447270497,0.09104143904645465,2.8973665029962463,0.049686265170044014,3.2660780465617956,0.0,0.24559730368096896,0.0,0.09267715736311537,0.30030925545801185,0.40519746698796055,0.05659070272058361,0.690930863388238,0.31220207524200183,1.6336386003810783,0.9381404202100466,0.4858547511746555,0.17851545563726703,0.43123277852915204,3.281450383375266,0.05987384969560222,0.7183234140796286,0.7782657173380539
S0035,0.3084775944334356,2.6567492457786153,0.0733256780435157,3.022398191842109,0.0,2.7553897799896414,0.0,0.5202360521951062,0.08892263695107913,0.16654253556124152,0.6593022671194543,3.9311244416422184,0.5227576787682364,0.30945567648172617,0.2793935976338867,0.9738556520565822,2.1016712430043385,3.608992935229286,0.8675925782168386,1.0406988552969916,0.6832170169227735,0.0696695937685946,1.2544351816159194,0.33237610058880857
S0036,0.15074832279998893,3.0820919932078845,0.1761725074720315,3.2489846712055646,0.5606650733590585,3.7036118633165405,0.0,0.0,0.4342422488973004,0.07459286090702427,2.3569503138826713,0.9916085601205755,1.985722699568266,0.23324501562577662,0.23914307602437984,1.9096636743402395,1.2054273997253104,4.648367685600484,1.2054905147199997,1.2759550146963397,1.0132885423176994,0.8799273253158383,1.572582283107901,0.6050558928578492
S0037,0.23505249421708446,3.0446852408215817,0.5741466707427126,2.848850345955115,0.46628998637208174,3.093814369541684,0.0,0.0,0.3445995495042098,0.2344061513018239,2.158163748743236,2.739812720227096,1.3386630114546432,1.361882804062356,1.8657246174937498,0.2813144884532022,1.7479356169974927,0.3102512375540964,1.9647027593413224,1.1261340306197898,0.6574477048490208,0.6897067235136385,1.510033467092071,1.4568956662756567
S0038,0.31751981055054745,2.845926727951973,0.0,2.539403884492332,0.15611218047994666,3.095207313209418,0.5381484774391363,0.0,0.3307488320618321,0.6809068051056795,0.961031692175631,0.7923212343003543,1.5308288265370833,0.9242116816403096,0.1902009966448132,0.8487533647823783,1.2966609444053432,0.8394367513134969,0.9552829716533963,0.41200636791288925,0.28550716436828066,0.9003740331526545,2.1083383234333333,0.8448642293434668
S0039,0.05628963427559759,2.9943286811685885,0.34246422326383863,2.5208506331204474,0.07664922723400652,3.1312739934931493,0.8056119752708739,0.26257441816620974,0.0,0.11901938151786226,1.7368508746111622,0.6114626873184715,2.3078562770635105,0.3530015732290513,0.22960962262381365,1.4399852172052723,1.243770423979477,0.797642589651742,0.18108060352183666,2.7024075190688697,0.9303657539223755,0.81898327618176,0.8052362228760375,0.2389214221393507
S0040,0.3390620409074515,2.8443649618336115,0.0,2.6851467333234664,0.11697469679671868,3.4692841188329107,0.08106272017184567,0.21649582547956153,0.06467141114108785,0.27292775227352667,1.3131303385200233,1.5938953851360098,0.17843710941704125,1.6455925130726126,1.0939384693686411,0.19430805172987617,0.1954728189527995,0.4530183111882943,3.217627856524802,0.1818556237281033,1.5698058433701754,2.7682409431030104,0.9959427998520444,1.6055403612801509
S0041,0.2447106508645986,2.732074668284564,0.20431828955715597,2.671708070450016,0.20679069959686652,3.1981268529181515,0.0,0.08389704519220488,0.26800027672079707,0.6986866046022782,1.8683868516063578,2.1005192642003863,0.528195169140338,1.6299098809048715,1.3815909544045397,0.041039343053416256,0.36147081027365985,1.9885030657317073,0.9814773689589085,1.1132731896685557,0.8239450824322975,1.9073943871409136,1.0330126368681636,2.968418447168263
S0042,0.0,2.911596314596589,0.5437707069021827,2.9613473103450225,0.550011820329902,2.598736005249019,0.0,0.0,0.04292000365289678,0.06249610540686118,1.7890661616501804,2.1929520436224488,1.010416998132203,0.9116494056563214,0.9908022391632774,3.210477550789825,1.1111094071761867,0.13712835977404467,1.239847334539265,0.39955360444006754,0.46448030163313314,0.6314537838917587,0.8528128874881659,0.2760237081839576
S0043,0.510576197796561,2.7240028411570845,0.2721671311168268,2.7027799616005987,0.2556168560593067,3.350867596191876,0.13897282036947464,0.0,0.13040838992472542,0.6536688372322423,1.020019473119822,0.8981667411344536,2.02585151438673,2.5687990720052327,0.3778306597313452,1.071296287564177,0.45043602544408035,3.013584747944793,0.2524815382562618,2.0999433248135215,1.8839407265638104,0.9675025508765278,0.5166691608599978,0.9009637056583157
S0044,2.874813814060771,0.23069936602331204,3.042656269634948,0.0,3.1815072582597854,0.06477585513874567,0.12090864420963905,0.18787902488233602,0.3103396731324874,0.20133075165677683,1.5158834293159997,1.7115003135834344,0.390912279785296,0.18904292961939223,0.28596885945339656,0.17263046449774758,0.9324590372502635,1.0515680303789892,2.425795695371681,1.418463296862421,1.9341302636191455,0.7661444162206738,1.1490720604424698,0.9270398816117535
S0045,2.586226164203704,0.0,2.8598876327992313,0.0,3.2923175272675427,0.17678876820983086,0.03717596840996387,0.08360330510284998,0.11280682969967451,0.6454740564662316,1.3750321268602672,0.6685591070377874,0.7460533487899553,0.7125582902596621,1.0704761602305164,1.0505684529562367,0.3300548680708937,3.4131974725749,0.6608072566516224,1.2759082428268569,0.7899002214509515,0.11607760550797497,1.8785351712256688,0.2688676201119833
S0046,2.7387390726034244,0.32799425574776286,3.0077618001221387,0.03987303478800164,2.7075809997438953,0.0,0.2553438134940571,0.02859825191043444,0.2565148972755063,0.38755028123657975,1.040343291857704,1.0968695736085097,0.9628465520046661,1.4650934599785859,0.9061951861430244,0.3157281585953587,2.1135139002611156,0.9864506327812568,0.532260242520164,0.8488883107150061,1.252312559038216,0.6565348932550437,1.3624066142901585,2.2056550819938034
S0047,2.7447387098304197,0.0,2.936984296149161,0.48062608288078057,3.188715473118511,0.2815505045309739,0.2987932857038716,0.5867723715329024,0.5981821140048922,0.2767770906456054,0.8795953057400732,0.8316611719935425,0.5061142266783666,0.3929368862247553,0.7286941479801633,0.4394952917642572,0.5008308519806087,0.7953502374888043,2.071087264408345,2.544675256470605,1.874255871318229,0.6641457082551492,0.7718026861090074,0.9425639477151949
S0048,3.0130433296643835,0.008426271104748417,2.8035058480171613,0.31548689735762914,2.926357811334597,0.0,0.28077081448447516,0.17941858045181652,0.15703530025325063,0.1835923295283534,3.00850688369364,0.7346363651135853,0.9546155255628269,1.7589977881044494,1.8075869222921255,2.1521558714968254,0.4130312129865043,2.097027211928895,0.2825437931445134,0.847202270252095,1.5571784106597526,0.5466677277392719,1.1657132729577997,1.7914992876733857
S0049,2.9315373736134407,0.0,2.9275310961312826,0.15403235381900096,2.3709762010568083,0.17504240949836844,0.12096878200787821,0.5175107334817313,0.49483445242980156,0.04398964003019737,1.0413092516676734,1.13114806544596,0.8563961917328207,2.1205223272232825,0.859004570045385,0.6284387774315926,0.2606260711085231,3.3985316582810285,1.252970755302981,3.281053981417289,1.226326770797449,0.6403433168310292,0.7347733271412049,1.2001016580754953
S0050,2.9157920080898516,0.48128668221870974,3.04959529015661,0.03474342985479047,2.467957614503547,0.07897524865980425,0.0,0.06668695432932586,0.3398425168268395,0.2189478874910882,1.664147103641105,0.39532091541808323,0.6243472239184702,0.052008606231564065,0.2599994687820577,0.6240956446897338,1.5749685095411434,3.0396885569937537,0.5185147209046527,0.5015810180365056,1.5116155651192942,0.7783265242975484,1.6005080110061292,2.1498432672518915
S0051,3.1549254913706197,0.23257248640414796,2.8081957328673397,0.0416918358442447,2.7454705971203284,0.6312532004339629,0.366458274451679,0.26119407094966424,0.0,0.424340364755006,2.8599231824410647,1.9845510694486341,1.659365766229631,2.6263613065316513,0.7323691821409986,0.3055305314613839,0.9314457711543601,0.21129586851932647,1.3614809115132873,1.0461105977602279,1.3163038756513659,1.3608341240827326,1.9211749127064346,1.1873987925763148
S0052,3.084968840298176,0.09706654936390144,2.7984295448288288,0.23193661748798738,3.1328058071481455,0.6455650750363974,0.20312843985538262,0.18613099593591628,0.0,0.19672214225083237,1.5141308731022127,0.7370709395935507,1.4577085872740028,1.4031710186956554,1.4984490288431056,0.7467677782530531,2.060165909020761,2.526348156352418,1.6248900550383094,1.7433061499345195,0.972163077470127,0.5851536531258685,1.952736871494082,0.661881126594683
S0053,3.0790119676610717,0.27467986026743085,2.6599391406019564,0.29604226833807257,3.028449891335074,0.16162829255368533,0.4220893812086626,0.0,0.0,0.12084429873453559,1.4672962812573824,1.9207915260924482,1.710717516216781,0.6457932496538773,0.8171076371222608,1.1249703394618813,0.6173381399698165,0.764473972995479,0.6418998464097713,1.4893657147802606,0.3257322175102611,2.3437582489165307,0.9189717252509253,1.378401761132585
S0054,3.1024571143321733,0.0,3.097681256522224,0.0,3.046091676793916,0.1659944278422137,0.39751888736805785,0.5570845765659782,0.0,0.13730436645555677,1.0458137527162383,0.4754275361102398,1.8154140068151343,0.2550837754936721,1.4790457021136738,0.6278251937256939,0.35233906897518186,0.9095156228433616,2.3310909359937098,0.9844689125108083,0.40463735992239847,0.4278211887262672,0.7473271231873837,0.4698466780204471
S0055,0.30403366700055956,2.989216602589773,0.2863308154917651,3.009120188903558,0.637735870671673,2.9066392584126213,0.0,0.16621159824189605,0.17742756347329647,0.44811915339576336,1.3924929911870658,0.7349848867845085,0.23700749080995806,1.9221917760212763,1.6975363999711575,3.777132647429325,0.8989521572080653,0.7517670614604509,0.9828243064903961,0.20979436865665166,1.3580984170666632,2.0763563619472087,2.108342259519428,1.4764037074387184
S0056,0.0,3.499378544451191,0.20791511105912935,2.4920951078342433,0.0,3.2765015728756968,0.0,0.38660455490824014,0.3536610120204556,0.506290363774964,0.8236782711763001,0.3940788610798472,0.2652218117970278,0.33551712962103397,0.8613898362318513,0.38556620162301475,2.3479221325902646,0.6141631612896573,3.248914472247328,1.1705675452208455,0.6519442427549051,1.2069539189393403,0.8658116342926612,0.4021817440479413
S0057,0.058890436933884696,3.033086626600668,0.39129262318216645,3.052928446042649,0.1431416614540691,2.9177700324166556,0.011114820314867907,0.011992819384610165,0.5137896041761807,0.033212371557907405,4.911787741748032,0.38038280782502903,1.5628494802163573,1.401333982967967,0.9871209985080565,0.383390147506855,0.19005396378600298,0.846757994861599,2.088685130194771,0.7682442719348851,1.3226510521588013,0.3252094352065686,1.1519795028112247,0.8767638541672171
S0058,0.0,3.016978292292334,0.17196690927018188,3.1905373104896717,0.2261088807034539,2.894665681338575,0.0,0.15878890460505884,0.2770437721812706,0.03285303563812758,0.30728168642157,0.5328390495216894,0.6725596254091851,0.3491549004018348,0.7749691478461069,0.7219761107211169,1.1851664299807336,0.4384122661545888,1.0675123502642083,0.626696482271219,0.3174237107769237,0.7622998005169869,1.3522692577774067,0.7466727044675491
S0059,0.15901498169944886,3.1370320949105492,0.24800273434143916,2.929982843279781,0.0,3.244648215916241,0.3888129439940252,0.0,0.08858011098669756,0.2948397299167781,0.9221078692329278,0.4820155237262978,0.605053312637659,0.98117902928017,1.5031043706689997,3.4815005499584863,1.2759036704500952,2.5365381217576077,1.061690436627213,1.8159103510682437,0.5037109756472389,2.8392103367927923,1.083239646223209,1.1260205134399999
S0060,0.14884175694391366,3.2239013108285866,0.2259593564093907,3.4541317490350263,0.15708168627073524,2.8654252261708377,0.28782741899697944,0.5089996206908484,0.0,0.5818830161893137,1.5314563803788306,0.39717359174050787,0.5316245510961197,1.8642057974352473,0.7550337058392057,1.6528790369951085,2.6146837991036542,1.668711231308467,0.3109708241754371,0.16471919360036782,0.8239240209744222,0.4353287137116354,1.761212632655404,2.390917887601872
S0061,0.41138306869742003,2.500633326777535,0.12711499514544802,2.7796903881409873,0.0,2.9905612413878675,0.4747959984463277,0.27785233686266897,0.2176473938543345,0.48649757707814,1.4682135243369074,1.0414996419309541,1.7520407810974226,0.6529761503844036,1.3968014370313544,0.6100654349866109,0.46838582073071316,1.2018685303175245,2.0691878254239637,1.0123739695275888,0.08550466480624735,2.8932665084449365,0.3202822396944283,0.5877216710579283
S0062,0.44690859818028017,2.5794183795522434,0.017294542967588172,3.0543601038258155,0.5024765543187569,2.6046723046222517,0.29912170435272956,0.29176338167022203,0.20644254842374785,0.0,0.8225720687094341,1.572125383387131,3.5564183465700876,2.6145000225093016,1.1753858061381146,0.6104925476031993,0.1758508068289815,0.7515145679200211,0.5918317550201035,0.048589527772380146,0.4470979241246609,1.3887862778349163,1.4988857819641446,1.712647102718382
S0063,0.20069376206309184,3.0525728227715367,0.7035381539479778,2.991043813333511,0.0,3.1760475862807915,0.2521623954683423,0.5395460367762448,0.24573218838473943,0.13398100750203448,0.2063801219910172,1.630028919285747,1.8088563447731376,1.4891700508842252,0.13443479913075912,0.3716230839846472,0.670747112002437,0.6484822740295118,1.1545326871672945,1.4975812172271514,0.5624467298798403,1.2221656561217027,0.5789943844941883,2.1982094453087946
S0064,0.024909730650775036,2.8212808595256225,0.037012255036622865,2.974925583139148,0.6578500411946258,3.485216734795467,0.4999324450860426,0.48908532422475576,0.7265600744258331,0.0,0.35853577401056397,0.19433571643936748,0.6480941881294596,0.3941506320315952,1.453848701659429,0.7045174231127658,1.7303496512196788,1.3978284704679598,3.229806232493494,1.8292449552138674,1.0996696512692592,1.3309062957622868,0.7943704840922904,1.6763352553629667
