# synthetic, for demo only -- generated by 577_spider_spatial_ccc.py
spot,x,y,cell_type
S0265,0.9565875427066994,11.887065348489005,TypeA
S0266,1.9461722950365974,12.054280074077177,TypeA
S0267,2.8121089113383384,12.076496508318135,TypeA
S0268,3.9353474418858707,12.137737519288027,TypeA
S0269,4.712688763411943,11.9056121069875,TypeA
S0270,5.797623821851908,11.900852464036326,TypeA
S0271,7.029719908133073,11.978492804946029,TypeA
S0272,7.969594691726238,11.980897815434393,TypeA
S0273,9.024406588874394,11.878975674966828,TypeA
S0274,10.084821956907886,12.079519916446259,TypeA
S0275,11.046204552518732,12.066784013130151,TypeB
S0276,12.03557016009704,12.244208796327728,TypeB
S0277,12.9895486994737,11.96315001379985,TypeB
S0278,13.909576690357115,11.87612847953066,TypeB
S0279,14.850663385487872,11.89334432241229,TypeB
S0280,15.991518354201752,12.040115415419725,TypeB
S0281,17.00613704702626,11.908135766708435,TypeB
S0282,18.108022147682394,12.088729520676115,TypeB
S0283,18.980842203109358,11.921650062640234,TypeB
S0284,20.065811350499576,12.022556830498333,TypeB
S0285,20.826224728870194,11.991842369281871,TypeB
S0286,0.031444297448925726,12.89203662562147,TypeA
S0287,1.0227812071404931,12.825421301769065,TypeA
S0288,2.1603423320014605,13.149753998207132,TypeA
S0289,2.9696979198836444,13.04361452054069,TypeA
S0290,3.710809364104015,12.861238280768161,TypeA
S0291,4.964746529581745,12.871344037428777,TypeA
S0292,6.085727577915679,13.23967558368976,TypeA
S0293,6.858806233668484,12.899504391509776,TypeA
S0294,8.028253804197192,13.193333937819954,TypeA
S0295,8.853315082495211,13.029884334676833,TypeA
S0296,10.218555862097572,12.801788902218489,TypeA
S0297,10.8462716951785,12.949167207224699,TypeB
S0298,11.937529390457351,13.097512154530436,TypeB
S0299,13.028999166378501,12.787004552842944,TypeB
S0300,14.061849248348098,12.930695333517322,TypeB
S0301,15.152933666032949,12.92468949562757,TypeB
S0302,15.923606166027731,13.064935793296543,TypeB
S0303,17.091551177880433,13.053771923672345,TypeB
S0304,17.797728321913823,13.06456413279139,TypeB
S0305,18.875883033799074,13.028233133390591,TypeB
S0306,19.829151867752113,13.053558657705167,TypeB
S0307,20.903208131483115,12.846083841968737,TypeB
S0308,0.08565841637788793,14.02899734260121,TypeA
S0309,0.9263227838328524,14.174141461882527,TypeA
S0310,1.9471217094116309,14.003852920876513,TypeA
S0311,3.0322696137214322,13.925640087904567,TypeA
S0312,4.056536355207991,13.935985718340232,TypeA
S0313,4.950603401334055,14.1635171167764,TypeA
S0314,5.875129673698508,13.71046636028846,TypeA
S0315,7.193312439401427,14.30591935431284,TypeA
S0316,7.95136768814608,13.767579435125578,TypeA
S0317,8.962741922856488,13.96565324601912,TypeA
S0318,9.97720913907733,13.866393434969378,TypeA
S0319,11.069547337097177,14.06294088503433,TypeB
S0320,11.820671325621683,14.083903607803386,TypeB
S0321,13.246322197833507,14.020635239892448,TypeB
S0322,13.95952098055178,13.982959614271097,TypeB
S0323,15.073830812036228,13.792319407339134,TypeB
S0324,16.019726884357276,13.953144326064463,TypeB
S0325,17.221739001554724,13.979099271943404,TypeB
S0326,18.200146513334342,13.86755111626616,TypeB
S0327,19.070471100016334,14.038328031654947,TypeB
S0328,19.895714330256226,14.021287533756432,TypeB
S0329,21.145502260419793,13.961144995485608,TypeB
S0330,-0.20303551790037158,14.997892460822706,TypeA
S0331,0.8917092286248984,14.958919087360334,TypeA
S0332,1.9902094676377855,14.795321734078138,TypeA
S0333,2.806120999281519,15.057848020263062,TypeA
S0334,3.9372737564596383,14.692230678981533,TypeA
S0335,5.094181284392977,15.032684370632909,TypeA
S0336,5.914335021115622,14.84198037467301,TypeA
S0337,7.1002969475577205,15.041922074707252,TypeA
S0338,8.285912273922088,15.050422631846992,TypeA
S0339,9.046524376951442,14.979968648386972,TypeA
S0340,10.098013104064094,15.075010224149779,TypeA
S0341,11.150207001027823,14.937441249763525,TypeB
S0342,11.947751103246725,14.942507619490563,TypeB
S0343,13.09489620654148,15.179804932835609,TypeB
S0344,13.944939140822084,14.94902715266483,TypeB
S0345,15.037689266864376,14.970508619998451,TypeB
S0346,16.114246438376785,14.729786725125715,TypeB
S0347,16.900795394369972,14.906110039924627,TypeB
S0348,17.721557278513664,14.884363386675744,TypeB
S0349,18.890181266098487,14.97586744145774,TypeB
S0350,20.13355590699923,14.970592721857116,TypeB
S0351,20.87630235356746,14.993165455054376,TypeB
S0352,0.12590083457296192,15.88288494206621,TypeA
S0353,0.8907310139294262,16.067025875112908,TypeA
S0354,1.973415666112304,16.077698162885138,TypeA
S0355,2.9983623849845644,16.084199637770748,TypeA
S0356,3.875790626315123,15.998549841905408,TypeA
S0357,4.974717198276421,15.854093089107504,TypeA
S0358,5.812382646255758,16.08228988423296,TypeA
S0359,6.957885714133843,15.87732636620232,TypeA
S0360,7.9884585275692,16.135362262881916,TypeA
S0361,8.726311458555369,15.820403357211601,TypeA
S0362,9.889253626972568,16.17534146400644,TypeA
S0363,11.033910437950315,16.092078068855347,TypeB
S0364,11.863180689704853,15.865655694967536,TypeB
S0365,13.053737646006725,16.006992919712253,TypeB
S0366,14.065848658263695,15.977479481088587,TypeB
S0367,15.033377247174554,16.018974290188613,TypeB
S0368,16.09333208669019,16.096840993833336,TypeB
S0369,16.805615360672988,15.730327773359097,TypeB
S0370,18.12020944771818,16.142527011191433,TypeB
S0371,18.8775252376584,15.776819751214525,TypeB
S0372,20.011884178520866,16.111700587162062,TypeB
S0373,21.215711342692117,16.061955708652174,TypeB
S0374,-0.04460600359028339,16.892824325409816,TypeA
S0375,1.0013741550004784,16.96408823553377,TypeA
S0376,1.878191851312542,17.245850678103594,TypeA
S0377,3.2142202082486557,17.13632584202665,TypeA
S0378,3.8894979522629045,17.10260231891567,TypeA
S0379,5.076755169139748,17.053105474904488,TypeA
S0380,6.149959832045253,17.076244537143353,TypeA
S0381,7.08880170835652,17.076428754004667,TypeA
S0382,8.040894968960252,16.785966664434298,TypeA
S0383,9.010034529289268,16.933256964938106,TypeA
S0384,9.846419085083198,17.201817994316098,TypeA
S0385,11.207479440906285,17.163106472035473,TypeB
S0386,12.030625610022705,17.16207501451432,TypeB
S0387,13.001446381672219,17.024335673227732,TypeB
S0388,13.868783435544563,17.04763895653986,TypeB
S0389,15.00724631141093,16.843681745979865,TypeB
S0390,15.993856346582008,16.99043245233718,TypeB
S0391,17.21570733999736,17.107305599421608,TypeB
S0392,18.001373452690977,17.02985447717613,TypeB
S0393,19.005305485372503,16.975650321824535,TypeB
S0394,19.870108736313405,16.98187377468717,TypeB
S0395,20.9104682092017,16.84996213532922,TypeB
S0396,0.06134661774570416,18.046951759191987,TypeA
S0397,0.7855950986358307,17.985277843500583,TypeA
S0398,2.119484166307991,18.12710684866756,TypeA
S0399,3.1231004211462285,18.004669584828175,TypeA
S0400,3.898594560643702,17.869956140717033,TypeA
S0401,5.041352588570043,18.04551360412382,TypeA
S0402,6.154479733392608,18.13199755804105,TypeA
S0403,6.984132561216259,17.850695294536695,TypeA
S0404,7.961707208358693,18.02606774337726,TypeA
S0405,8.975750010553272,17.93065270703068,TypeA
S0406,10.030346177796387,17.939525071030726,TypeA
S0407,10.924632069952954,18.03737434011641,TypeB
S0408,11.951760890384495,18.029292526677402,TypeB
S0409,13.032784482742255,17.86326851986901,TypeB
S0410,13.942251065136151,18.172533232789977,TypeB
S0411,14.860550458471886,17.746001466123538,TypeB
S0412,15.776578581610899,18.0034931935892,TypeB
S0413,17.003710073363923,17.985886697348985,TypeB
S0414,18.14570277947142,17.679259868027646,TypeB
S0415,19.0475120649317,18.18737258421643,TypeB
S0416,19.864666308212993,17.954423218585212,TypeB
S0417,20.909652969932566,17.892678474470696,TypeB
S0418,-0.0391514406027648,19.17129823404214,TypeA
S0419,1.2204864010585024,18.95968729299518,TypeA
S0420,2.2286072256877363,19.004269177238154,TypeA
S0421,3.2104429232041296,18.988804162041582,TypeA
S0422,4.015726939125537,19.04385693671714,TypeA
S0423,5.381462441524104,19.102154268981376,TypeA
S0424,5.915128256405825,19.116279744433104,TypeA
S0425,6.956580095549879,18.941229978051854,TypeA
S0426,8.109032163187054,19.00373027053254,TypeA
S0427,9.033429109741416,19.001678226623834,TypeA
S0428,10.040389975192651,19.05099590769234,TypeA
S0429,10.76756396807535,19.079988720233143,TypeB
S0430,11.882157669620364,18.82692410373287,TypeB
S0431,12.992990650736958,19.010077720397735,TypeB
S0432,13.916779260251326,19.099723822920158,TypeB
S0433,14.838938980035492,18.951166750147294,TypeB
S0434,15.929815103808039,18.99440952755928,TypeB
S0435,17.03346371415767,18.879052846045173,TypeB
S0436,18.086913921294748,19.007560284200164,TypeB
S0437,18.77296644960257,18.764969027152357,TypeB
S0438,19.998521684848484,18.973483921865636,TypeB
S0439,20.987589586371044,18.996642105216374,TypeB
S0440,0.027067180741221684,20.113717953181794,TypeA
S0441,0.866667411889893,19.859363408851905,TypeA
S0442,1.868801137053514,20.034670000060245,TypeA
S0443,3.1493936854375733,19.94823926741126,TypeA
S0444,3.6997960187008414,19.795520856486753,TypeA
S0445,4.900035593264478,19.933072533500575,TypeA
S0446,5.950993364729433,20.00462973475771,TypeA
S0447,6.962590440301306,20.12592075326521,TypeA
S0448,7.918877923318235,19.896521844862935,TypeA
S0449,9.057465064622455,19.815722951608866,TypeA
S0450,10.0467630046384,20.012306382047154,TypeA
S0451,10.98230690120982,20.190593132857913,TypeB
S0452,11.925335106564633,20.24723578046289,TypeB
S0453,12.972948226092628,19.846758026603574,TypeB
S0454,14.00839034971938,19.870850575961747,TypeB
S0455,14.90978929826238,20.04764399600186,TypeB
S0456,16.066669850638014,19.925339875969488,TypeB
S0457,17.118488617405568,20.138900930962535,TypeB
S0458,18.172356210787594,20.063529608855088,TypeB
S0459,19.163611445450282,19.774304188643114,TypeB
S0460,19.961851214164586,19.89595936924119,TypeB
S0461,21.014307103335288,19.93142609369639,TypeB
S0462,-0.019938941033967886,21.225860985624486,TypeA
S0463,0.9796336244295546,21.049655078062827,TypeA
S0464,1.9721276804090917,21.00908559455482,TypeA
S0465,3.0007220016523286,21.05379888791678,TypeA
S0466,4.139836904265661,21.1976872797124,TypeA
S0467,5.0371544098291,21.07074562632427,TypeA
S0468,5.861896258897732,20.989454790910127,TypeA
S0469,7.112834735786031,21.103916236610058,TypeA
S0470,8.025393167935405,21.106367275148155,TypeA
S0471,9.058892005079258,21.14403675099112,TypeA
S0472,10.034723098834853,20.957316202131477,TypeA
S0473,11.040300950831963,20.648328674897666,TypeB
S0474,12.045946288366206,20.562190460974225,TypeB
S0475,12.79318439111135,21.054212232112917,TypeB
S0476,14.057303520472015,20.86050854638321,TypeB
S0477,14.914547754974528,21.164464918633694,TypeB
S0478,15.941916384211279,21.269150437488356,TypeB
S0479,16.99976961761884,21.04896434122575,TypeB
S0480,18.194024927819832,21.01572325394321,TypeB
S0481,18.879718722317104,20.986832705796687,TypeB
S0482,19.995726711657188,20.83623100173581,TypeB
S0483,20.9693001514391,20.91093694872031,TypeB
