,Gene000,Gene001,Gene002,Gene003,Gene004,Gene005,Gene006,Gene007,Gene008,Gene009,Gene010,Gene011,Gene012,Gene013,Gene014,Gene015,Gene016,Gene017,Gene018,Gene019,Gene020,Gene021,Gene022,Gene023,Gene024,Gene025,Gene026,Gene027,Gene028,Gene029,Gene030,Gene031,Gene032,Gene033,Gene034,Gene035,Gene036,Gene037,Gene038,Gene039,Gene040,Gene041,Gene042,Gene043,Gene044,Gene045,Gene046,Gene047,Gene048,Gene049,Gene050,Gene051,Gene052,Gene053,Gene054,Gene055,Gene056,Gene057,Gene058,Gene059
met0010,0.37804304018434887,0.5117530426609356,0.44312010793475637,0.6537502420394531,0.6138369002880976,0.6489623812653642,0.5368421861871467,0.6346353739529917,0.5307624318392088,0.3575017172793632,0.6660082185177314,0.6031114378575456,0.5405765304569182,0.38412727591030216,0.6462993411487246,0.5323484023139338,0.6700833174925449,0.46203235691535,0.5764309072574313,0.614831442946049,0.4958219513833442,0.5830719718579372,0.671208417198536,0.6676165225359797,0.4918241449380402,0.5162961819973387,0.6760175130304907,0.7280619537100889,0.5012963501855893,0.487471685929086,0.7787274425667458,0.6528408219573196,0.6210184383259891,0.43963080772051283,0.614289898418103,0.45785190791285746,0.4423464909575312,0.4420885478705665,0.44644381870649047,0.31172186207663166,0.8473806097168464,0.5524359388548177,0.44155916397846806,0.46360792616426477,0.5705753845211355,0.4552847503467796,0.3507879235403049,0.5791482476915816,0.20447383335388844,0.4132521201021101,0.34396861613954766,0.4690025606644178,0.4371310667768256,0.5254892595121768,0.5624155602107902,0.43553575246422904,0.44098934395569384,0.4679524846059603,0.5228661637119963,0.4153256836307953
met0011,0.36877412087919215,0.217981283488464,0.5015485936871062,0.635212605261523,0.620292855541921,0.360916241371316,0.8000382551910032,0.6500035787870512,0.5380793023075062,0.5573344271763847,0.5961690738426065,0.6436460870470068,0.7535017513925767,0.5138877956217849,0.4250742810816585,0.5809286171369331,0.5343699508813735,0.5038177514673008,0.59159139740695,0.4779138716534185,0.5037201528163894,0.46456785641195686,0.5519798180238493,0.5578889900341536,0.4121953688613224,0.387518215863576,0.6948465232683054,0.5469706310997312,0.12712605162824342,0.3309247500005152,0.5089120876894305,0.2049802290985173,0.3787339167655546,0.49481920592915,0.5283753887530852,0.3985085107824249,0.4250718260198575,0.5228966811695727,0.44966637577764385,0.46656529620733533,0.5692734767114586,0.7124326089148127,0.4539198515853425,0.5657501823220996,0.31821626669642583,0.5965129735074205,0.27751452578769564,0.5612663591530045,0.49551010359824876,0.6704435756317975,0.5747508185205515,0.5929723563910674,0.7045134547422114,0.6029790205867467,0.5324005882988498,0.33272119490968116,0.49070725446621627,0.5680867744833475,0.4615539076174546,0.4985739465424179
met0012,0.507085934439958,0.559339963113589,0.37485849328992754,0.5335087048498446,0.5465656131408319,0.515865209735091,0.6750644402067641,0.5274999516854149,0.23298154241770644,0.3996358954092573,0.7704860745353819,0.6612077883057677,0.570212554393453,0.5493677994548631,0.5923779568009845,0.5889537783865729,0.3709213961479342,0.3878851855765355,0.616960408809969,0.4222691386271824,0.5053951963873322,0.3939313185374059,0.4439043356489459,0.5909606368113434,0.47324523721556283,0.45694183468289584,0.5090673107183796,0.4623471242655094,0.5071918144234754,0.2894477143007169,0.5115600929623817,0.5093740544652988,0.902223469070615,0.4198146417339223,0.6521253959979274,0.4890159565118684,0.6020080357661036,0.5411100518120155,0.6894468637554728,0.6228724855394125,0.546886332322997,0.567702885575274,0.5773176614493468,0.6797215666434626,0.41161435857632894,0.3188144310991538,0.3612928123908093,0.4285793987582748,0.37505133575913396,0.5230609650394248,0.5881444466078264,0.6293446487036286,0.6313246810380768,0.4457942820751575,0.559813456472038,0.3211135930761198,0.42340251127171635,0.4478741948317435,0.7268598529430589,0.5347107814955924
met0013,0.4067286042593349,0.6140490537448825,0.7707525279157289,0.5646908406668151,0.4799161204163042,0.30128083635774916,0.41975278365519747,0.6125494541537837,0.45334361960202624,0.4762456921886517,0.4504020078502702,0.5877781474116393,0.4899577939723112,0.49012312918532924,0.6105165372775136,0.5823974423718322,0.34654599109885076,0.2781960426838645,0.5593720538006882,0.5369015191765858,0.37746056430894903,0.2027063343884575,0.4177125559387526,0.4283419807383661,0.381643572122811,0.40454188476785063,0.7125699058599105,0.422380462176791,0.42858083148168535,0.21320648631410669,0.5016565209160131,0.6352750266814712,0.4764954657486333,0.5197315458901248,0.3957883654005858,0.6440101360824739,0.36623933500678957,0.4875130987238326,0.6279706890189901,0.5668516884785101,0.6134414418519484,0.6153386739264042,0.4734380408862019,0.819033873934766,0.591916579733662,0.6453778435736326,0.677717502949957,0.43976827971541305,0.4373496277883314,0.45565715289985304,0.5632685460782608,0.5629347758283706,0.4243025367733866,0.4352592130702717,0.6319691834550539,0.4735613696800837,0.5158317526293487,0.6047528686342268,0.4803247074846058,0.6377819161712729
met0014,0.5451917957256149,0.265343569022969,0.2421338761603953,0.6424675228987685,0.6565924109263431,0.32058845348934584,0.6452214471352564,0.5479183563198472,0.35620187553133287,0.5041787901193372,0.46201295251701796,0.33029202818820835,0.48124587948556524,0.6138470563697208,0.29936320534048344,0.6920556553873363,0.3695417611113688,0.5224197216155748,0.5125473627080132,0.5455228287899889,0.5811222936682113,0.589519100043305,0.4336349507494246,0.775436983451696,0.4613997138478834,0.4129221690578136,0.5934725520395135,0.4656110764151302,0.3150444780128728,0.2967227879697458,0.5056796906482144,0.43693854147563965,0.5904748618003374,0.3213874650036894,0.5081832470479762,0.31589956705836925,0.6013898080041853,0.6029076492056745,0.5567263302055205,0.4104977132533535,0.5885577796339786,0.6739434038795691,0.3380989780373115,0.2972509841397736,0.439175698231274,0.4989318523070001,0.46942151666881665,0.5581264698477973,0.4843287737975879,0.4687263409814915,0.5689169553402547,0.5581438199640139,0.5073825300008843,0.25252753469936345,0.6847624611197053,0.5541028910386766,0.1414233102363374,0.7127561350232162,0.42878282569381887,0.5307648008456121
met0015,0.5275609145256046,0.5508940323522274,0.6744181829006444,0.5629221008228382,0.536218499572309,0.5349016449943764,0.6153241432235571,0.7844181686763214,0.7429369072883535,0.4026797127069361,0.675949689107221,0.6892227866031637,0.5033287060768501,0.6199648483996794,0.4906494156305068,0.40752515430507347,0.44746530907091187,0.7089209818434964,0.5554666230162206,0.48766433735204856,0.4178703649050601,0.5715843804916027,0.6546548181585122,0.7574135426051505,0.32188829606284775,0.5107481884839814,0.5192379910615424,0.5020026130386896,0.6005337764299993,0.6091458850903293,0.5842299101631381,0.5161275010800491,0.4572221077044208,0.48063995111412056,0.5112866041091728,0.6320010069059152,0.5355711867233787,0.3118567185081287,0.28987323594666187,0.49355593695302746,0.46067039019151523,0.4487834808393191,0.8539916158645863,0.43268750165543046,0.7826050860232765,0.29146941530182696,0.5860739551286687,0.3966218835129024,0.21776964512720717,0.522899173132461,0.6089780234250296,0.5047156390615136,0.578233180693276,0.4680696596673107,0.5297311050903201,0.36489692068428203,0.6245464030172975,0.4731651107355287,0.6539026870685513,0.483929799196359
met0016,0.4706745937594307,0.6445329889161793,0.5439641506242013,0.6462649870799234,0.5292947159199797,0.46505082880999254,0.41146551706097617,0.5867214767364342,0.5324311920303773,0.4300685815368642,0.46408484019702323,0.6134601714628202,0.4852537943432186,0.4578499038569583,0.27959083477878854,0.5243474655050362,0.4890778518592925,0.26401396681828293,0.5492288691044297,0.4367874937745271,0.4945458548807974,0.39956960547723186,0.42675121195087645,0.5250863670036564,0.5979502353833003,0.3734159984921127,0.4296428426264268,0.5315237118550064,0.33723740520875944,0.36417178826423485,0.5211066637300336,0.5837664582036776,0.4168735076526757,0.6411783583742126,0.39256236054514904,0.5495523565121151,0.31969338961918103,0.5518455905384764,0.575315332631198,0.5144294273379113,0.35424135679784685,0.5501811331864495,0.44220389662476334,0.5537722974232984,0.5065500832376036,0.7226328432200798,0.5215478013523417,0.591582695905832,0.6541316540216833,0.6034479706958271,0.5305350225452204,0.6630770036589018,0.5522882173144819,0.4432124532672169,0.5243713642138158,0.5045326551556876,0.512365394166394,0.6706947810857831,0.7054861645838663,0.5604157134353384
met0017,0.7204234537785351,0.4212639178148799,0.6963335548674459,0.6161543873041456,0.606823732262106,0.6463035403098674,0.48050978441879805,0.31159577591635457,0.548837756973328,0.5419680486347521,0.7631038420739417,0.6252046656983696,0.5592029903085259,0.6873435152650333,0.7389619872569658,0.5714224537814006,0.4405771757209723,0.3689130856655153,0.546572918319694,0.5537425339645571,0.5927624497638084,0.6356596553947365,0.2721240473321219,0.5242802118867366,0.5009840518991808,0.5315646547550889,0.5063941779522827,0.5489827650588623,0.3594153786287307,0.4935863319041518,0.4821280997805632,0.7315653906942737,0.3112495692396409,0.46490997494761555,0.5907062171784928,0.3928414595118314,0.6096988367815965,0.40005563439867475,0.44371902006517244,0.3703779626153134,0.265822705080826,0.3105762098776795,0.44231871127005895,0.4042911308302125,0.5312704749782596,0.5333504274066011,0.39150612922857275,0.6361570582939952,0.4625906647926496,0.5555371858662894,0.5915982384340813,0.586606325827847,0.5248999066456046,0.4468790872673731,0.5291225246738595,0.5756527874918931,0.25570647405313857,0.46967919003245157,0.4577843366675049,0.6352101539452192
met0018,0.49591278903955344,0.42009191239263977,0.2834040479343635,0.6872110108488817,0.6394925662843064,0.3882064352450373,0.511033951833257,0.5090865346178013,0.7031909487539115,0.4471742002329885,0.5906488971182396,0.2897666668850147,0.5709430582541223,0.620559830542567,0.45772621727828783,0.6394401425917827,0.5615337408980007,0.6565738994925231,0.6166544657970421,0.42332107626504994,0.5640581356612676,0.4116300830510582,0.5742036760605702,0.7735855190935107,0.35235782412244593,0.32137161359234273,0.6864537530780681,0.6791197860216207,0.594880111080539,0.44209034001863295,0.342667586899791,0.595937867566794,0.5830638767459115,0.6785277598816163,0.45983800416282866,0.5911773645341998,0.466937386224291,0.7176128660364305,0.527066524207113,0.6710660382656916,0.616555524171387,0.3889963742977749,0.5217199335113116,0.802142260009365,0.4833508608193618,0.6119416317320884,0.5207236647409157,0.6817224556608651,0.6561741001389694,0.5401438352595397,0.4557689937353736,0.5261265546957271,0.7195117906096495,0.6554930881967508,0.49187742739835744,0.5628860318779885,0.35483536791456277,0.4648972670476816,0.6093332505398643,0.548785082569311
met0019,0.45334801272759373,0.542622249006721,0.42255580766048917,0.42827190891211253,0.3406645214619064,0.5119667668083803,0.6844203175804169,0.614611777912271,0.5479088423735419,0.639161688001813,0.43059713283481493,0.6073574338279757,0.47741320641886215,0.5790085208561335,0.6551313148885377,0.31382220604800304,0.4478943020249693,0.562232451729282,0.5322362151664755,0.7362446723097401,0.42137547709933004,0.2360110544109002,0.27213171169770584,0.5715707103363566,0.28403413935381505,0.18903283694691644,0.5551933906058568,0.35082896154749155,0.4114597751906391,0.10195334271057997,0.6434665703681536,0.4858444345487955,0.4314245857828465,0.6052855422449064,0.543334124463335,0.48581908056491185,0.5832598412036111,0.4839684756101865,0.5695334447722781,0.5628288657117013,0.6528310734235161,0.4604419710408982,0.5663167633689653,0.5755231390243287,0.6461240326365556,0.5866726923111704,0.4907123889616569,0.650263858791061,0.36208463471319424,0.5100198145408825,0.4289823297942652,0.49362073323587013,0.4693521395450808,0.6456151019146399,0.5431880405623039,0.5493280330860725,0.6229986496102291,0.5174600087849197,0.44805777030051774,0.33295736131271714
met0020,0.3966845719565993,0.5158629312592077,0.6109032475345577,0.6468325277681639,0.44786964927783224,0.398852593685204,0.6589898863403064,0.7573337155590738,0.534920510229825,0.6242850035205587,0.5996234103903523,0.5547180923171745,0.6838405447360195,0.5384688332687594,0.6229663272390434,0.670113028613696,0.4350481591155037,0.5579927078461504,0.4250738055418852,0.6569597434593123,0.5131519529457563,0.6054738553512686,0.5759561677256945,0.49831824436951866,0.5744392583294092,0.5608670370155128,0.680029401876263,0.4442078335352667,0.34640649353315944,0.3838710360796042,0.1978016466594637,0.2912732527939523,0.5393512083039896,0.4889817123692635,0.5929093129839353,0.5479795847651047,0.42431919072401675,0.3871810659697098,0.5054070894125764,0.40026811030453213,0.4889542810122402,0.34304868614277023,0.47405932546682816,0.5883266438457458,0.33058623076332044,0.5540705431540066,0.44993073906939685,0.718156420102839,0.44829796544204603,0.6006713062731411,0.3579248798836438,0.5632380262309309,0.6654716657462884,0.6324533061205465,0.5642112696352659,0.4606270150949788,0.4936435658892781,0.570569529149465,0.5206345660337621,0.37780136806058295
met0021,0.4806205410920883,0.5327686842614531,0.4238545214213568,0.6664976339250691,0.3778261879929571,0.5332835143262501,0.4290492465893533,0.37906789785604905,0.5468981523476111,0.5578745325420825,0.42401950954244083,0.35361677303355565,0.5277315911982065,0.3699859636617551,0.4454020224791235,0.4993543670182569,0.461856078322193,0.4937868970364009,0.8215142089034198,0.7377588276666471,0.4874270805656901,0.6227350581666968,0.6178865291897945,0.6343325357045773,0.2022207434139947,0.27957483756954404,0.4576175545166782,0.5409841246830137,0.3540975548973364,0.42218360670103205,0.5726204089953947,0.8393002492648283,0.4776303670338625,0.5314679257650424,0.5971455727072841,0.6748870490709433,0.5158379855030326,0.5675499750231684,0.5736757598755415,0.5349978240326466,0.770145463554612,0.5923309924312816,0.5215808716253603,0.5103503524764721,0.6157494842803263,0.6139331804886464,0.5272640841030088,0.44558778602711263,0.5862959944904107,0.6166284617956314,0.4933497309318488,0.7120358419395072,0.45646565924247384,0.7251901989290096,0.4904128671477423,0.5989167732660337,0.5249583131887381,0.6108752007320019,0.5037321852488249,0.613666762783952
met0022,0.48564382767559405,0.43236706748544124,0.42218480213791393,0.3710204078630094,0.3115312814880884,0.5290413146084791,0.6251693623505976,0.5167827635970323,0.5605502271708549,0.2225855969363552,0.2937856630741675,0.5569830634093706,0.4901296061164064,0.48481092446550045,0.5097618915768931,0.5191750538545443,0.4016716531751738,0.4960106554223505,0.3983281166222946,0.776041005368802,0.24577531740679984,0.3372410144206433,0.5554738803940014,0.5308267227476534,0.09571509888586231,0.31298449404503986,0.3830563292304747,0.4044695928100425,0.4699323985284276,0.32362308826106684,0.4497348354363557,0.6996740512302764,0.49757931888280127,0.49075872267567117,0.3077766515215486,0.42299206941238343,0.4721243175678719,0.5341087060429979,0.5776186896435417,0.46770949651518795,0.39567739117839584,0.39175824596658176,0.7339718323756976,0.639337011235971,0.6078424183058015,0.6102058973102777,0.695972992111477,0.5110188241891284,0.6249837590568627,0.5134982065354081,0.4351208727024466,0.6857824541196136,0.5773253839075623,0.569189262131981,0.5343898066496781,0.5166289510412779,0.47267101941902007,0.5711660300324924,0.560270921482481,0.3547853469272884
met0023,0.43145480525268953,0.6583258479035066,0.5054676896446617,0.6731245013738745,0.5610941394533323,0.5633198081785548,0.648645506582486,0.4426426877033602,0.525234781589632,0.46616260368805185,0.6250290538934653,0.6298507493460312,0.5605361958825796,0.4643947094543325,0.5053674773949205,0.5595431710101605,0.6911031796092326,0.4933552989445415,0.5308265939521402,0.38896375289663543,0.4778196002364939,0.43430909439431603,0.5355373088425012,0.7071650550454003,0.496904113253434,0.45504534307085515,0.62337984755991,0.6066380298687983,0.465761614716508,0.39991546975599057,0.592284637220137,0.4622087816247788,0.4895598703093914,0.5819282043847548,0.6239597734199808,0.516674589824258,0.6439592065001971,0.4895092708932422,0.6171978152056379,0.6452434607631162,0.47917783657970964,0.6202669071367288,0.6462469113579018,0.49291898186575644,0.42691784383913683,0.31446866177037347,0.567506430224688,0.42191205339615234,0.2682033978923046,0.5438683616598523,0.47852099962946176,0.41205649471480865,0.56878038251232,0.4068222982126929,0.5678941763585478,0.47105809511857116,0.4744980104849919,0.6671299932990308,0.5710554058415336,0.3235643613311686
