# synthetic, for demo only -- generated by 578_spatialex_omics_translation.py
cell_id,HE000,HE001,HE002,HE003,HE004,HE005,HE006,HE007,HE008,HE009,HE010,HE011,HE012,HE013,HE014,HE015,HE016,HE017,HE018,HE019,HE020,HE021,HE022,HE023,HE024,HE025,HE026,HE027,HE028,HE029,HE030,HE031,HE032,HE033,HE034,HE035,HE036,HE037,HE038,HE039,HE040,HE041,HE042,HE043,HE044,HE045,HE046,HE047,HE048,HE049,HE050,HE051,HE052,HE053,HE054,HE055,HE056,HE057,HE058,HE059,HE060,HE061,HE062,HE063
S1_C0010,2.4101,-0.3333,1.3173,3.3597,-0.2076,-2.7088,-0.1304,0.5127,-4.7701,-0.4463,-2.447,-0.0626,-3.5436,-3.3146,-3.3079,-0.3855,-1.5133,0.4642,2.0934,-0.405,-0.8614,-1.048,-3.0158,-0.6736,1.1707,0.389,-1.8074,5.5496,-0.117,-1.0366,-5.9898,2.3732,-2.2303,3.9686,0.5559,-0.6826,-2.5642,-3.9669,-1.481,1.0997,-1.1172,2.8943,-0.2368,-0.1827,-0.0311,-1.653,-0.8026,-2.907,1.7464,0.7237,1.8602,-2.0732,3.3828,0.3751,-6.5402,1.6921,2.1831,-2.757,-0.5674,0.6051,0.5197,-2.9675,2.1856,1.5144
S1_C0011,-1.435,-2.002,-4.1574,-0.6994,1.0386,-1.6735,1.7191,-1.8094,-1.23,1.6724,1.145,-3.0056,1.9662,-2.7772,0.9481,0.2367,1.2603,-2.3121,1.106,-1.8613,-3.3303,-4.035,-3.8647,0.6441,0.0533,-3.4798,1.1996,4.9116,1.2099,-0.446,-8.1317,4.6417,-3.6782,1.31,1.8467,-1.5025,-4.2437,2.8873,-0.0232,3.3978,-0.8449,1.2724,-0.7003,1.6113,5.9888,-0.5817,5.6678,-6.0522,-0.9833,0.9607,-1.802,0.1336,-1.3248,5.4443,-3.7056,-4.2496,4.279,2.6146,3.5994,6.3114,1.8314,0.3047,-1.9711,0.3094
S1_C0012,1.8951,0.3929,-4.8806,-0.7414,-1.0787,3.9713,-0.6911,-3.4444,-2.0874,3.2896,0.5858,2.3463,1.54,-4.1245,0.1388,-0.2318,-0.19,-0.685,-0.8742,-1.9853,2.6063,-0.9038,-4.5175,-1.1105,1.0693,-2.1348,2.0971,-0.5655,0.3397,0.5639,-4.1133,-4.3115,-0.582,2.5877,1.4888,0.2705,-2.498,-1.2049,-0.0682,3.1698,0.1561,1.9361,-0.1192,-1.2764,4.477,-1.451,3.5518,-4.5657,0.1448,3.5185,-3.1259,0.7235,-0.7491,1.1646,-3.4828,-5.1581,-0.2114,-0.0665,0.4727,4.5018,-0.4817,3.9725,-0.6469,0.0151
S1_C0013,4.2801,1.6075,2.9172,5.1885,-3.8635,-1.9207,-0.2605,3.2999,-3.8651,-1.5875,-1.8497,2.298,-3.5849,-0.5172,-3.9352,-3.622,-1.443,0.4768,4.6574,4.1165,-0.2159,-1.8397,-1.6069,0.6115,4.2729,0.1059,-0.9212,7.002,-1.5148,-0.6484,0.2782,2.1751,-2.6156,4.476,1.2302,1.2033,-1.246,-2.7859,-4.7795,0.0445,-2.9914,1.886,-0.252,-0.55,-4.2267,1.2177,-7.4363,0.4673,6.4318,-1.6503,4.5258,-4.4644,3.9016,-1.5867,-3.436,5.0498,-2.1174,-4.4166,-2.1327,-4.7232,0.2198,-3.7601,6.1486,0.5295
S1_C0014,-2.543,-0.1905,-7.2525,0.3895,-0.3322,1.4986,2.7773,-3.9906,-3.9724,0.9858,0.7716,0.0844,4.7408,-7.5798,1.527,0.8308,-0.1339,-2.5496,-2.0893,1.4397,-2.5452,-1.5379,-4.7891,-0.0839,-1.2001,-4.9609,1.3914,3.0613,2.3559,-4.3721,-9.0388,2.0444,-1.0543,2.4537,3.4641,-0.3035,-7.1564,2.7211,1.1013,2.4867,3.4249,0.4327,-2.164,0.8894,6.3597,-3.3442,6.9313,-9.1381,-0.9607,2.2696,-1.2758,2.0016,-2.0178,6.6455,-5.6961,-8.1739,3.3847,2.4206,3.5267,11.6894,0.2148,3.0635,-2.235,1.137
S1_C0015,-0.984,-0.6253,9.9992,-2.546,7.6796,3.2999,-5.4404,3.4757,4.2986,-1.9153,1.3817,0.8372,-1.9286,1.7779,2.2315,7.0032,1.5247,5.0643,1.1773,-1.3162,0.0821,6.8329,2.8839,-0.0761,-6.3451,7.443,-3.249,-3.8842,-3.1936,0.6506,6.9736,-3.7598,7.1612,-4.4164,-4.2927,-1.9349,6.7112,-0.0721,1.2878,-5.9277,4.5913,-5.3526,-5.7909,2.0016,-3.2926,-2.7721,1.044,4.7908,-3.8774,-0.6892,-1.6794,2.6632,3.104,-2.3101,8.1838,4.0612,0.5776,0.6899,0.198,-7.3962,3.8171,-2.7996,-4.6336,1.8406
S1_C0016,2.1023,1.1712,-0.708,2.075,-1.5396,-3.0701,-0.0949,-0.3398,-4.0338,-1.0503,0.2541,-0.0038,-3.4522,-2.1976,-2.9032,-2.6524,-2.0118,-1.1896,2.08,3.5432,1.6935,-1.7449,-2.1371,-0.1265,1.1378,0.161,-1.187,6.0271,-1.251,-1.8122,-4.102,1.5906,-2.2616,4.4387,1.0912,1.487,-2.3692,-2.6359,-2.5271,-0.8766,-0.9851,2.9156,-1.5992,1.4251,-0.9908,-0.9328,-1.544,-1.737,3.1958,-1.1608,0.3058,-2.272,2.7783,2.5226,-3.4095,1.5625,1.809,-1.5836,1.4202,-0.3544,0.648,-0.5188,4.0899,0.728
S1_C0017,0.6047,2.2599,0.8832,-4.0153,-3.7714,0.8555,1.7933,2.0112,1.6261,-0.2795,4.73,-0.013,8.3857,5.5027,-0.0549,-3.3517,1.1303,3.5674,2.6468,-1.1398,6.1037,-0.6463,9.7195,-2.4106,2.2489,0.3322,2.9851,-4.4015,6.6949,-0.5609,14.2106,-0.3547,1.0805,-3.0508,0.2205,3.2896,1.355,2.94,-0.3062,-2.0549,3.6669,-5.0544,1.247,-4.8476,-4.9501,5.6936,-9.4575,7.82,-0.4321,-2.6635,3.2261,4.4637,-1.1885,-4.4262,7.576,0.3348,-10.7818,-0.9592,-2.1026,-4.0835,-4.3452,7.4558,-1.7032,-2.6661
S1_C0018,-0.7777,-1.9565,-1.9126,2.7113,1.1634,-0.4174,2.075,-1.327,2.4458,-1.3815,3.0269,-2.1341,0.893,-0.4886,2.3349,5.5859,0.6025,-3.1113,-4.2205,-1.7405,-6.0786,1.471,-1.6508,4.5583,-3.5531,0.112,-0.0739,4.3794,-0.0732,-4.4346,-4.5738,2.872,-1.1084,-2.0053,0.8936,-3.571,-0.3402,2.805,1.4955,0.9473,3.9802,1.2833,-2.8872,0.0903,0.3628,-2.1307,5.7431,-3.5257,0.0213,1.1033,-0.8404,-1.968,0.3725,5.1954,-2.053,-1.1623,4.4047,5.1029,3.2474,6.5998,0.029,-0.2133,-6.1802,-0.4747
S1_C0019,0.1758,-1.1103,7.5428,-4.3428,6.234,0.7358,-1.49,0.1697,3.2216,1.2216,4.7053,-1.1252,-2.03,2.6241,-1.8402,4.5288,1.0801,-0.1475,-1.5301,-2.731,2.3672,1.6317,0.0059,-3.7729,-2.0371,7.3361,2.638,-6.1988,0.6723,3.3373,5.1336,-1.8064,3.3618,-3.8989,-6.5205,-0.0101,2.7666,1.3097,1.898,-0.6996,0.9375,-6.2311,-0.0422,3.7368,-0.1693,0.6786,3.8193,6.3351,-5.8141,0.4276,-2.2114,1.5043,-1.3576,-2.3873,5.3451,-2.7821,-0.6552,3.6452,-3.9579,-2.8999,1.7383,2.2794,-5.7198,-2.0912
S1_C0020,-0.6012,1.2597,1.3259,5.371,2.6708,-6.9978,-0.4113,-2.0834,1.6915,0.2495,3.1082,-3.7418,-3.6611,0.6924,2.5128,5.0685,0.2759,-5.5809,0.8106,-6.8632,-0.2519,-3.3328,0.1461,2.7234,-0.6226,-0.5382,-0.6544,2.6117,-1.3931,3.0943,-2.2328,2.5658,0.2446,-1.3052,-3.101,-4.4558,1.787,1.7233,-0.4335,2.2072,-3.911,-1.7044,0.1744,3.4238,-1.2041,3.5198,0.2791,-4.1921,-2.9241,-0.8695,0.0282,-3.2777,1.7053,1.4847,-3.2987,-0.5067,3.4135,1.0805,0.6438,-0.8499,-2.1845,-0.6174,-2.8636,1.8967
S1_C0021,-1.1932,-0.8934,7.2046,-0.1437,6.3951,4.4046,-1.9302,2.9053,3.6567,0.6438,-0.9397,-0.2186,-3.3406,1.1567,-0.8003,7.4579,1.9578,2.4028,-1.2026,-1.5341,-1.3938,6.9903,1.7118,-2.2581,-4.167,8.0277,-0.8719,-6.1759,0.3422,2.2557,0.1928,-3.4617,6.9181,-2.4379,-7.6127,-1.8123,6.8018,-0.2481,0.822,-5.1626,6.6597,-2.4873,-0.8399,1.8939,-0.8437,-0.844,3.2623,2.8783,-4.0126,0.4524,-2.0263,1.393,1.8132,-2.0184,5.4875,3.8566,0.7737,2.9013,-2.7502,-5.3814,1.2676,-3.5363,-4.3817,0.2931
S1_C0022,2.9315,0.1009,-1.2197,1.8933,-4.1039,-2.0357,0.2216,1.4086,-0.397,-0.528,0.121,0.0128,2.8821,1.883,-1.7226,-4.6121,0.2971,0.1538,0.1328,-1.6736,0.6445,-0.8471,1.0919,0.1027,1.9876,-1.7851,1.5456,1.4374,2.907,-0.0088,1.2739,1.2255,-0.4281,1.0667,2.5415,1.3828,0.379,-2.642,-2.3056,1.0904,-1.1596,2.1338,2.9278,-2.4578,-2.2498,0.5125,-7.8753,1.3238,0.4178,-2.8878,1.121,-2.955,2.5043,-1.778,0.4092,0.3446,-4.4559,-0.0552,-2.1417,-0.505,-2.37,0.2938,4.4403,-0.3249
S1_C0023,1.5495,2.1234,0.3956,-6.5376,-3.5453,2.29,2.8587,0.2468,3.4231,0.2955,6.1205,-1.99,9.7399,5.5434,-0.8351,-0.7793,0.5132,6.4006,-0.4275,-2.9342,5.0558,1.1875,9.441,-2.8469,0.4931,2.8096,4.5756,-4.7815,4.3991,-0.4376,14.5959,-4.0752,4.9462,-3.568,-2.2245,2.0757,3.4672,1.7545,2.5049,-1.19,6.6094,-6.6301,0.6887,-4.6033,-4.8676,4.143,-9.5045,8.713,-0.6949,-1.4848,1.0874,5.2087,-2.7855,-6.3424,10.9985,1.9907,-10.1495,-2.1719,-2.7836,-5.6681,-2.9963,6.1575,0.2181,-1.4724
S1_C0024,-0.9277,-0.4299,-0.0031,-0.5857,2.7002,4.5553,1.2964,2.0695,2.822,5.3948,-0.8882,2.2172,-4.297,0.9876,-2.1201,5.4431,1.8785,-0.7315,-3.7375,-4.4019,-0.2784,3.1959,-2.6615,-2.6758,1.0405,4.4179,0.6421,-7.2769,0.6002,2.4292,-6.1499,-6.0563,4.3284,0.595,-4.5171,1.1621,4.8559,-1.1052,-0.2762,-0.61,3.1331,0.8434,6.0163,1.5144,0.9039,3.7494,6.6857,2.8691,-3.2239,5.8449,-5.0878,0.8944,-1.2436,-2.1522,0.8387,-4.8652,0.8016,3.9399,-4.3126,-2.1336,-1.8872,-2.554,-4.7741,-4.4317
S1_C0025,-2.239,-3.4716,-3.3989,0.9195,-1.562,0.2331,1.9627,0.0984,2.4389,1.9072,-0.5991,-0.4329,1.5905,-3.6838,2.4959,3.5576,0.8367,-1.6075,-4.2844,1.1534,-4.4417,2.4502,-1.4843,2.4045,-1.5878,0.2553,0.7869,0.4663,-0.9464,-5.6314,-5.6285,-1.0189,-1.4042,0.2645,-0.8815,-2.1521,-0.8325,5.3439,3.9422,-0.4652,5.7338,0.631,-1.9632,0.6047,2.3164,-1.9987,7.0469,-3.4356,-1.4409,1.9121,-1.468,1.4888,-2.1296,3.5308,-0.6687,-1.6494,3.3906,3.7668,0.6489,4.7054,1.0036,1.4132,-6.7335,-1.009
S1_C0026,-0.0412,0.0089,-3.5105,0.1979,-1.6873,2.0714,1.0156,-1.7287,-0.8834,1.7763,-0.5793,1.7435,-2.9179,-2.3709,-0.743,-0.0316,0.6204,-2.0054,0.4362,-0.4168,2.1765,-0.7097,-1.2579,0.1414,1.6431,-0.9414,1.1096,-4.0525,0.0782,0.3646,-4.0338,-3.2571,-0.7985,3.1885,-0.5875,0.5868,-0.13,-0.9267,-0.0853,3.9527,-1.0821,1.3196,1.4323,1.1694,3.0298,0.9791,1.608,-1.9565,-0.1422,2.6716,-1.4243,1.2316,-0.4714,-1.2398,-0.3607,-2.3841,0.2731,-0.9678,-1.5251,2.3139,-2.6823,0.4395,1.1754,-0.6306
S1_C0027,5.2315,-0.6957,1.5607,8.9191,-4.7908,-0.631,1.4081,5.7465,-1.9625,-1.8906,-9.1716,3.5827,-8.513,-1.7925,-2.5557,-3.6578,-3.2683,2.2762,0.754,5.2173,-1.0504,5.0111,-2.5515,0.1389,3.0325,-0.3856,-5.646,6.1337,-1.5914,-2.5211,-7.1485,-0.1117,-1.0458,5.5741,1.6933,2.5468,-0.1292,-5.9509,-3.233,0.0619,-1.1365,11.1422,2.6475,-0.97,-5.5255,0.3313,-6.9727,2.7669,7.7392,5.3466,0.7985,-6.3894,8.2994,-0.3605,-6.6957,8.7322,1.1759,-0.8692,-4.6982,-1.8278,0.1697,-9.1692,5.9749,-0.0239
S1_C0028,-0.4323,0.2212,5.88,-2.7151,5.2655,-0.3785,-1.3369,0.8602,2.6658,0.6139,3.4303,-1.4476,-0.4425,2.3341,-0.7969,4.5244,1.1171,0.9936,-0.3253,-3.523,2.4576,1.8597,1.4161,-4.2363,-2.3286,4.7865,-0.4163,-5.0654,0.5507,2.9051,4.092,-1.7004,3.3164,-4.1869,-5.4299,-1.2721,4.3392,1.4789,0.6371,-2.3438,2.8383,-5.9298,0.945,1.3258,-0.2837,1.701,2.4808,5.0104,-4.5024,-0.6037,-2.5021,1.9519,0.3547,-2.3463,4.1585,-0.392,-1.4123,2.2147,-1.4096,-3.8121,-1.7874,-0.796,-3.2021,-0.0254
S1_C0029,-1.5183,0.2716,3.5346,-5.8673,0.5502,4.1899,-0.5462,-1.0422,3.432,1.1624,4.6354,-2.4703,9.2118,3.1777,1.3804,-0.8412,0.0076,5.944,0.8704,-0.7221,4.0094,3.6174,10.8851,-2.1943,-0.402,4.4979,1.5138,-10.0058,4.266,-0.1081,9.6038,-2.3575,6.4125,-5.6555,-2.0336,1.9258,4.3907,1.4045,2.5307,-0.3648,6.0915,-3.1163,1.2158,-5.084,-6.1308,1.3141,-2.8261,8.7171,-3.1037,1.8636,-0.0733,7.2487,-1.9265,-6.155,10.6247,1.2732,-6.4385,-0.5518,-0.7204,-5.1327,-2.113,3.7147,-1.7103,-0.3189
S1_C0030,4.2886,0.6232,1.0564,5.0131,-2.0701,-3.9407,-0.5882,2.3762,-3.7283,0.5953,-3.7688,3.6583,-7.5567,-1.6448,-1.8605,-3.9173,-1.6743,0.6071,1.3489,2.6317,0.7802,-0.2825,-2.6755,1.4826,4.0915,0.2741,-0.456,5.2536,-2.7973,1.611,-4.5362,0.8662,-3.3462,5.6089,1.0012,-0.8156,-0.8824,-3.5412,-4.1121,1.0781,-2.3692,4.2576,0.2144,-0.5736,-4.1299,-0.4481,-7.552,-0.3196,6.659,1.023,1.4079,-4.9807,6.7351,0.6358,-3.9211,4.5525,0.9022,-3.7365,-2.1465,-5.1135,-0.0532,-6.4558,5.8364,3.2464
S1_C0031,-2.7493,-1.4633,2.2473,-1.3846,4.7759,1.685,2.6183,1.8848,4.105,4.3105,0.5427,0.1449,-3.4281,0.1256,-2.1338,6.2165,3.9502,-1.0961,-4.1594,-6.973,1.3532,3.0299,-1.0975,-3.7248,-1.1463,5.5617,1.8438,-8.0179,1.6254,2.9956,-6.2579,-7.332,4.734,-0.8158,-5.1817,0.0497,2.7312,0.4191,0.243,0.9308,2.6688,-2.1548,4.7106,0.4672,0.5906,3.6186,6.9678,2.5466,-3.0742,5.413,-6.1617,0.1343,1.2996,-4.4943,2.4386,-3.2167,-0.14,5.9895,-3.2784,-0.4084,-2.5694,-2.1705,-5.0404,-3.9779
S1_C0032,0.6094,-2.2127,0.4643,1.3389,1.6694,1.8693,3.3233,2.7205,3.6893,4.6074,-4.1476,1.4325,-5.8761,-0.659,-3.9367,2.0591,2.2315,-2.3446,-4.2994,-2.0727,0.2876,3.2583,-0.6069,-2.0386,0.3654,4.2909,1.334,-6.9132,1.9814,2.9505,-9.2787,-5.3638,2.4751,1.5056,-3.2866,-0.9946,2.8651,-2.1417,-0.4899,-1.7014,3.9189,5.5577,6.8826,2.7205,-0.159,1.6119,4.0273,1.2646,-2.9923,7.836,-5.6498,0.2248,1.2487,-1.2706,-2.0828,-2.717,0.0462,3.5254,-3.1643,-0.5622,-0.6673,-4.9994,-4.7528,-7.041
S1_C0033,3.3215,-1.9165,0.3184,4.6141,-4.3272,0.2908,1.5626,2.9509,-1.9532,-2.4127,-8.6256,4.0407,-5.07,-2.3046,-3.4217,-3.5032,-1.8297,1.538,-2.6956,6.294,-2.0466,4.543,-3.757,2.0047,3.1883,-2.9309,-3.6094,3.041,0.5631,-3.55,-7.4324,-1.3552,-1.1989,4.7366,1.2647,-0.6124,-1.3247,-2.8278,0.0976,0.2312,1.2943,8.0779,2.2,-1.6894,0.0887,-2.4732,-1.0902,1.618,4.6599,5.5323,-0.5125,-4.0816,4.6152,0.6726,-4.7583,6.597,-0.3847,-0.4514,-4.8043,0.234,1.6359,-4.2532,2.9673,-3.5008
S1_C0034,1.1479,0.436,-1.7671,1.9284,-5.0871,-2.0124,1.2427,1.145,0.7906,0.416,1.1781,-0.3311,0.5785,2.5744,-3.1735,-4.911,-0.702,-0.0869,1.5842,-0.9293,2.1245,-0.033,3.8894,-1.0459,3.4818,-0.4419,0.5426,0.8644,2.5305,0.8444,4.1972,0.1557,-0.3892,-1.6327,1.6925,1.1466,0.6982,-0.3611,0.077,1.3806,-1.0871,1.9153,1.0509,-1.4918,-3.5923,0.4744,-5.8206,3.2938,1.3145,-1.0285,0.1788,-0.633,1.111,-3.2509,0.8216,0.1142,-4.3279,-0.7763,-4.0239,-1.1365,-2.256,0.1757,3.3744,-0.9668
S1_C0035,-1.7672,-1.9639,2.7638,-1.0902,4.6986,3.363,0.1394,1.0822,4.5815,4.3708,0.9717,0.8992,-2.9416,0.3644,-3.1312,4.6948,3.6068,-1.9546,-3.6514,-6.5014,-0.8282,2.5886,-1.9475,-3.1783,-0.3847,5.8584,1.1561,-8.4575,-0.5114,2.9475,-3.6399,-4.4872,4.9753,-2.6875,-5.7698,-0.1673,4.6022,-0.9518,1.0096,-0.8372,2.6309,-3.7182,3.0963,1.6541,1.5933,3.1886,5.4396,3.898,-4.2164,3.9419,-6.9567,2.6003,-0.4712,-2.5283,1.4868,-4.5283,-1.5062,4.0261,-4.4268,-1.8946,-1.2529,-1.8051,-3.7078,-4.6382
S1_C0036,-0.6323,0.2841,4.4974,-5.7585,3.739,0.6535,0.1098,0.3003,3.4666,0.9203,5.786,-1.0457,-2.3893,2.7441,-1.4501,2.9679,2.0747,-0.303,-1.291,-5.5206,1.73,2.6712,1.7486,-1.251,-3.5102,5.0225,0.1199,-4.7709,1.0958,4.3111,4.1381,-1.9815,4.4428,-4.5352,-5.5842,0.2016,5.1599,1.6499,0.685,-2.1321,1.7723,-8.4904,1.5919,3.0507,-1.4171,1.9069,4.1657,4.5546,-2.725,0.2459,-3.0387,3.8578,-1.0377,-2.8547,5.2587,-0.6048,0.1752,-0.019,-1.4444,-3.8114,0.3988,1.1204,-2.9918,-1.6081
S1_C0037,-2.3215,0.94,-3.879,-1.7577,-0.2407,3.1268,-0.3166,-4.8655,-4.5684,-1.3645,-0.9436,2.4463,2.7368,-5.6899,1.5908,-1.2229,0.5031,1.5953,0.7729,7.252,-2.8687,-1.613,-4.238,-0.0732,0.43,-2.754,2.9328,2.3411,-0.6719,-3.6736,-3.5234,3.0396,-1.5248,4.5356,4.22,2.333,-6.4293,0.9336,1.6125,2.629,0.6573,1.0719,-5.5843,-1.4702,4.4488,-4.5612,4.4459,-6.2125,2.3882,-1.2353,0.2704,3.2739,-3.0015,2.5183,-2.4976,-3.3877,1.8313,0.5598,2.3209,4.7746,2.4938,0.9424,1.3075,0.7146
