# synthetic, for demo only -- generated by 578_spatialex_omics_translation.py
cell_id,PanelA_00,PanelA_01,PanelA_02,PanelA_03,PanelA_04,PanelA_05,PanelA_06,PanelA_07,PanelA_08,PanelA_09,PanelA_10,PanelA_11,PanelA_12,PanelA_13,PanelA_14,PanelA_15,PanelA_16,PanelA_17,PanelA_18,PanelA_19,PanelA_20,PanelA_21,PanelA_22,PanelA_23,PanelA_24,PanelA_25,PanelA_26,PanelA_27,PanelA_28,PanelA_29
S2_C0023,0.0,3.4965,1.9459,1.0986,1.6094,1.6094,1.7918,1.6094,1.6094,2.0794,3.6889,0.0,0.0,5.4424,3.2581,1.3863,2.9957,2.9957,0.0,1.9459,1.0986,0.6931,0.0,3.3673,1.0986,1.3863,1.6094,0.0,0.6931,0.0
S2_C0024,1.0986,0.6931,0.6931,2.5649,0.6931,3.1781,1.9459,1.9459,1.0986,0.0,1.3863,1.9459,1.6094,0.0,0.0,0.6931,0.0,1.7918,2.5649,1.3863,4.5326,1.6094,1.7918,4.8122,1.6094,0.6931,0.0,0.6931,1.3863,2.5649
S2_C0025,0.6931,1.6094,0.6931,0.6931,0.0,1.3863,1.3863,0.6931,2.0794,1.0986,1.3863,2.3026,3.5264,0.6931,2.5649,0.0,3.6376,0.6931,2.0794,2.0794,0.6931,1.0986,0.6931,1.0986,1.6094,1.9459,1.6094,2.0794,1.6094,1.0986
S2_C0026,0.0,4.5218,2.4849,2.4849,1.7918,1.6094,0.6931,2.0794,3.8286,1.7918,5.3423,1.6094,1.6094,5.2149,2.1972,1.3863,3.8918,3.0445,1.0986,2.1972,2.1972,1.7918,0.0,1.0986,0.0,0.0,1.0986,0.6931,0.0,0.6931
S2_C0027,3.5553,1.6094,1.6094,0.0,0.6931,2.5649,1.3863,1.0986,1.7918,1.0986,0.0,0.0,2.7081,0.0,1.3863,1.6094,2.9444,0.6931,1.6094,0.6931,1.3863,2.5649,2.3026,0.6931,1.9459,1.7918,1.6094,2.4849,2.3026,1.7918
S2_C0028,1.0986,0.6931,1.0986,0.0,0.6931,3.7136,1.3863,2.3979,3.1355,1.0986,1.0986,1.0986,2.7081,0.0,1.3863,1.0986,2.7726,1.0986,3.2581,0.0,0.0,1.6094,0.6931,1.0986,1.6094,1.6094,1.0986,2.3979,1.3863,1.0986
S2_C0029,3.5264,1.7918,0.0,1.3863,1.0986,2.8904,1.6094,0.6931,1.7918,1.7918,0.0,0.6931,4.7185,0.0,0.0,0.6931,3.9512,1.3863,2.9957,0.6931,3.3322,3.6636,3.2581,0.0,1.6094,0.0,0.0,1.3863,2.3026,1.0986
S2_C0030,0.0,0.6931,1.6094,0.0,1.0986,3.0445,0.6931,1.3863,1.0986,0.6931,0.0,2.9444,3.1355,0.0,0.0,1.6094,1.0986,0.0,3.434,0.6931,0.6931,0.6931,1.0986,2.3026,1.7918,2.0794,2.3026,3.1781,0.6931,2.3026
S2_C0031,1.6094,0.6931,1.0986,1.3863,0.0,0.0,1.0986,0.0,0.6931,1.9459,0.0,1.0986,0.0,2.4849,0.0,0.0,1.3863,0.0,0.0,1.3863,0.0,1.6094,3.5835,1.3863,1.0986,0.6931,1.6094,1.6094,0.0,2.1972
S2_C0032,2.3979,0.6931,2.6391,2.4849,1.3863,5.4072,0.0,1.9459,2.7081,1.0986,0.0,1.0986,0.0,0.0,0.0,2.3026,4.0254,1.6094,3.1355,0.6931,0.6931,2.3979,1.3863,0.0,1.3863,0.0,2.8332,1.3863,2.0794,2.3979
S2_C0033,3.2581,0.0,0.6931,1.3863,0.0,0.6931,1.0986,0.0,0.0,0.6931,0.0,1.0986,5.3181,0.0,2.4849,1.0986,2.7726,0.0,2.3026,0.0,3.434,2.8904,5.118,0.0,0.6931,2.3026,1.0986,2.1972,1.9459,1.0986
S2_C0034,2.0794,1.3863,1.0986,0.0,1.0986,0.0,1.0986,0.0,1.6094,2.1972,0.6931,0.0,2.9957,3.2958,3.3673,0.0,3.5264,0.6931,0.0,1.3863,0.0,1.7918,4.3438,0.6931,0.0,1.7918,0.0,1.3863,1.6094,0.6931
S2_C0035,0.6931,0.6931,1.9459,0.0,1.0986,2.6391,1.7918,2.3026,0.6931,0.6931,0.6931,3.091,1.3863,0.0,1.0986,0.6931,0.0,0.6931,3.6109,1.7918,0.6931,0.6931,1.0986,4.2047,1.9459,2.3979,1.0986,2.0794,0.0,3.2189
S2_C0036,0.6931,1.3863,1.6094,0.0,1.3863,1.0986,1.0986,1.0986,1.7918,0.0,0.6931,2.8904,3.1781,0.6931,0.6931,1.7918,3.4657,0.0,2.7081,1.6094,0.0,1.0986,1.3863,1.0986,1.3863,2.3979,2.6391,2.6391,1.3863,1.0986
S2_C0037,2.9957,1.3863,1.7918,2.5649,0.0,5.3181,1.3863,2.7081,2.8904,1.3863,0.0,0.0,2.5649,0.0,0.6931,1.6094,2.3979,1.9459,4.3307,0.0,4.6052,0.6931,0.0,1.6094,1.7918,0.0,0.0,1.3863,1.9459,0.0
S2_C0038,0.6931,3.6889,2.0794,0.6931,2.0794,0.0,1.7918,1.3863,2.9957,1.0986,3.9318,2.3026,1.0986,3.5553,1.3863,1.6094,3.3673,2.1972,2.0794,1.0986,1.0986,2.3979,0.6931,0.0,1.3863,2.3979,2.3979,0.6931,1.3863,0.6931
S2_C0039,4.1744,0.0,1.0986,0.0,0.0,1.7918,0.6931,1.9459,0.0,2.0794,1.3863,0.6931,0.0,0.6931,1.6094,0.0,0.6931,1.6094,0.0,1.3863,1.0986,0.6931,0.0,3.1355,1.3863,1.0986,1.3863,1.3863,2.1972,1.3863
S2_C0040,0.6931,2.3026,1.3863,1.3863,0.0,2.1972,0.6931,2.1972,1.0986,1.3863,2.3026,0.0,0.0,3.0445,2.7726,0.0,1.9459,2.0794,1.6094,1.3863,0.0,0.0,0.6931,2.8904,1.6094,1.3863,1.9459,0.6931,1.3863,0.0
S2_C0041,0.6931,1.6094,0.0,2.7081,0.0,2.0794,1.6094,0.6931,0.6931,1.6094,2.0794,0.6931,2.1972,0.0,0.0,0.0,0.6931,0.6931,2.4849,1.3863,3.8286,1.0986,1.9459,3.7136,1.7918,0.0,0.0,0.0,0.0,2.0794
S2_C0042,0.0,4.4773,1.7918,1.7918,2.3979,0.6931,0.6931,0.6931,1.7918,2.0794,5.4161,2.3026,0.6931,5.3423,2.3026,1.0986,3.7842,2.3979,0.6931,2.7081,0.0,1.0986,0.6931,2.6391,0.6931,0.6931,1.3863,0.0,0.6931,0.6931
S2_C0043,2.6391,1.0986,1.0986,1.9459,1.0986,0.0,1.3863,1.0986,1.9459,0.6931,4.5643,5.1591,0.0,0.6931,1.3863,1.0986,0.0,1.0986,0.0,1.0986,3.434,5.1761,4.1109,0.0,0.6931,2.7726,1.7918,1.6094,2.3026,3.6889
S2_C0044,0.0,3.3322,1.0986,2.8904,2.0794,3.1781,1.7918,0.6931,2.3979,0.0,1.0986,0.6931,4.625,0.0,0.0,0.0,1.7918,1.0986,4.2905,1.6094,5.3566,2.9957,2.8332,0.0,2.1972,1.0986,0.0,1.7918,1.0986,1.0986
S2_C0045,1.0986,0.6931,2.0794,0.6931,0.6931,0.0,1.3863,1.0986,0.6931,0.6931,0.0,1.3863,0.0,1.9459,0.0,1.0986,1.9459,0.0,0.0,1.0986,0.0,0.6931,2.3979,0.0,1.6094,0.6931,2.1972,1.3863,1.3863,2.6391
S2_C0046,0.6931,2.0794,0.0,3.1355,0.6931,3.1355,1.6094,0.6931,0.6931,0.6931,1.7918,1.3863,2.3979,0.0,0.6931,0.0,0.6931,1.6094,2.8332,1.0986,4.9628,1.0986,2.1972,2.9444,1.9459,0.6931,0.0,1.0986,0.6931,2.0794
S2_C0047,0.0,3.8286,1.3863,1.3863,1.7918,0.0,0.6931,0.6931,1.0986,1.6094,3.8501,0.0,0.0,5.2781,1.3863,0.0,3.9703,2.4849,0.6931,2.9957,0.6931,0.0,0.0,2.3979,1.0986,0.0,0.6931,0.6931,0.6931,0.0
S2_C0048,0.6931,0.0,1.0986,0.0,1.0986,3.4965,1.3863,2.0794,3.1355,1.0986,0.6931,1.3863,2.9957,0.0,1.7918,1.0986,1.9459,1.3863,3.2958,0.6931,0.6931,1.6094,1.0986,1.0986,1.6094,1.6094,1.3863,2.0794,1.0986,0.6931
S2_C0049,0.0,0.6931,1.0986,0.0,1.3863,2.1972,1.3863,0.6931,0.6931,0.0,0.0,2.8332,3.1781,0.0,0.6931,1.3863,2.0794,0.0,2.8904,1.0986,0.0,1.0986,1.3863,1.6094,2.3979,1.7918,2.8904,2.7726,0.6931,1.7918
S2_C0050,3.5835,0.0,1.0986,0.0,1.6094,0.0,1.9459,1.0986,0.0,1.7918,2.1972,0.6931,1.3863,3.989,4.7958,1.6094,0.0,2.4849,0.6931,1.9459,0.6931,0.0,1.3863,4.2195,0.6931,1.6094,1.3863,0.6931,1.6094,0.6931
S2_C0051,0.0,0.0,1.9459,0.6931,0.6931,3.2581,1.6094,3.1781,1.0986,0.6931,1.0986,1.6094,1.6094,0.0,0.6931,0.6931,0.0,0.0,2.6391,1.0986,0.0,1.0986,0.6931,4.804,1.7918,1.9459,0.0,2.0794,0.6931,1.9459
S2_C0052,5.3132,0.0,1.0986,1.9459,0.6931,5.3083,1.3863,2.8332,3.0445,1.0986,0.0,0.0,1.0986,0.0,1.0986,1.0986,1.6094,2.1972,3.6109,0.6931,2.7081,2.3026,0.0,0.6931,1.0986,1.7918,1.6094,1.0986,3.3673,0.0
S2_C0053,1.0986,1.3863,2.7726,1.3863,0.6931,2.0794,0.6931,1.6094,0.0,1.6094,0.0,1.3863,0.0,2.5649,0.0,0.6931,2.7081,2.0794,0.0,1.9459,0.0,0.0,0.0,1.6094,0.6931,1.3863,4.2485,0.6931,2.0794,1.9459
S2_C0054,0.0,0.6931,1.6094,1.7918,1.7918,1.3863,1.9459,2.0794,0.6931,0.6931,1.6094,2.4849,0.6931,1.0986,0.0,0.6931,0.0,0.6931,2.0794,1.7918,1.7918,1.3863,1.9459,4.4998,1.7918,1.0986,0.6931,1.0986,1.0986,3.1355
S2_C0055,1.6094,1.0986,1.7918,1.3863,1.3863,0.0,0.6931,0.0,0.0,1.3863,0.0,0.0,0.0,2.3026,0.6931,0.6931,1.7918,0.0,0.0,1.6094,0.0,0.0,3.0445,1.7918,1.3863,1.3863,2.1972,0.6931,0.6931,2.7081
S2_C0056,0.0,3.091,0.6931,1.9459,1.9459,0.6931,1.0986,1.0986,1.6094,1.6094,1.6094,0.6931,1.7918,1.9459,1.7918,1.0986,3.8501,2.0794,1.0986,1.3863,1.3863,0.0,1.7918,0.6931,0.0,1.6094,0.0,1.0986,1.3863,0.6931
S2_C0057,0.0,2.3026,1.9459,1.0986,1.3863,1.7918,0.6931,2.3026,1.3863,1.3863,1.7918,0.0,0.0,3.912,1.6094,1.7918,3.3322,2.0794,0.0,1.3863,0.0,0.0,0.0,2.7081,0.0,0.6931,2.4849,1.6094,0.6931,0.0
S2_C0058,0.6931,2.3026,1.7918,2.6391,1.0986,0.0,1.3863,1.7918,1.7918,1.0986,4.5326,1.6094,4.4659,3.912,4.654,1.7918,0.0,1.0986,1.7918,1.3863,5.0173,2.0794,0.6931,2.1972,1.0986,1.9459,0.0,1.7918,1.3863,1.6094
S2_C0059,0.0,3.6889,2.1972,3.2189,1.9459,4.8675,1.0986,2.3026,3.5264,1.6094,3.3322,0.6931,3.434,3.1355,1.6094,1.3863,2.6391,2.6391,2.6391,0.6931,4.2627,0.6931,0.0,2.1972,1.0986,0.0,0.6931,1.3863,0.6931,0.6931
S2_C0060,0.0,4.5951,1.0986,0.6931,2.3979,0.0,2.0794,0.0,1.7918,2.0794,5.1475,1.9459,0.0,5.3706,1.3863,0.6931,3.7377,2.4849,0.6931,2.7726,0.0,0.0,0.0,2.1972,0.6931,1.0986,1.7918,0.6931,1.0986,0.0
S2_C0061,1.0986,3.5553,0.0,2.8904,1.3863,2.7726,1.3863,0.0,1.0986,1.9459,1.0986,0.0,5.1705,0.0,0.0,0.6931,3.091,0.6931,4.5109,1.3863,5.2149,3.6376,3.2189,0.0,1.6094,0.0,0.0,2.0794,0.6931,1.3863
S2_C0062,1.6094,1.0986,0.6931,1.3863,1.7918,0.0,0.6931,0.6931,0.0,1.7918,0.0,1.6094,0.0,2.8332,0.0,0.0,1.0986,0.0,0.0,1.0986,0.0,1.0986,2.3979,1.6094,0.6931,0.6931,3.4657,0.6931,1.6094,2.7726
S2_C0063,1.6094,0.6931,0.6931,2.7081,1.6094,0.0,1.0986,0.6931,1.0986,1.3863,5.451,4.7791,1.6094,2.8332,1.7918,1.3863,0.0,1.3863,0.0,0.6931,5.1417,5.3519,3.8712,0.0,1.0986,2.4849,1.3863,0.0,1.7918,3.1355
S2_C0064,0.6931,3.4012,1.9459,0.6931,1.7918,1.7918,1.6094,1.0986,1.6094,1.6094,3.5264,1.0986,0.6931,5.3471,3.2189,0.6931,3.0445,2.8332,0.0,1.9459,1.0986,0.0,0.6931,3.434,1.6094,0.6931,1.3863,0.0,1.6094,0.6931
S2_C0065,5.2983,0.0,0.6931,1.0986,1.0986,5.2364,1.0986,1.9459,2.6391,1.3863,0.6931,1.3863,1.6094,0.0,0.0,1.3863,2.6391,2.1972,3.2189,0.0,1.3863,2.7726,0.0,0.6931,1.7918,1.3863,1.0986,2.3026,3.4012,0.6931
S2_C0066,0.0,1.7918,0.0,3.3673,1.0986,2.7081,1.6094,1.7918,1.0986,0.0,1.7918,1.0986,1.6094,0.0,0.0,0.6931,0.0,0.0,2.6391,1.0986,4.8283,0.6931,1.7918,4.7005,1.3863,0.6931,0.0,1.6094,1.0986,2.3979
S2_C0067,1.7918,0.6931,1.3863,0.6931,1.6094,0.0,0.6931,1.6094,0.0,1.6094,1.0986,0.0,0.0,3.5264,0.6931,0.0,1.3863,0.6931,0.0,1.6094,0.0,0.6931,1.9459,2.9957,0.0,1.0986,3.4012,0.0,0.6931,2.5649
S2_C0068,0.6931,2.8332,1.3863,2.4849,1.3863,1.6094,1.3863,0.6931,1.0986,1.0986,1.6094,0.0,2.1972,0.0,0.6931,0.0,1.6094,1.0986,2.1972,1.7918,2.8904,1.6094,1.6094,1.7918,1.7918,0.6931,0.0,0.6931,0.6931,1.0986
S2_C0069,0.0,2.8332,1.7918,2.6391,1.7918,4.1431,1.0986,2.3026,3.4012,1.0986,2.9957,0.0,3.912,2.3979,2.1972,2.1972,1.3863,1.3863,3.1355,1.7918,4.7274,2.3979,0.6931,1.3863,1.0986,0.6931,0.0,0.6931,0.0,0.0
S2_C0070,1.0986,0.6931,1.0986,2.7081,1.6094,0.0,1.3863,1.3863,2.0794,1.3863,5.2095,4.804,1.6094,2.0794,2.3979,2.5649,0.0,1.3863,0.0,0.0,4.9698,5.2883,3.1781,1.0986,1.0986,2.1972,0.6931,0.6931,1.7918,2.6391
S2_C0071,5.3132,1.3863,0.6931,1.3863,1.0986,5.2149,1.6094,2.7081,2.1972,1.0986,0.6931,0.6931,1.0986,0.0,0.6931,1.6094,1.9459,2.3026,2.4849,1.0986,2.5649,1.3863,0.6931,1.6094,1.0986,0.6931,0.0,1.3863,3.1781,0.6931
S2_C0072,0.6931,0.0,1.7918,0.0,0.0,2.3026,1.7918,1.6094,1.3863,1.0986,0.0,2.6391,2.4849,0.0,1.6094,0.0,0.0,0.0,3.6889,1.3863,0.0,1.3863,0.0,1.7918,2.3026,1.9459,2.3026,2.5649,0.0,2.7726
S2_C0073,3.989,0.0,1.0986,1.3863,0.0,0.0,0.0,1.0986,0.6931,1.6094,2.8332,0.0,0.0,4.7958,4.4886,1.3863,0.0,1.7918,0.0,1.7918,0.0,0.0,2.4849,5.2311,0.6931,2.0794,1.3863,0.6931,2.0794,0.0
S2_C0074,0.0,4.8978,2.5649,2.1972,2.0794,0.6931,1.9459,1.6094,3.3673,1.6094,5.2575,0.6931,0.0,5.2575,1.9459,2.1972,4.0073,2.8332,0.6931,2.3026,1.3863,1.3863,0.0,1.7918,0.0,0.0,2.3026,0.6931,1.0986,0.0
S2_C0075,0.0,3.8501,2.5649,2.3979,1.9459,2.1972,1.3863,1.3863,3.8712,2.1972,4.9698,0.0,3.0445,4.2767,2.9957,1.7918,2.3026,2.4849,1.9459,1.9459,3.2958,1.7918,0.0,1.9459,0.0,1.3863,0.0,0.0,0.6931,1.0986
S2_C0076,0.0,0.0,1.0986,0.0,0.0,2.3979,0.6931,2.0794,1.3863,0.6931,0.0,1.6094,3.8501,0.0,1.0986,0.0,3.3673,0.0,3.2958,1.0986,1.0986,1.0986,1.3863,1.0986,1.9459,1.6094,0.6931,2.7081,1.6094,1.7918
S2_C0077,3.3322,1.3863,0.6931,0.6931,0.6931,0.0,1.3863,0.6931,0.0,1.3863,1.0986,1.0986,0.0,2.8904,1.9459,1.0986,0.6931,1.3863,0.0,1.6094,0.0,0.0,1.3863,3.434,1.3863,1.6094,2.8904,1.0986,1.7918,0.6931
S2_C0078,1.6094,0.0,2.7081,2.9957,0.6931,5.3845,0.0,2.6391,2.5649,1.3863,0.0,0.0,0.6931,0.0,0.0,2.4849,3.4012,1.7918,2.5649,1.0986,0.0,1.3863,1.0986,0.0,1.7918,0.6931,4.1589,0.6931,0.6931,2.7726
S2_C0079,2.3026,2.1972,1.0986,2.0794,0.6931,3.2958,1.0986,0.6931,1.9459,1.7918,0.0,0.0,3.1355,0.0,0.6931,0.0,4.92,2.0794,2.8904,1.0986,1.7918,2.7726,2.0794,0.0,1.6094,0.6931,0.6931,0.0,1.6094,0.0
S2_C0080,4.382,0.6931,0.0,0.0,1.0986,1.0986,1.0986,0.0,0.6931,1.6094,1.9459,0.6931,0.0,2.3026,3.0445,1.0986,0.0,2.1972,0.0,1.6094,1.7918,0.0,1.3863,4.0073,1.0986,0.6931,1.7918,0.6931,2.0794,0.6931
S2_C0081,1.9459,2.9444,1.3863,0.6931,0.0,0.0,1.6094,0.0,0.6931,1.0986,0.0,1.0986,5.2257,0.0,1.9459,0.0,4.0254,0.6931,3.1781,1.6094,4.2341,4.1271,4.7185,0.0,1.7918,2.3026,0.6931,2.1972,1.7918,0.6931
S2_C0082,1.3863,3.0445,0.6931,0.6931,0.6931,1.7918,0.6931,0.0,0.6931,1.0986,0.0,0.6931,5.3519,0.0,0.6931,0.0,4.4886,1.3863,4.2485,1.0986,5.3083,4.4427,4.6151,0.0,1.3863,0.6931,0.0,1.7918,2.1972,0.6931
S2_C0083,0.0,3.3322,0.0,1.7918,1.7918,0.0,1.6094,1.0986,1.3863,2.0794,2.7726,1.3863,0.6931,3.1781,1.3863,1.3863,3.1781,1.0986,0.0,2.4849,0.6931,0.6931,0.6931,2.3026,1.0986,0.0,0.0,1.0986,0.0,1.0986
S2_C0084,3.3673,0.6931,0.0,1.7918,1.6094,1.9459,1.7918,1.9459,2.3026,0.6931,2.3979,2.6391,2.3979,0.6931,1.3863,0.6931,1.6094,1.3863,1.9459,1.0986,2.7081,4.7536,2.0794,0.0,1.3863,1.0986,1.3863,0.6931,2.7081,1.6094
S2_C0085,0.0,2.7726,1.7918,1.6094,1.6094,0.0,1.0986,1.7918,1.0986,1.6094,4.0431,1.7918,4.6821,3.7136,4.7536,1.9459,0.0,1.6094,0.6931,1.0986,4.5747,2.0794,1.9459,1.7918,1.3863,2.1972,0.6931,0.6931,0.0,0.6931
S2_C0086,3.2958,0.0,0.0,0.6931,0.6931,1.0986,1.6094,1.0986,0.6931,0.6931,0.0,1.0986,2.7726,0.0,1.3863,1.3863,2.1972,0.6931,1.3863,1.3863,0.0,2.0794,3.091,0.0,1.3863,1.7918,1.6094,1.9459,2.0794,1.6094
S2_C0087,2.3979,0.6931,0.6931,2.4849,1.3863,0.0,1.7918,0.6931,2.3026,1.6094,5.193,4.8598,1.6094,1.3863,2.0794,2.0794,0.0,1.0986,0.6931,1.0986,4.5109,5.3613,3.3673,0.0,1.0986,2.7081,2.0794,0.0,2.1972,2.9957
S2_C0088,5.0039,0.6931,0.6931,1.0986,1.6094,5.1475,1.6094,2.7081,1.7918,1.3863,1.3863,1.0986,1.3863,0.6931,0.6931,1.6094,1.9459,2.7726,2.0794,0.6931,1.9459,1.3863,0.0,0.0,0.6931,0.6931,0.0,1.6094,3.1781,0.6931
