# synthetic, for demo only -- generated by 578_spatialex_omics_translation.py
cell_id,PanelB_00,PanelB_01,PanelB_02,PanelB_03,PanelB_04,PanelB_05,PanelB_06,PanelB_07,PanelB_08,PanelB_09,PanelB_10,PanelB_11,PanelB_12,PanelB_13,PanelB_14,PanelB_15,PanelB_16,PanelB_17,PanelB_18,PanelB_19,PanelB_20,PanelB_21,PanelB_22,PanelB_23,PanelB_24,PanelB_25,PanelB_26,PanelB_27,PanelB_28,PanelB_29
S2_C0026,1.7918,3.0445,3.7136,0.6931,2.4849,2.9444,0.6931,0.6931,1.0986,0.6931,1.9459,1.7918,3.5264,1.6094,2.3026,4.6444,0.0,0.0,0.6931,0.0,3.1355,0.0,0.6931,2.3026,1.0986,0.0,1.9459,1.6094,0.6931,5.273
S2_C0027,1.9459,1.0986,0.0,3.2958,0.0,2.1972,1.0986,0.6931,1.7918,3.4657,0.0,1.6094,0.6931,1.0986,3.6889,0.6931,4.0431,2.8904,1.7918,2.5649,1.0986,1.9459,0.6931,1.3863,1.9459,0.6931,0.0,1.3863,2.8332,0.6931
S2_C0028,0.0,0.0,0.0,1.9459,0.0,0.0,2.4849,1.3863,0.6931,2.9957,2.3979,0.6931,0.0,1.9459,0.0,0.0,2.0794,0.0,0.6931,0.0,0.6931,0.0,1.0986,1.9459,0.6931,1.9459,1.0986,1.3863,0.6931,0.0
S2_C0029,4.852,1.0986,0.0,3.2958,0.6931,3.3322,0.0,1.6094,2.1972,3.0445,1.3863,1.3863,0.0,1.3863,4.2627,1.0986,5.3423,3.6889,2.3979,4.0431,1.3863,1.3863,1.6094,1.3863,0.6931,1.3863,0.0,1.9459,2.3979,0.6931
S2_C0030,0.0,0.0,0.0,1.3863,0.0,0.0,4.1271,1.0986,1.0986,3.989,3.434,1.3863,0.0,0.6931,0.0,0.0,2.1972,0.6931,1.0986,0.6931,0.0,2.8904,1.3863,1.7918,1.0986,2.8904,2.4849,0.6931,0.6931,0.6931
S2_C0031,0.0,2.4849,1.3863,1.3863,3.6109,1.3863,0.6931,1.0986,1.6094,0.6931,0.0,1.6094,0.0,0.0,0.0,1.3863,0.0,1.3863,2.1972,2.5649,0.6931,1.9459,1.3863,0.0,0.6931,1.3863,0.6931,1.7918,0.6931,0.6931
S2_C0032,0.6931,2.7081,0.0,2.1972,0.6931,4.2485,2.0794,0.6931,2.8332,3.091,2.0794,1.9459,1.0986,1.6094,5.2627,1.0986,4.585,3.7842,1.7918,1.6094,3.2189,1.0986,1.9459,1.0986,0.0,1.3863,0.6931,1.7918,2.3979,1.6094
S2_C0033,5.4027,1.3863,0.0,4.0943,2.3026,1.0986,0.6931,1.3863,0.6931,4.1109,1.6094,1.3863,0.6931,2.0794,2.7726,0.0,4.4773,2.8904,1.9459,5.1299,1.0986,2.3026,0.0,0.0,0.6931,2.3979,0.0,0.0,2.0794,0.0
S2_C0034,2.4849,0.0,2.0794,3.7842,2.7081,0.6931,0.0,1.0986,0.6931,0.6931,0.6931,1.0986,0.0,0.0,0.0,2.3026,0.0,1.0986,1.3863,2.9444,0.0,1.0986,1.3863,1.7918,0.0,2.1972,1.3863,1.6094,1.0986,0.6931
S2_C0035,0.0,0.0,0.6931,0.6931,0.0,0.0,5.2832,2.3026,1.3863,2.8332,2.9444,0.0,0.0,1.0986,0.6931,0.0,1.3863,1.0986,0.6931,0.0,0.6931,3.5835,1.3863,1.3863,1.6094,3.2189,2.0794,0.6931,1.0986,0.0
S2_C0036,0.0,0.0,0.0,1.6094,2.0794,0.6931,2.4849,1.9459,1.7918,4.1431,3.1781,1.0986,0.0,1.6094,0.0,0.6931,1.0986,0.0,1.3863,0.6931,1.3863,1.3863,1.0986,1.6094,0.0,1.6094,0.6931,1.3863,0.0,0.6931
S2_C0037,2.5649,1.9459,0.0,0.0,0.0,3.091,2.5649,1.3863,2.0794,1.9459,2.0794,1.7918,2.3026,0.6931,5.3083,0.6931,5.2933,3.1355,0.6931,2.4849,3.4965,1.7918,1.3863,0.6931,2.0794,1.3863,0.6931,2.1972,2.7726,1.3863
S2_C0038,1.0986,0.6931,2.3026,1.7918,2.7081,2.3979,0.6931,1.0986,1.0986,0.0,2.5649,1.0986,1.7918,2.0794,1.3863,3.2189,0.0,0.0,0.0,0.0,1.7918,0.6931,1.0986,2.9957,1.3863,0.0,2.0794,1.0986,0.0,4.1271
S2_C0039,1.0986,5.366,0.0,0.0,1.9459,0.0,0.0,1.3863,1.6094,1.9459,0.0,1.9459,2.6391,2.1972,0.0,0.0,0.6931,0.6931,2.1972,2.9957,2.3026,1.6094,0.6931,1.7918,1.3863,2.0794,0.0,0.6931,3.0445,1.0986
S2_C0040,1.0986,3.5835,0.6931,0.0,2.9957,0.0,0.0,0.0,1.7918,1.3863,0.0,1.7918,1.6094,1.3863,1.6094,1.0986,0.0,0.0,2.1972,1.6094,3.3673,1.0986,1.6094,1.0986,0.0,1.7918,0.6931,1.6094,0.0,2.8332
S2_C0041,2.5649,0.0,3.6376,0.0,0.0,1.0986,2.5649,2.1972,0.6931,0.0,3.0445,0.6931,2.6391,0.0,0.6931,0.6931,2.9444,1.9459,1.0986,1.9459,0.0,2.0794,1.9459,0.0,1.3863,2.3979,1.6094,1.3863,0.6931,0.6931
S2_C0042,0.0,4.0775,3.0445,0.0,4.7791,0.6931,0.0,0.6931,2.0794,0.0,1.3863,1.6094,2.4849,0.6931,0.0,4.2905,0.0,0.0,1.3863,0.0,1.7918,0.0,1.3863,1.6094,1.0986,0.0,2.7726,1.7918,1.0986,5.0106
S2_C0043,3.1781,3.7136,5.3083,5.3181,0.6931,1.9459,0.6931,1.0986,0.0,0.0,0.0,1.7918,5.3327,1.6094,1.0986,3.912,0.0,3.0445,0.0,1.7918,0.6931,2.4849,0.6931,1.7918,3.1355,1.0986,1.0986,0.0,1.9459,1.9459
S2_C0044,5.323,0.0,2.0794,1.3863,0.0,2.3026,1.0986,1.6094,1.0986,0.6931,2.8904,1.0986,1.6094,0.0,0.0,1.0986,5.2832,2.5649,2.0794,2.7081,1.6094,1.9459,1.0986,0.0,1.3863,1.3863,1.3863,2.1972,1.7918,0.6931
S2_C0045,0.0,1.0986,0.0,2.0794,2.7081,2.1972,1.6094,0.0,0.6931,1.0986,1.0986,1.0986,0.0,1.0986,0.6931,1.6094,0.6931,1.6094,1.6094,1.3863,0.6931,0.6931,2.1972,0.6931,0.0,1.3863,1.0986,1.7918,1.0986,0.0
S2_C0046,3.4012,0.0,3.8067,0.0,0.0,1.0986,2.1972,2.0794,1.3863,0.0,2.4849,1.3863,2.8332,0.0,1.0986,0.0,3.4657,2.3026,1.6094,1.6094,0.0,2.7726,1.0986,1.3863,2.0794,1.7918,2.1972,0.6931,0.0,0.6931
S2_C0047,1.0986,2.8904,1.9459,0.0,4.0254,0.6931,0.6931,1.3863,1.6094,0.0,1.3863,1.7918,1.6094,1.3863,0.0,3.1355,0.0,0.0,1.6094,1.3863,2.1972,0.0,0.6931,1.6094,0.0,1.3863,1.6094,2.3026,1.0986,3.8918
S2_C0048,0.0,0.0,0.0,1.9459,0.0,0.0,2.8904,0.0,1.6094,3.091,2.1972,0.0,0.0,1.6094,0.0,0.0,2.0794,0.6931,1.6094,0.0,0.0,1.9459,1.0986,0.0,1.3863,1.9459,1.0986,1.7918,1.6094,0.0
S2_C0049,0.0,0.0,0.0,1.7918,0.6931,0.0,3.2958,2.3979,1.7918,4.4067,3.6636,1.0986,0.0,1.6094,0.0,0.0,1.9459,0.0,2.0794,0.0,0.0,1.9459,1.7918,1.0986,0.0,2.1972,0.6931,0.6931,1.0986,0.0
S2_C0050,1.9459,3.434,4.1744,0.6931,2.5649,0.0,0.0,1.0986,0.0,0.0,0.0,1.3863,2.7726,1.9459,1.0986,1.3863,0.0,1.7918,0.0,3.9703,0.0,0.6931,1.0986,0.6931,2.0794,1.3863,1.6094,0.0,2.1972,1.6094
S2_C0051,0.0,0.0,0.0,2.0794,0.0,0.0,4.3175,1.0986,0.6931,2.3026,1.3863,0.6931,0.0,0.6931,0.0,0.0,1.6094,0.0,1.0986,0.0,0.0,1.7918,1.0986,2.0794,1.0986,2.7081,1.6094,0.6931,0.0,0.0
S2_C0052,0.0,4.1109,0.6931,1.9459,0.0,3.434,0.6931,1.0986,2.4849,3.3322,1.3863,1.6094,1.9459,1.3863,4.7622,1.0986,5.323,4.1897,1.0986,2.7081,3.091,1.0986,1.3863,1.7918,2.6391,0.6931,0.6931,1.6094,4.4773,0.6931
S2_C0053,0.0,5.425,0.0,0.0,4.6052,1.3863,1.9459,0.6931,2.8332,2.5649,0.6931,1.0986,1.0986,1.7918,0.0,1.9459,0.0,0.6931,3.1781,0.6931,3.6889,1.0986,1.6094,1.3863,1.0986,1.3863,0.6931,2.7726,1.6094,2.3979
S2_C0054,0.6931,0.0,1.7918,1.0986,0.6931,0.0,4.0431,2.4849,0.0,0.0,2.3979,1.3863,1.7918,0.0,0.0,0.0,0.6931,1.3863,1.0986,0.6931,0.0,3.4657,1.3863,0.6931,1.0986,2.3026,1.7918,0.6931,0.0,0.0
S2_C0055,0.0,1.7918,0.0,1.7918,3.8067,1.6094,1.3863,1.9459,1.6094,0.6931,0.0,0.6931,1.0986,0.6931,0.6931,2.6391,0.0,1.0986,1.7918,2.0794,0.6931,1.0986,2.1972,1.0986,0.6931,0.6931,0.0,2.0794,1.0986,0.6931
S2_C0056,2.3026,0.0,0.6931,0.0,1.6094,1.3863,1.0986,1.9459,1.3863,0.6931,1.7918,1.0986,1.0986,0.6931,0.0,2.0794,0.6931,0.0,1.3863,0.6931,0.6931,0.6931,1.3863,0.6931,0.6931,0.0,2.6391,2.4849,1.0986,1.7918
S2_C0057,0.0,3.9703,0.0,0.0,3.989,1.3863,0.6931,1.6094,1.7918,1.7918,0.0,0.6931,1.0986,1.6094,1.0986,1.7918,0.6931,0.0,1.7918,1.0986,2.7726,0.0,2.1972,1.6094,0.0,1.0986,1.0986,2.3026,0.0,3.4657
S2_C0058,4.1589,0.0,5.1358,1.9459,1.3863,0.6931,0.0,1.6094,1.0986,0.0,1.7918,1.3863,3.8286,2.3979,3.5835,1.6094,0.0,1.3863,0.0,1.7918,1.7918,0.0,0.6931,2.3979,2.5649,1.0986,2.7081,0.0,0.6931,2.9444
S2_C0059,3.434,0.6931,2.8332,1.0986,1.0986,3.4657,1.3863,1.0986,1.3863,0.0,1.7918,1.0986,3.2189,1.0986,5.2781,1.7918,2.9444,1.7918,1.0986,1.9459,3.0445,0.0,1.3863,1.3863,1.6094,1.3863,2.5649,1.7918,0.6931,3.4965
S2_C0060,0.6931,4.1897,3.1355,0.0,4.7791,1.0986,0.0,0.6931,1.0986,0.0,1.6094,1.6094,3.091,1.9459,0.0,4.585,0.0,0.0,0.0,0.0,1.9459,0.0,1.0986,2.3026,0.0,0.6931,2.3026,1.9459,0.0,5.3181
S2_C0061,5.3753,0.0,2.0794,1.3863,0.0,2.8904,0.6931,1.6094,0.0,0.0,3.4012,1.3863,1.9459,0.0,1.7918,1.0986,5.1985,2.0794,1.6094,3.091,0.0,2.3026,1.6094,1.3863,1.3863,1.0986,1.3863,1.3863,0.6931,0.6931
S2_C0062,0.0,3.2581,0.6931,1.0986,4.3307,2.3026,1.3863,0.0,1.3863,1.9459,0.6931,1.0986,1.9459,0.6931,1.0986,2.3026,0.0,1.3863,1.9459,1.6094,1.0986,2.7081,2.0794,0.6931,0.6931,0.6931,1.0986,2.6391,1.0986,1.9459
S2_C0063,4.1431,3.3673,5.3423,5.193,1.0986,1.9459,1.0986,1.7918,0.6931,0.0,1.6094,2.1972,5.3471,2.3979,2.0794,4.1431,0.0,2.7726,0.0,2.1972,0.0,2.6391,0.6931,2.0794,3.5553,0.6931,1.7918,0.0,1.0986,2.7081
S2_C0064,1.0986,4.0073,1.6094,0.0,3.5264,1.6094,0.0,1.0986,1.6094,1.3863,0.6931,1.3863,1.6094,2.1972,1.3863,2.4849,0.0,0.0,1.3863,0.0,3.434,0.0,0.6931,1.9459,1.0986,1.6094,2.0794,1.7918,0.6931,4.4308
S2_C0065,0.0,4.6151,0.0,1.0986,0.0,3.1355,1.6094,1.3863,2.8332,3.4012,0.6931,1.0986,2.1972,1.3863,3.5835,0.0,4.7449,3.7377,1.7918,2.4849,2.3026,0.6931,1.0986,1.6094,2.3026,1.7918,0.0,1.0986,4.1589,1.9459
S2_C0066,1.7918,0.0,4.3438,1.3863,0.0,1.0986,3.7136,2.1972,1.3863,0.0,2.5649,0.6931,2.7726,0.0,0.0,1.3863,2.1972,2.7081,1.3863,0.6931,0.6931,3.1781,0.0,0.0,1.3863,2.1972,2.1972,0.6931,1.3863,0.0
S2_C0067,0.0,5.0304,1.0986,0.0,5.3083,1.3863,1.0986,1.6094,1.0986,1.3863,1.0986,1.6094,1.7918,0.6931,0.6931,2.3979,0.0,1.3863,3.091,1.9459,2.1972,1.6094,1.9459,1.0986,0.6931,1.0986,1.0986,1.3863,0.6931,1.6094
S2_C0068,2.9444,0.0,2.7726,1.0986,0.0,1.0986,0.6931,2.0794,1.3863,0.0,2.1972,0.6931,1.9459,0.0,0.6931,1.7918,1.9459,1.0986,1.6094,1.7918,0.6931,1.3863,2.0794,1.7918,0.6931,1.6094,2.1972,1.6094,0.6931,1.0986
S2_C0069,3.8067,0.0,3.2189,1.0986,0.0,3.4965,1.9459,1.3863,1.9459,0.0,2.0794,1.6094,2.9444,0.6931,5.4638,1.3863,2.5649,1.9459,0.6931,1.0986,2.8332,0.6931,1.7918,2.3979,1.6094,1.0986,2.3979,0.6931,1.3863,2.3026
S2_C0070,4.1431,3.0445,5.4467,4.8675,1.6094,1.9459,0.0,1.6094,0.6931,0.0,0.6931,2.3026,5.323,2.1972,1.3863,3.6376,0.6931,2.3979,0.6931,1.6094,0.6931,1.3863,1.0986,1.7918,3.1355,0.6931,1.7918,0.0,2.1972,2.3026
S2_C0071,1.0986,5.2149,0.6931,0.0,0.0,1.0986,1.6094,0.0,2.0794,3.0445,0.6931,2.0794,2.8332,2.1972,3.7136,0.0,4.6634,2.9444,1.7918,2.7081,3.3673,2.0794,1.3863,1.7918,2.6391,0.6931,0.0,1.7918,4.3944,1.3863
S2_C0072,0.0,0.0,0.0,1.7918,0.0,0.0,4.2341,1.9459,0.0,3.9703,3.434,0.0,0.0,1.6094,0.0,0.0,1.9459,0.0,1.7918,0.0,0.0,2.7726,1.0986,0.6931,0.0,1.9459,0.6931,1.3863,0.6931,0.0
S2_C0073,1.0986,4.8363,4.0254,0.0,3.9703,0.0,0.0,1.3863,0.6931,0.6931,0.0,1.6094,2.7726,3.0445,0.0,2.0794,0.0,0.6931,1.3863,4.4886,0.0,1.0986,1.0986,0.6931,1.9459,2.3979,1.3863,0.6931,1.6094,1.7918
S2_C0074,0.0,3.8501,3.9703,0.0,3.2581,3.1781,0.6931,1.3863,1.0986,0.6931,2.0794,1.7918,3.7377,1.6094,1.0986,4.7958,0.0,0.0,0.0,0.0,2.9957,0.0,1.0986,2.4849,1.6094,0.0,2.3979,2.3026,0.6931,5.3706
S2_C0075,3.2958,1.0986,4.0073,1.6094,1.3863,3.1781,1.6094,1.3863,0.6931,0.0,2.1972,1.0986,3.1355,1.0986,4.2341,3.1781,0.6931,0.0,0.0,0.6931,2.0794,0.0,1.0986,2.3979,1.3863,1.0986,2.7726,1.3863,0.0,4.1897
S2_C0076,0.0,0.0,0.0,2.8332,0.6931,0.6931,1.7918,1.9459,1.0986,4.3567,2.9444,0.6931,0.0,1.3863,0.0,0.6931,1.9459,0.6931,1.3863,0.0,0.6931,1.9459,0.6931,1.6094,0.0,2.4849,0.6931,1.9459,1.3863,0.0
S2_C0077,0.0,5.3936,0.0,0.0,4.8828,0.0,0.6931,1.3863,2.3026,2.1972,0.0,1.3863,2.3979,1.6094,0.0,1.3863,0.0,1.6094,3.2189,3.2189,1.9459,2.1972,0.6931,1.3863,1.7918,1.9459,0.0,1.3863,2.0794,1.6094
S2_C0078,0.0,2.4849,0.0,1.0986,0.0,4.7274,2.8904,0.6931,3.434,3.2581,2.0794,0.6931,0.6931,1.3863,5.3753,0.6931,4.0254,3.3673,0.6931,0.6931,3.989,1.0986,2.6391,1.6094,0.6931,0.0,0.6931,2.0794,2.0794,1.6094
S2_C0079,3.3322,1.3863,0.0,1.7918,0.0,2.7081,0.6931,1.3863,1.9459,1.9459,1.9459,1.3863,0.6931,0.6931,2.9444,0.6931,4.0254,2.5649,1.3863,2.3979,0.0,0.6931,1.6094,0.0,0.6931,1.3863,1.0986,2.0794,1.6094,1.3863
S2_C0080,0.6931,5.1874,2.7081,0.6931,1.6094,1.0986,0.0,1.0986,1.0986,1.0986,0.0,1.0986,3.4965,2.5649,1.0986,0.0,0.0,1.3863,1.3863,3.8918,1.7918,1.6094,0.0,0.6931,2.8332,1.6094,1.0986,0.6931,2.6391,1.9459
S2_C0081,5.273,1.0986,0.0,4.0431,2.7081,2.4849,0.0,1.0986,0.0,3.0445,2.5649,1.7918,0.0,1.6094,2.1972,0.6931,4.9273,2.0794,2.5649,3.8286,0.6931,2.1972,1.6094,1.3863,0.6931,1.3863,0.6931,1.6094,1.0986,0.0
S2_C0082,5.3891,1.6094,0.0,3.6889,2.3979,3.4657,0.6931,1.6094,1.0986,2.3026,3.4012,1.0986,0.0,1.0986,3.4657,0.0,5.3845,2.7081,1.6094,4.5326,0.0,1.6094,1.7918,0.0,1.6094,1.7918,0.6931,1.3863,1.6094,0.0
S2_C0083,2.4849,1.0986,1.0986,0.0,1.6094,0.6931,0.6931,0.0,1.0986,0.0,1.7918,0.6931,1.3863,0.6931,0.0,2.5649,0.6931,0.6931,0.6931,1.0986,1.0986,0.0,1.3863,1.3863,0.0,1.3863,1.9459,2.1972,1.0986,1.9459
S2_C0084,2.1972,2.7081,3.7842,4.585,0.0,2.6391,1.3863,1.6094,1.3863,0.6931,1.6094,1.6094,2.9957,1.6094,2.5649,0.6931,2.0794,3.3322,0.0,1.6094,1.3863,2.0794,0.6931,1.3863,2.9444,1.0986,1.0986,0.0,2.1972,1.7918
S2_C0085,4.2905,1.3863,5.3613,1.0986,1.6094,0.6931,1.3863,1.6094,0.0,0.0,1.3863,0.6931,3.3673,1.9459,3.5264,2.7726,0.0,1.3863,0.6931,2.4849,1.6094,0.0,1.6094,1.7918,2.3979,1.0986,2.0794,0.6931,0.6931,3.1781
S2_C0086,1.9459,1.0986,0.6931,3.8501,0.0,1.7918,1.6094,1.0986,1.0986,3.2958,1.0986,0.6931,0.0,1.3863,0.0,0.6931,2.0794,2.3026,2.0794,2.7726,1.6094,1.7918,1.0986,0.0,1.6094,1.3863,0.0,0.6931,1.0986,0.0
S2_C0087,3.6889,3.5835,5.2832,5.3375,1.0986,2.0794,1.0986,2.0794,0.0,0.0,0.0,1.9459,5.3423,2.0794,0.6931,3.1355,0.0,2.6391,0.0,1.7918,0.0,2.5649,1.3863,1.6094,3.434,0.0,1.6094,0.0,1.9459,2.3979
S2_C0088,1.0986,4.4427,0.0,1.7918,0.0,1.7918,1.6094,1.6094,2.1972,3.2958,0.0,1.0986,2.3026,2.0794,3.2581,0.0,3.9512,2.7726,1.6094,2.6391,2.5649,1.6094,0.0,1.0986,2.5649,1.0986,0.0,1.7918,3.6376,1.6094
S2_C0089,0.0,5.3181,0.0,0.0,5.2523,1.0986,0.6931,1.0986,1.7918,1.0986,0.0,1.3863,2.0794,2.0794,0.0,1.3863,0.0,0.0,3.3673,2.3979,1.7918,0.6931,0.6931,0.6931,1.0986,1.0986,1.0986,1.3863,1.3863,1.6094
