"group","value"
"Stage I",4.28134856082773
"Stage I",2.77724337749033
"Stage I",3.1527774635549
"Stage I",3.12250343158662
"Stage I",2.40108888388421
"Stage I",2.79978439560374
"Stage I",3.17349960882059
"Stage I",2.82751803584787
"Stage I",4.20204742103138
"Stage I",2.76710644251142
"Stage I",2.81014787065934
"Stage I",3.82717631889689
"Stage I",2.24926842814618
"Stage II",4.05523167733366
"Stage II",2.39330069541765
"Stage II",5.38388650415925
"Stage II",3.79898972848851
"Stage II",3.58537014286052
"Stage II",2.73792243921516
"Stage II",4.09146176284494
"Stage II",3.21968960425317
"Stage II",3.51315843705452
"Stage II",5.51644277014305
"Stage II",3.90692154273366
"Stage II",2.92103937743426
"Stage II",4.27952757071412
"Stage II",3.70098774280925
"Stage II",4.74901490278607
"Stage II",5.67566412050409
"Stage II",3.00803823777956
"Stage II",4.60011532733831
"Stage II",4.19338786454634
"Stage II",5.085122140491
"Stage II",3.84724404715911
"Stage II",5.02028097530667
"Stage II",2.18043855252964
"Stage II",5.95840481344471
"Stage II",5.05125577637044
"Stage II",3.93414641222568
"Stage II",2.50609215684692
"Stage II",4.80730957004618
"Stage II",4.63151325019624
"Stage II",4.09300881093647
"Stage II",4.26660148214867
"Stage II",3.45748013261522
"Stage II",4.50568740589327
"Stage II",4.42411977369147
"Stage II",3.79281468932317
"Stage II",2.63013967961753
"Stage II",4.87082370028404
"Stage II",4.70961628450144
"Stage II",3.18006274791844
"Stage II",2.34595302179313
"Stage II",4.3254544386464
"Stage II",3.72040322422982
"Stage II",4.3778728737009
"Stage II",2.67659728796699
"Stage II",3.0449125111816
"Stage II",5.29435233904789
"Stage II",4.54415239518729
"Stage II",4.74513629039123
"Stage II",6.09675129076935
"Stage II",4.24170357146262
"Stage II",1.89897783849534
"Stage II",4.46715491717693
"Stage II",5.38845764009467
"Stage II",6.36549316652924
"Stage II",2.58545224193543
"Stage II",2.83405887781018
"Stage II",3.32359646576387
"Stage II",2.94053863971509
"Stage II",3.38968190454326
"Stage II",3.89608423555585
"Stage II",2.77865574418602
"Stage II",6.34066938368147
"Stage II",4.2185522193741
"Stage II",4.00748108944386
"Stage II",4.64518160576505
"Stage III",5.33741518611797
"Stage III",5.16791196304409
"Stage III",6.7767874235521
"Stage III",5.0829697899079
"Stage III",4.01639779590777
"Stage III",5.6856678904434
"Stage III",4.94848712647091
"Stage III",4.77820390664373
"Stage III",4.23186879931283
"Stage III",5.72836590326669
"Stage III",5.125981765573
"Stage III",5.81566772864803
"Stage III",5.06563472269408
"Stage III",4.64149657417823
"Stage III",6.55023660407872
"Stage III",5.0282362848886
"Stage III",6.2479519958752
"Stage III",4.09841756989106
"Stage III",4.8338839036245
"Stage III",5.03064860484682
"Stage III",4.90903459186914
"Stage III",6.64870701199171
"Stage III",5.27723529870159
"Stage III",5.54422585110345
"Stage III",4.35762829213608
"Stage III",4.57078272349043
"Stage III",6.29806890855485
"Stage III",6.55848166459556
"Stage III",6.5488636888101
"Stage III",3.91936295047467
"Stage III",7.34996069363639
"Stage III",6.31687282979954
"Stage III",5.27328253586174
"Stage III",6.00360777879826
"Stage III",4.32861477084814
"Stage III",4.20384375844114
"Stage III",5.3490504509376
"Stage III",4.10150414344222
"Stage III",5.49001899855975
"Stage III",6.59770589960467
"Stage III",4.26612627703525
"Stage III",4.56155924578694
"Stage III",5.34656393945086
"Stage III",4.28240388017389
"Stage III",4.91671604011372
"Stage III",6.1727554116714
"Stage III",6.26954501397012
"Stage III",5.68384666502709
"Stage III",3.44844433693254
"Stage III",5.24600326317383
"Stage III",6.36477321433828
"Stage III",6.1131950374116
"Stage III",5.10918352589572
"Stage III",2.6000701914363
"Stage III",5.36096663880112
"Stage III",5.87375169748358
"Stage III",5.3458035797251
"Stage III",5.45741254017588
"Stage III",5.73156537286877
"Stage III",4.90345026394979
