transcript_id,x_location,y_location,z_location,feature_name,overlaps_nucleus,cell_id,true_cell_id,true_cell_type
285,208.9579030052761,167.15288245509674,0.0,GENE12,0,-1,62,0
286,213.05634036038947,29.46729465575209,0.0,GENE22,1,18,18,2
287,19.49433019282134,213.68864737669898,0.0,GENE12,0,-1,77,0
288,115.86216446261169,49.076844655030094,0.0,GENE16,0,-1,26,2
289,11.82197166451158,128.94891855171863,0.0,GENE06,0,-1,44,1
290,225.2291624931146,270.1685830788796,0.0,GENE21,0,-1,107,1
291,166.81878626160008,252.37466637833933,0.0,GENE07,0,-1,104,0
292,146.52159252489437,91.268255505698,0.0,GENE15,1,38,38,1
293,88.93627526102269,308.96012355212486,0.0,GENE10,0,-1,-1,-1
294,177.08027013588864,213.60412484947835,0.0,GENE12,1,83,83,2
295,169.38291712667385,237.3575418478139,0.0,GENE12,0,-1,94,2
296,6.9055882729193705,275.2064324889841,0.0,GENE21,0,-1,110,1
297,40.59040540572408,34.93047293841751,0.0,GENE21,1,12,12,3
298,24.106002053961827,-11.60000602725935,0.0,GENE00,0,-1,1,1
299,-1.0943648891926312,39.86098386162615,0.0,GENE08,0,-1,11,0
300,36.99130041954086,141.79362549133077,0.0,GENE19,0,-1,57,0
301,264.7968079408228,215.47930102865075,0.0,GENE07,0,-1,-1,-1
302,97.79569333430524,174.00167721255946,0.0,GENE13,0,-1,69,0
303,93.01820631591782,205.98745089330612,0.0,GENE17,0,-1,-1,-1
304,245.57449742218694,170.60848169977362,0.0,GENE10,1,74,74,0
305,275.19754523947705,259.0523522576375,0.0,GENE08,0,-1,97,3
306,54.7260484304488,-1.0997052637167144,0.0,GENE18,1,2,2,2
307,151.86880744092636,305.2591346093485,0.0,GENE13,1,115,115,3
308,294.1802536665296,198.13657627068466,0.0,GENE15,0,-1,76,1
309,308.55102453130087,69.26454282905308,0.0,GENE00,0,-1,32,1
310,223.25390351393673,96.73887942552167,0.0,GENE12,1,40,40,2
311,197.93294787200864,287.95358524110503,0.0,GENE00,0,-1,105,1
312,17.008876008355912,291.1547251988745,0.0,GENE18,0,-1,111,2
313,141.1660000937027,243.62083244441456,0.0,GENE00,0,-1,93,3
314,16.274895465636156,237.8101582034334,0.0,GENE22,0,-1,88,2
315,300.17394628158223,201.1475570911318,0.0,GENE08,1,87,87,3
316,83.86562414484197,184.6482948702684,0.0,GENE20,0,-1,69,0
317,304.3551833337406,61.15360981935488,0.0,GENE14,1,32,32,1
318,307.899194798861,145.75816549091869,0.0,GENE11,0,-1,65,0
319,239.76784268534828,-2.6509520423200565,0.0,GENE13,1,8,8,0
320,303.68180488838266,24.441671811520372,0.0,GENE20,0,-1,21,0
321,28.992878915572287,80.99497667667328,0.0,GENE10,1,34,34,2
322,270.59622158367796,112.0653757749303,0.0,GENE21,1,53,53,3
323,189.0399567038191,58.35923262032594,0.0,GENE19,0,-1,28,0
324,240.50804857159085,249.88271985165446,0.0,GENE01,0,-1,96,3
325,88.83142056947754,260.9375415380683,0.0,GENE15,1,102,102,1
326,215.74369132542884,299.92200285282723,0.0,GENE10,0,-1,117,3
327,120.01379486936405,258.55014454889283,0.0,GENE15,1,103,103,1
328,203.6875347268622,61.69187728805893,0.0,GENE15,1,29,29,1
329,151.76942628393644,230.1128222976619,0.0,GENE12,0,-1,93,3
330,225.0537567696945,77.87981250116108,0.0,GENE00,0,-1,29,1
331,183.14158058000845,-0.8868207649405786,0.0,GENE20,1,6,6,2
332,-0.9760349735728677,300.9676971579479,0.0,GENE01,1,110,110,1
333,272.91856744324735,57.14104916506648,0.0,GENE07,0,-1,31,0
334,218.78010936226255,107.88504489880007,0.0,GENE12,0,-1,40,2
335,113.11835638551551,203.3062473875666,0.0,GENE13,1,81,81,3
336,178.36559302675633,115.7905517385946,0.0,GENE20,0,-1,50,0
337,57.10184310339087,156.16031802704262,0.0,GENE13,1,57,57,0
338,228.10254152998834,12.977003845077054,0.0,GENE12,0,-1,7,2
339,30.554128729978824,80.89082881308273,0.0,GENE12,1,34,34,2
340,263.9842923469721,36.018917625812634,0.0,GENE21,1,20,20,3
341,249.251110463075,323.1146596853035,0.0,GENE12,0,-1,118,0
342,205.86925770209436,228.63741704949283,0.0,GENE22,0,-1,84,1
343,238.86624500686148,132.35049940378272,0.0,GENE12,0,-1,64,3
344,172.7083508183877,298.5927646160513,0.0,GENE07,1,116,116,3
345,238.32922036217482,256.581707513593,0.0,GENE15,0,-1,107,1
346,242.65923035383406,267.56566012018106,0.0,GENE15,1,107,107,1
347,264.32027881187145,113.11753086621371,0.0,GENE21,0,-1,53,3
348,240.13532994285927,147.68562163661707,0.0,GENE01,1,63,63,1
349,252.05881642858176,228.74234952805412,0.0,GENE15,0,-1,85,1
350,140.23476226209922,212.59798882134487,0.0,GENE11,0,-1,82,0
351,59.86833682902756,2.37232512622949,0.0,GENE13,1,2,2,2
352,136.655227146794,3.534151468632011,0.0,GENE08,0,-1,-1,-1
353,85.94810798474042,130.36078002862894,0.0,GENE02,0,-1,47,2
354,171.7399975769959,8.823674932164108,0.0,GENE01,0,-1,6,2
355,306.24691476418445,111.71703716194175,0.0,GENE06,1,54,54,0
356,121.45573608568651,300.1913504369503,0.0,GENE10,0,-1,113,0
357,260.7586861180664,157.9539815593766,0.0,GENE12,0,-1,64,3
358,154.0438242348217,237.9928850280918,0.0,GENE06,1,93,93,3
359,270.46367247533504,272.24694437060083,0.0,GENE12,1,108,108,2
360,142.57865724192882,140.20540053073586,0.0,GENE12,0,-1,60,0
361,202.97066378692378,30.707773785962566,0.0,GENE01,0,-1,18,2
362,117.00196980470902,148.92266638174863,0.0,GENE20,0,-1,59,0
363,233.68207437864433,178.70230060836624,0.0,GENE20,0,-1,74,0
364,189.97076019168367,199.6536042393722,0.0,GENE17,0,-1,-1,-1
365,246.6174911090754,64.85974860417072,0.0,GENE05,0,-1,-1,-1
366,207.4109599705309,6.449903623493519,0.0,GENE22,1,7,7,2
367,81.62240280260059,25.365777359178033,0.0,GENE12,1,14,14,2
368,299.31399857677917,152.663128515653,0.0,GENE11,0,-1,65,0
369,64.00371671760544,60.55887020919744,0.0,GENE01,0,-1,24,3
370,116.76822404589495,139.49781066071395,0.0,GENE19,0,-1,59,0
371,3.7687784596594103,274.09352273494454,0.0,GENE13,0,-1,99,0
372,187.7971120977641,113.59183539190524,0.0,GENE05,0,-1,-1,-1
373,67.01990485748982,103.52048590074104,0.0,GENE00,0,-1,46,1
374,208.19198282027872,115.11514264376802,0.0,GENE11,1,51,51,0
375,116.14997765308051,217.9304632324122,0.0,GENE13,0,-1,81,3
376,117.05738651711589,87.44727311718333,0.0,GENE12,1,37,37,2
377,53.224672046316236,292.49714390049564,0.0,GENE12,1,112,112,2
378,164.61882518674415,253.11684913109866,0.0,GENE12,0,-1,93,3
379,319.82445055843255,-2.464748946457302,0.0,GENE00,0,-1,-1,-1
380,90.64124532171458,192.33629176297694,0.0,GENE07,1,69,69,0
381,289.1749777175782,191.46552901591502,0.0,GENE21,1,76,76,1
382,199.9303821191724,122.10770025908168,0.0,GENE12,0,-1,50,0
383,115.76742355017588,230.36294486897657,0.0,GENE11,0,-1,-1,-1
384,72.70849263586867,212.461725942273,0.0,GENE10,0,-1,-1,-1
385,239.7827843240807,219.44669182096112,0.0,GENE15,0,-1,85,1
